Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Epigenetic and Coping Mechanisms of Stress in Affective Disorders: A Scoping Review","Stress-induced epigenetic changes and coping strategies play a complex role in affective disorders, with active coping strategies improving outcomes and emotion-focused coping potentially exacerbating episodes.","Brenda-Cristiana Bernad, M. Tomescu, Teodora Anghel, D. Lungeanu, V. Enătescu, E. Bernad, Vlad Nicoraș, D. Arnăutu, Lavinia Hogea",2024,9,"This review aims to explore the intricate relationship among epigenetic mechanisms, stress, and affective disorders, focusing on how early life experiences and coping mechanisms contribute to susceptibility to mood disorders. Epigenetic factors play a crucial role in regulating gene expression without altering the DNA (deoxyribonucleic acid) sequence, and recent research has revealed associations between epigenetic changes and maladaptive responses to stress or psychiatric disorders. A scoping review of 33 studies employing the PRISMA-S (Preferred Reporting Items for Systematic Reviews and Meta-Analyses-Statement) guidelines investigates the role of stress-induced epigenetic mechanisms and coping strategies in affective disorder occurrence, development, and progression. The analysis encompasses various stress factors, including childhood trauma, work-related stress, and dietary deficiencies, alongside epigenetic changes, such as DNA methylation and altered gene expression. Findings indicate that specific stress-related genes frequently exhibit epigenetic changes associated with affective disorders. Moreover, the review examines coping mechanisms in patients with bipolar disorder and major depressive disorder, revealing mixed associations between coping strategies and symptom severity. While active coping is correlated with better outcomes, emotion-focused coping may exacerbate depressive or manic episodes. Overall, this review underscores the complex interplay among genetic predisposition, environmental stressors, coping mechanisms, and affective disorders. Understanding these interactions is essential for developing targeted interventions and personalized treatment strategies for individuals with mood disorders. However, further research is needed to elucidate specific genomic loci involved in affective disorders and the clinical implications of coping strategies in therapeutic settings.","systematic review","Medicina","2","10.3390/medicina60050709","https://consensus.app/papers/epigenetic-and-coping-mechanisms-of-stress-in-affective-bernad-tomescu/d610b820640859158ff4ef17cfd075b0/"
"Factors That Predispose Undergraduates to Mental Issues: A Cumulative Literature Review for Future Research Perspectives","Academic and social risk factors predict anxiety and depressive disorders in university students, highlighting the need for targeted interventions and research.","P. Limone, G. Toto",2022,109,"Distress and mental health issues among college students is an emerging topic of study. The aim of this research work is to illustrate academic and social risk factors and how they prove to be predictors of anxiety and depressive disorders. The methodology used is a cumulative literature review structured over 10 systematic phases, and is replicable. Showing considerable potential for cumulative research, the relevance of this study reflects the concern of the academic community and international governments. The articles selected range from categorization of disorders in relation to mental health, to reporting the condition of rhinestones and difficulties of students in university contexts. In conclusion, the research focusses upon predisposing, concurrent or protective factors relating to the mental health of university students, so that institutions can act on concrete dynamics or propose targeted research on this topic.","systematic review","Frontiers in Public Health","1","10.3389/fpubh.2022.831349","https://consensus.app/papers/factors-that-predispose-undergraduates-to-mental-issues-a-limone-toto/8e2d227f9f1857a6bfff92a5928f9200/"
"Factors that influence mental health of university and college students in the UK: a systematic review","Factors influencing mental health of university students in the UK include childhood trauma, LGBTQ identity, and autism, while factors promoting wellbeing include strong social networks and adapting to higher education changes.","F. Campbell, L. Blank, A. Cantrell, Susan Baxter, C. Blackmore, J. Dixon, E. Goyder",2022,314,"Worsening mental health of students in higher education is a public policy concern and the impact of measures to reduce transmission of COVID-19 has heightened awareness of this issue. Preventing poor mental health and supporting positive mental wellbeing needs to be based on an evidence informed understanding what factors influence the mental health of students. To identify factors associated with mental health of students in higher education. We undertook a systematic review of observational studies that measured factors associated with student mental wellbeing and poor mental health. Extensive searches were undertaken across five databases. We included studies undertaken in the UK and published within the last decade (2010-2020). Due to heterogeneity of factors, and diversity of outcomes used to measure wellbeing and poor mental health the findings were analysed and described narratively. We included 31 studies, most of which were cross sectional in design. Those factors most strongly and consistently associated with increased risk of developing poor mental health included students with experiences of trauma in childhood, those that identify as LGBTQ and students with autism. Factors that promote wellbeing include developing strong and supportive social networks. Students who are prepared and able to adjust to the changes that moving into higher education presents also experience better mental health. Some behaviours that are associated with poor mental health include lack of engagement both with learning and leisure activities and poor mental health literacy. Improved knowledge of factors associated with poor mental health and also those that increase mental wellbeing can provide a foundation for designing strategies and specific interventions that can prevent poor mental health and ensuring targeted support is available for students at increased risk.","systematic review","BMC Public Health","1","10.1186/s12889-022-13943-x","https://consensus.app/papers/factors-that-influence-mental-health-of-university-and-campbell-blank/78b964f6a1c95e25a037ccd334933688/"
"A meta‐review of “lifestyle psychiatry”: the role of exercise, smoking, diet and sleep in the prevention and treatment of mental disorders","Physical activity, tobacco smoking, diet, and poor sleep are key lifestyle factors in preventing and treating mental disorders.","J. Firth, M. Solmi, R. Wootton, D. Vancampfort, F. Schuch, E. Hoare, S. Gilbody, J. Torous, S. Teasdale, S. Jackson, Lee Smith, Melissa Eaton, F. Jacka, N. Veronese, W. Marx, Garcia Ashdown-Franks, D. Siskind, J. Sarris, S. Rosenbaum, A. Carvalho, B. Stubbs",2020,753,"There is increasing academic and clinical interest in how ""lifestyle factors"" traditionally associated with physical health may also relate to mental health and psychological well-being. In response, international and national health bodies are producing guidelines to address health behaviors in the prevention and treatment of mental illness. However, the current evidence for the causal role of lifestyle factors in the onset and prognosis of mental disorders is unclear. We performed a systematic meta-review of the top-tier evidence examining how physical activity, sleep, dietary patterns and tobacco smoking impact on the risk and treatment outcomes across a range of mental disorders. Results from 29 meta-analyses of prospective/cohort studies, 12 Mendelian randomization studies, two meta-reviews, and two meta-analyses of randomized controlled trials were synthesized to generate overviews of the evidence for targeting each of the specific lifestyle factors in the prevention and treatment of depression, anxiety and stress-related disorders, schizophrenia, bipolar disorder, and attention-deficit/hyperactivity disorder. Standout findings include: a) convergent evidence indicating the use of physical activity in primary prevention and clinical treatment across a spectrum of mental disorders; b) emerging evidence implicating tobacco smoking as a causal factor in onset of both common and severe mental illness; c) the need to clearly establish causal relations between dietary patterns and risk of mental illness, and how diet should be best addressed within mental health care; and d) poor sleep as a risk factor for mental illness, although with further research required to understand the complex, bidirectional relations and the benefits of non-pharmacological sleep-focused interventions. The potentially shared neurobiological pathways between multiple lifestyle factors and mental health are discussed, along with directions for future research, and recommendations for the implementation of these findings at public health and clinical service levels.","meta-analysis","World Psychiatry","1","10.1002/wps.20773","https://consensus.app/papers/a-meta%E2%80%90review-of-%E2%80%9C-lifestyle-psychiatry-%E2%80%9D-the-role-of-firth-solmi/d7d4d0e4c0155d7e89df81331471fac6/"
"The genetic architecture of the human cerebral cortex","Genetic variants affecting cortical structure are linked to cognitive function, Parkinson's disease, insomnia, depression, neuroticism, and attention deficit hyperactivity disorder.","K. Grasby, N. Jahanshad, J. Painter, L. Colodro-Conde, J. Bralten, D. Hibar, P. Lind, F. Pizzagalli, C. Ching, M. McMahon, N. Shatokhina, L. Zsembik, I. Agartz, S. Alhusaini, M. Almeida, D. Alnæs, I. Amlien, M. Andersson, T. Ard, N. Armstrong, A. Ashley-Koch, M. Bernard, R. Brouwer, Elizabeth E. L. Buimer, R. Bülow, C. Bürger, D. Cannon, M. Chakravarty, Qiang Chen, J. Cheung, B. Couvy-Duchesne, A. Dale, S. Dalvie, T. K. de Araujo, G. D. de Zubicaray, S. D. de Zwarte, A. Braber, N. T. Doan, K. Dohm, S. Ehrlich, Hannah-Ruth Engelbrecht, S. Erk, C. Fan, I. Fedko, S. Foley, J. Ford, M. Fukunaga, M. Garrett, T. Ge, S. Giddaluru, A. Goldman, N. Groenewold, D. Grotegerd, T. Gurholt, B. Gutman, N. Hansell, M. Harris, Marc Harrison, C. Haswell, M. Hauser, D. Heslenfeld, D. Hoehn, L. Holleran, M. Hoogman, J. Hottenga, M. Ikeda, Deborah Janowitz, I. Jansen, T. Jia, C. Jockwitz, R. Kanai, S. Karama, Dalia Kasperavičiūtė, T. Kaufmann, S. Kelly, M. Kikuchi, M. Klein, M. Knapp, A. Knodt, B. Krämer, T. Lancaster, Phil H. Lee, T. Lett, L. Lewis, Í. Lopes-Cendes, M. Luciano, F. Macciardi, A. Marquand, S. Mathias, T. Melzer, Y. Milaneschi, Nazanin Mirza-Schreiber, J. Moreira, Thomas W. Mühleisen, B. Müller-Myhsok, P. Najt, S. Nakahara, K. Nho, Loes M. Olde Loohuis, D. P. Orfanos, J. Pearson, T. Pitcher, B. Pütz, A. Ragothaman, Faisal M. Rashid, R. Redlich, C. Reinbold, J. Repple, Geneviève Richard, Brandalyn C. Riedel, S. Risacher, C. Rocha, N. R. Mota, Lauren E. Salminen, A. Saremi, A. Saykin, Fenja Schlag, L. Schmaal, P. Schofield, R. Secolin, Chin Yang Shapland, Li Shen, Jean Shin, E. Shumskaya, I. Sønderby, E. Sprooten, Lachlan T. Strike, K. Tansey, A. Teumer, A. Thalamuthu, S. Thomopoulos, D. Tordesillas-Gutiérrez, J. Turner, A. Uhlmann, C. Vallerga, Dennis van der Meer, M. V. van Donkelaar, L. V. Eijk, T. V. van Erp, N. V. van Haren, D. Rooij, M. van Tol, J. Veldink, Ellen Verhoef, E. Walton, Yunpeng Wang, J. Wardlaw, W. Wen, L. Westlye, C. Whelan, S. Witt, K. Wittfeld, C. Wolf, T. Wolfers, Clarissa Yasuda, D. Zaremba, Zuo Zhang, A. Zhu, M. Zwiers, E. Artiges, Amelia A. Assareh, R. Ayesa-Arriola, A. Belger, C. L. Brandt, Gregory G. Brown, S. Cichon, J. Curran, G. Davies, F. Degenhardt, B. Dietsche, S. Djurovic, C. Doherty, R. Espiritu, D. Garijo, Y. Gil, P. Gowland, R. Green, A. Häusler, W. Heindel, B. Ho, W. Hoffmann, F. Holsboer, G. Homuth, N. Hosten, C. Jack, Mihyun Jang, A. Jansen, Knut K. Kolskår, S. Koops, A. Krug, K. Lim, J. Luykx, D. Mathalon, K. Mather, V. Mattay, Sarah M. Matthews, Jaqueline Mayoral Van Son, S. McEwen, I. Melle, D. Morris, B. Mueller, M. Nauck, J. Nordvik, M. Nöthen, D. O'Leary, N. Opel, M. Paillère Martinot, G. Pike, Adrian Preda, E. Quinlan, V. Ratnakar, S. Reppermund, V. Steen, F. Torres, D. Veltman, J. Voyvodic, R. Whelan, T. White, H. Yamamori, H. Adams, J. Bis, S. Debette, C. DeCarli, M. Fornage, V. Gudnason, E. Hofer, M. Ikram, L. Launer, W. Longstreth, O. Lopez, B. Mazoyer, T. Mosley, Gennady V. Roshchupkin, C. Satizabal, R. Schmidt, S. Seshadri, Qiong Yang, M. Alvim, D. Ames, T. Anderson, O. Andreassen, A. Arias-Vásquez, M. Bastin, B. Baune, J. Blangero, D. Boomsma, H. Brodaty, H. Brunner, R. Buckner, J. Buitelaar, J. Bustillo, W. Cahn, V. Calhoun, X. Caseras, S. Caspers, G. Cavalleri, F. Cendes, B. Crespo-Facorro, J. Dalrymple-Alford, U. Dannlowski, E. D. de Geus, I. Deary, C. Depondt, S. Desrivières, G. Donohoe, T. Espeseth, G. Fernández, S. Fisher, H. Flor, A. Forstner, C. Francks, B. Franke, D. Glahn, R. Gollub, H. Grabe, O. Gruber, A. Håberg, A. Hariri, C. Hartman, R. Hashimoto, A. Heinz, M. Hillegers, P. Hoekstra, A. Holmes, L. Hong, W. Hopkins, H. H. Hulshoff Pol, T. Jernigan, E. Jönsson, R. Kahn, M. Kennedy, T. Kircher, P. Kochunov, J. Kwok, S. Hellard, N. Martin, J. Martinot, C. Mcdonald, K. Mcmahon, A. Meyer-Lindenberg, R. Morey, L. Nyberg, J. Oosterlaan, R. Ophoff, T. Paus, Z. Pausova, B. Penninx, T. Polderman, D. Posthuma, M. Rietschel, J. Roffman, L. Rowland, P. Sachdev, P. Sämann, G. Schumann, K. Sim, S. Sisodiya, J. Smoller, I. Sommer, B. S. Pourcain, D. Stein, A. Toga, J. Trollor, Nic J. A. der Wee, Dennis van ’t Ent, H. Völzke, H. Walter, B. Weber, D. Weinberger, M. Wright, J. Zhou, J. Stein, P. Thompson, S. Medland",2020,706,"The cerebral cortex underlies our complex cognitive capabilities, yet little is known about the specific genetic loci that influence human cortical structure. To identify genetic variants that affect cortical structure, we conducted a genome-wide association meta-analysis of brain magnetic resonance imaging data from 51,665 individuals. We analyzed the surface area and average thickness of the whole cortex and 34 regions with known functional specializations. We identified 199 significant loci and found significant enrichment for loci influencing total surface area within regulatory elements that are active during prenatal cortical development, supporting the radial unit hypothesis. Loci that affect regional surface area cluster near genes in Wnt signaling pathways, which influence progenitor expansion and areal identity. Variation in cortical structure is genetically correlated with cognitive function, Parkinson's disease, insomnia, depression, neuroticism, and attention deficit hyperactivity disorder.","meta-analysis","Science","1","10.1126/science.aay6690","https://consensus.app/papers/the-genetic-architecture-of-the-human-cerebral-cortex-grasby-jahanshad/8b8b4ad2f54d5a478bea9bfa8a048991/"
"Genome-wide association analyses identify 95 risk loci and provide insights into the neurobiology of post-traumatic stress disorder","This study identified 95 genetic risk loci for post-traumatic stress disorder, providing insights into its neurobiology and highlighting potential new areas for further investigation.","C. Nievergelt, A. Maihofer, Elizabeth G. Atkinson, Chia-Yen Chen, Karmel W. Choi, Jonathan R. I. Coleman, N. Daskalakis, Laramie E. Duncan, R. Polimanti, Cindy Aaronson, A. Amstadter, Soren B. Andersen, O. Andreassen, P. Arbisi, A. Ashley-Koch, S. Austin, E. Avdibegović, Dragan Babić, S. Bacanu, D. Baker, Anthony K. Batzler, Jean C. Beckham, S. Belangero, C. Benjet, C. Bergner, L. Bierer, J. Biernacka, L. Bierut, Jonathan I Bisson, M. Boks, Elizabeth A. Bolger, Amber M. Brandolino, G. Breen, R. Bressan, Richard A. Bryant, A. Bustamante, J. Bybjerg-Grauholm, Marie Bækvad-Hansen, A. Børglum, S. Børte, L. Cahn, Joseph R. Calabrese, J. Caldas-de-Almeida, Chris Chatzinakos, Sheraz Y. Cheema, Sean A. P. Clouston, L. Colodro-Conde, Brandon J. Coombes, C. S. Cruz-Fuentes, A. Dale, S. Dalvie, Lea K. Davis, J. Deckert, D. Delahanty, Michelle F. Dennis, F. Désarnaud, Christopher P. DiPietro, S. Disner, A. Docherty, Katharina Domschke, G. Dyb, A. Kulenović, H. Edenberg, Alexandra Evans, Chiara Fabbri, Negar Fani, Lindsay A. Farrer, A. Feder, N. Feeny, J. Flory, David Forbes, C. Franz, Sandro Galea, M. Garrett, B. Gelaye, J. Gelernter, E. Geuze, Charles F. Gillespie, S. Goleva, S. Gordon, Aferdita Goçi, L. Grasser, Camila Guindalini, Magali Haas, S. Hagenaars, Michael A. Hauser, A. Heath, S. Hemmings, V. Hesselbrock, I. Hickie, Kelleigh Hogan, D. Hougaard, Hailiang Huang, Laura M. Huckins, K. Hveem, Miro Jakovljević, Arash Javanbakht, Gregory D. Jenkins, Jessica S. Johnson, Ian Jones, T. Jovanovic, Karen-Inge Karstoft, M. Kaufman, J. Kennedy, Ronald C. Kessler, Alaptagin Khan, N. Kimbrel, Anthony P. King, N. Koen, Roman Kotov, H. Kranzler, Kristi Krebs, W. Kremen, P. Kuan, B. Lawford, L. Lebois, Kelli Lehto, D. Levey, Catrin E Lewis, Israel Liberzon, S. Linnstaedt, MarkW. Logue, Adriana Lori, Yi Lu, B. Luft, Michelle K. Lupton, J. Luykx, I. Makotkine, J. Maples-Keller, S. Marchese, Charles Marmar, Nicholas G. Martin, G. Martínez-Levy, K. McAloney, Alexander McFarlane, Katie A McLaughlin, S. McLean, S. Medland, Divya Mehta, Jacquelyn Meyers, V. Michopoulos, Elizabeth A. Mikita, L. Milani, William Milberg, Mark W. Miller, R. Morey, C. P. Morris, Ole Mors, P. Mortensen, M. Mufford, E. Nelson, M. Nordentoft, Sonya B. Norman, Nicole R. Nugent, M. O'Donnell, Holly K Orcutt, P. Pan, M. Panizzon, Gita A. Pathak, Edward S. Peters, Alan L. Peterson, Matthew Peverill, Robert H Pietrzak, Melissa A. Polusny, B. Porjesz, A. Powers, Xue J. Qin, A. Ratanatharathorn, V. Risbrough, Andrea L. Roberts, Alex O. Rothbaum, B. Rothbaum, Peter Roy-Byrne, Kenneth J. Ruggiero, A. Rung, H. Runz, Bart P F Rutten, Stacey Subbie-Saenz de Viteri, Giovanni Salum, Laura A Sampson, S. Sanchez, Marcos L. Santoro, Carina Seah, S. Seedat, Julia S Seng, A. Shabalin, Christina M. Sheerin, D. Silove, Alicia K. Smith, J. Smoller, S. Sponheim, D. Stein, S. Stensland, Jennifer S Stevens, J. A. Sumner, Martin H Teicher, Wesley K. Thompson, A. Tiwari, Edward Trapido, Monica Uddin, R. Ursano, U. Valdimarsdóttir, Miranda Van Hooff, E. Vermetten, C. Vinkers, J. Voisey, Yunpeng Wang, Zhewu Wang, M. Waszczuk, H. Weber, Frank R Wendt, T. Werge, Michelle A. Williams, Douglas E. Williamson, B. Winsvold, S. Winternitz, Christiane Wolf, Erika J. Wolf, Yan Xia, Ying Xiong, Rachel Yehuda, Keith A. Young, R. M. Young, Clement C. Zai, G. Zai, M. Zervas, Hongyu Zhao, Lori A. Zoellner, J. Zwart, T. deRoon-Cassini, S. V. van Rooij, L. L. van den Heuvel, Murray B. Stein, Kerry Ressler, K. Koenen",2024,96,"Post-traumatic stress disorder (PTSD) genetics are characterized by lower discoverability than most other psychiatric disorders. The contribution to biological understanding from previous genetic studies has thus been limited. We performed a multi-ancestry meta-analysis of genome-wide association studies across 1,222,882 individuals of European ancestry (137,136 cases) and 58,051 admixed individuals with African and Native American ancestry (13,624 cases). We identified 95 genome-wide significant loci (80 new). Convergent multi-omic approaches identified 43 potential causal genes, broadly classified as neurotransmitter and ion channel synaptic modulators (for example, GRIA1, GRM8 and CACNA1E), developmental, axon guidance and transcription factors (for example, FOXP2, EFNA5 and DCC), synaptic structure and function genes (for example, PCLO, NCAM1 and PDE4B) and endocrine or immune regulators (for example, ESR1, TRAF3 and TANK). Additional top genes influence stress, immune, fear and threat-related processes, previously hypothesized to underlie PTSD neurobiology. These findings strengthen our understanding of neurobiological systems relevant to PTSD pathophysiology, while also opening new areas for investigation.","meta-analysis","Nature Genetics","1","10.1038/s41588-024-01707-9","https://consensus.app/papers/genomewide-association-analyses-identify-95-risk-loci-and-nievergelt-maihofer/9d3ee51f620253f696c932abf2731d7b/"
"Physical exercise, cognition, and brain health in aging","Exercise has modest beneficial effects on cognitive and brain health in both healthy and cognitively impaired older individuals, with potential neuroplastic adaptations and neurobiological mechanisms.","N. C. Silva, C. Barha, Kirk I. Erickson, Arthur F. Kramer, T. Liu-Ambrose",2024,77,"","systematic review","Trends in Neurosciences","1","10.1016/j.tins.2024.04.004","https://consensus.app/papers/physical-exercise-cognition-and-brain-health-in-aging-silva-barha/844ebc6a942b58e189785f5adf3e4fd1/"
"Improving sleep quality leads to better mental health: A meta-analysis of randomised controlled trials","Improving sleep quality leads to better mental health, with greater improvements in mental health leading to greater improvements in overall mental health.","A. Scott, Thomas Llewelyn Webb, Marrissa Martyn-St James, G. Rowse, S. Weich",2021,733,"","meta-analysis","Sleep Medicine Reviews","1","10.1016/j.smrv.2021.101556","https://consensus.app/papers/improving-sleep-quality-leads-to-better-mental-health-a-scott-webb/14ed5f49d1765b1ebef825aa4216a8f3/"
"Prenatal Nutritional Factors and Neurodevelopmental Disorders: A Narrative Review","Prenatal and preconceptional nutrition, including adequate and balanced intake of macro and micronutrients, can significantly reduce the risk of neurodevelopmental disorders in offspring.","Federica Cernigliaro, A. Santangelo, R. Nardello, Salvatore Lo Cascio, Sofia D'Agostino, Edvige Correnti, Francesca Marchese, R. Pitino, Silvia Valdese, Carmelo Rizzo, V. Raieli, Giuseppe Santangelo",2024,16,"According to the DSM-5, neurodevelopmental disorders represent a group of heterogeneous conditions, with onset during the developmental period, characterized by an alteration of communication and social skills, learning, adaptive behavior, executive functions, and psychomotor skills. These deficits determine an impairment of personal, social, scholastic, or occupational functioning. Neurodevelopmental disorders are characterized by an increased incidence and a multifactorial etiology, including genetic and environmental components. Data largely explain the role of genetic and environmental factors, also through epigenetic modifications such as DNA methylation and miRNA. Despite genetic factors, nutritional factors also play a significant role in the pathophysiology of these disorders, both in the prenatal and postnatal period, underscoring that the control of modifiable factors could decrease the incidence of neurodevelopmental disorders. The preventive role of nutrition is widely studied as regards many chronic diseases, such as diabetes, hypertension, and cancer, but actually we also know the effects of nutrition on embryonic brain development and the influence of prenatal and preconceptional nutrition in predisposition to various pathologies. These factors are not limited only to a correct caloric intake and a good BMI, but rather to an adequate and balanced intake of macro and micronutrients, the type of diet, and other elements such as exposure to heavy metals. This review represents an analysis of the literature as regards the physiopathological mechanisms by which food influences our state of health, especially in the age of development (from birth to adolescence), through prenatal and preconceptional changes, underlying how controlling these nutritional factors should improve mothers' nutritional state to significantly reduce the risk of neurodevelopmental disorders in offspring. We searched key words such as ""maternal nutrition and neurodevelopmental disorders"" on Pubmed and Google Scholar, selecting the main reviews and excluding individual cases. Therefore, nutrigenetics and nutrigenomics teach us the importance of personalized nutrition for good health. So future perspectives may include well-established reference values in order to determine the correct nutritional intake of mothers through food and integration.","systematic review","Life","2","10.3390/life14091084","https://consensus.app/papers/prenatal-nutritional-factors-and-neurodevelopmental-cernigliaro-santangelo/c2296bf4321b599d9cedcf9df1e3babd/"
"Impact of Social Isolation Due to COVID-19 on Health in Older People: Mental and Physical Effects and Recommendations","Social isolation during COVID-19 negatively affects mental and physical health in older people, requiring cognitive strategies and increased physical activity levels during confinement.","W. Sepulveda-loyola, I. Rodríguez-Sánchez, P. Pérez-Rodríguez, F. Ganz, R. Torralba, D. Oliveira, L. Rodríguez-Mañas",2020,745,"To review the impact of social isolation during COVID-19 pandemic on mental and physical health of older people and the recommendations for patients, caregivers and health professionals. Narrative review. Non-institutionalized community-living people. 20.069 individuals from ten descriptive cross-sectional papers. Articles since 2019 to 2020 published on Pubmed, Scielo and Google Scholar databases with the following MeSh terms ('COVID-19', 'coronavirus', 'aging', 'older people', 'elderly', 'social isolation' and 'quarantine') in English, Spanish or Portuguese were included. The studies not including people over 60 were excluded. Guidelines, recommendations, and update documents from different international organizations related to mental and physical activity were also analysed. 41 documents have been included in this narrative review, involving a total of 20.069 individuals (58% women), from Asia, Europe and America. 31 articles included recommendations and 10 addressed the impact of social distancing on mental or physical health. The main outcomes reported were anxiety, depression, poor sleep quality and physical inactivity during the isolation period. Cognitive strategies and increasing physical activity levels using apps, online videos, telehealth, are the main international recommendations. Mental and physical health in older people are negatively affected during the social distancing for COVID-19. Therefore, a multicomponent program with exercise and psychological strategies are highly recommended for this population during the confinement. Future investigations are necessary in this field.","systematic review","The Journal of Nutrition, Health & Aging","1","10.1007/s12603-020-1500-7","https://consensus.app/papers/impact-of-social-isolation-due-to-covid19-on-health-in-older-sepulveda-loyola-rodr%C3%ADguez-s%C3%A1nchez/86ea7bc94cdb59ae9762e63d92aa440f/"
"Risk and protective factors for mental disorders beyond genetics: an evidence‐based atlas","This study identified 21 key risk and protective factors for mental disorders beyond genetics, aiding in early intervention and preventive strategies.","C. Arango, E. Dragioti, M. Solmi, S. Cortese, K. Domschke, R. Murray, Peter B. Jones, R. Uher, A. Carvalho, A. Reichenberg, Jae Shin, O. Andreassen, C. Correll, P. Fusar-Poli",2021,232,"Decades of research have revealed numerous risk factors for mental disorders beyond genetics, but their consistency and magnitude remain uncer-tain. We conducted a ""meta-umbrella"" systematic synthesis of umbrella reviews, which are systematic reviews of meta-analyses of individual studies, by searching international databases from inception to January 1, 2021. We included umbrella reviews on non-purely genetic risk or protective factors for any ICD/DSM mental disorders, applying an established classification of the credibility of the evidence: class I (convincing), class II (highly suggestive), class III (suggestive), class IV (weak). Sensitivity analyses were conducted on prospective studies to test for temporality (reverse causation), TRANSD criteria were applied to test transdiagnosticity of factors, and A Measurement Tool to Assess Systematic Reviews (AMSTAR) was employed to address the quality of meta-analyses. Fourteen eligible umbrella reviews were retrieved, summarizing 390 meta-analyses and 1,180 associations between putative risk or protective factors and mental disorders. We included 176 class I to III evidence associations, relating to 142 risk/protective factors. The most robust risk factors (class I or II, from prospective designs) were 21. For dementia, they included type 2 diabetes mellitus (risk ratio, RR from 1.54 to 2.28), depression (RR from 1.65 to 1.99) and low frequency of social contacts (RR=1.57). For opioid use disorders, the most robust risk factor was tobacco smoking (odds ratio, OR=3.07). For non-organic psychotic disorders, the most robust risk factors were clinical high risk state for psychosis (OR=9.32), cannabis use (OR=3.90), and childhood adversities (OR=2.80). For depressive disorders, they were widowhood (RR=5.59), sexual dysfunction (OR=2.71), three (OR=1.99) or four-five (OR=2.06) metabolic factors, childhood physical (OR=1.98) and sexual (OR=2.42) abuse, job strain (OR=1.77), obesity (OR=1.35), and sleep disturbances (RR=1.92). For autism spectrum disorder, the most robust risk factor was maternal overweight pre/during pregnancy (RR=1.28). For attention-deficit/hyperactivity disorder (ADHD), they were maternal pre-pregnancy obesity (OR=1.63), maternal smoking during pregnancy (OR=1.60), and maternal overweight pre/during pregnancy (OR=1.28). Only one robust protective factor was detected: high physical activity (hazard ratio, HR=0.62) for Alzheimer's disease. In all, 32.9% of the associations were of high quality, 48.9% of medium quality, and 18.2% of low quality. Transdiagnostic class I-III risk/protective factors were mostly involved in the early neurodevelopmental period. The evidence-based atlas of key risk and protective factors identified in this study represents a benchmark for advancing clinical characterization and research, and for expanding early intervention and preventive strategies for mental disorders.","meta-analysis","World Psychiatry","1","10.1002/wps.20894","https://consensus.app/papers/risk-and-protective-factors-for-mental-disorders-beyond-arango-dragioti/2637f2926d58509791da0ac702beb35e/"
"Epigenetics of Ageing and Psychiatric Disorders.","Epigenetic changes during early life may trigger severe mental disorders and shape their clinical trajectory, with potential for future treatments based on biological age.","Cezar-Ivan Coliță, Ion Udriștoiu, D. Ancuţa, D. Hermann, Daniela Colita, Eugen Coliță, Daniela-Gabriela Glavan, Aurel Popa-Wagner",2024,7,"Both classic epigenetic modifications and microRNAs can impact a range of bodily processes, from metabolism to brain function, and may contribute to the development of diseases such as cancer, cardiovascular disorders, and psychiatric disorders. Numerous studies suggest a connection between epigenetic changes and mood disorders. In this study, we performed a comprehensive search using PubMed and Google for the terms ""epigenetics"", ""ageing"", ""miRNA"", ""schizophrenia"", and ""mood disorders"" in the titles and abstracts of articles. Epigenetic changes during early life may play a crucial role in triggering severe mental disorders and shaping their clinical trajectory. Although these alterations can take place at any age, their impact may not be immediately evident or observable until later in life. Epigenetic modifications play a crucial role in the ageing process and challenge the prevailing belief that mutations are the primary driver of ageing. However, it is plausible that these epigenetic changes are a consequence of the disorder rather than its root cause. Moreover, both the disorder and the epigenetic alterations may be influenced by shared environmental or genetic factors. In the near future, we might be able to replace chronological age with biological age, based on the epigenetic clock, with the promise of providing greater therapeutic benefits. A wide range of epigenetic drugs are currently under development at various stages. Although their full effectiveness is yet to be realized, they show great potential in the treatment of cancer, psychiatric disorders, and other complex diseases.","systematic review","Journal of integrative neuroscience","2","10.31083/j.jin2301013","https://consensus.app/papers/epigenetics-of-ageing-and-psychiatric-disorders-coli%C8%9B%C4%83-udri%C8%99toiu/9cf7f16ff0bf5007846beb43058159fa/"
