Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"The Effectiveness of Mind–Body Exercise on Health‐Related Quality of Life and Mental Health During and After Breast Cancer Treatment: An Umbrella Review of Meta‐Analyses for Randomized Controlled Trials","Mind-body exercises, particularly yoga, may improve health-related quality of life and mental health for breast cancer patients.","Jingsi Wen, Stanley Sai-Chuen Hui, Edwin Chun-Yip Chin, Yijian Yang, C. Sit",2025,2,"Previous studies regarding mind-body exercise among people with breast cancer mostly focused on one type of mind-body exercise and provided conflicting results. This paper aims to systematically synthesize the evidence hierarchy and examine the credibility of previous meta-analyses of different types of mind-body exercises. We searched PubMed, Embase, Cochrane Library, Web of Science, and Epitemonikos from database inception to February 2nd, 2024, for meta-analyses of randomized controlled trials. Included meta-analyses examined the effects of mind-body exercises on at least one outcome of health-related quality of life, cancer-related fatigue, depression, anxiety, and sleep quality in breast cancer patients. The random effects estimates (Hedges'G), 95% prediction interval, small study effect, and excess significance bias were calculated. Furthermore, we categorized meta-analyses based on the evidence credibility criteria and assessed quality using A Measurement Tool to Assess Systematic Reviews 2. The umbrella review included a re-analysis of 16 meta-analyses of 9 articles including 134 randomized controlled trials involving 9469 breast cancer patients and survivors. We identified 3 articles as ""low"" quality and 6 articles as ""critically low"" quality. Convincing evidence supported the effectiveness of Yoga intervention in reducing depression symptoms (G = -0.77, 95% Confidence Interval [-0.93, -0.61]). However, 11 meta-analyses were supported by weak evidence (1 for Qigong alleviated depression, 4 for Qigong, Baduanjin, Tai Chi Chuan, and Yoga improved health-related quality of life, 3 for multiple mind-body exercises, Tai Chi Chuan, and Yoga reduced cancer-related fatigue, 2 of Baduanjin and Yoga reduced anxiety, as well as 1 of Yoga improved sleep quality). Mind-body exercises, especially yoga, may be beneficial for improving health-related quality of life and mental health for breast cancer patients. Further high-quality interventions investigating diverse mind-body exercise interventions are warranted to ascertain the effectiveness of health-related quality of life and mental health outcomes.","meta-analysis","Worldviews on Evidence-Based Nursing","1","10.1111/wvn.70008","https://consensus.app/papers/the-effectiveness-of-mind%E2%80%93body-exercise-on-wen-hui/6d32bc9db17053a8a42b9e7368f15060/"
"Global research trends in mind body therapies: a bibliometric analysis","Mind-body therapies show promise in treating various diseases, with inflammatory interventions and higher-level research assessment methods being potential hotspots for further exploration.","Yunxiao Zhang, Wenwen Li, Sai Xu, Shudi Li, Zhenhai Sun, Menghe Zhang, Yaoyao Zuo, Shouqiang Chen",2025,4,"Mind-body therapies are a group of treatments based on the theory of mind-body medicine, which are effective for a wide range of illnesses. However, there are no bibliometric papers that have examined the topic of mind-body therapies. Therefore, it is necessary to review and sort out the current status, hotspots and frontiers of mind-body therapies. Studies related to mind-body therapies during the period of Web of Science 1999-01/2024-07 were searched, and R language was applied to analyze the data and CiteSpace, Vosviewer software, was used to generate visualization maps. A total of 29,710 relevant articles were included in the study. The country with the highest number of publications was the United States, followed by China and the United Kingdom, and the prolific author was Wang Yuan. Common keywords were acupuncture, quality of life, depression, and pain. The current study focuses on the promotion and application of mind-body therapies in various diseases, the main applicable diseases and the application in special groups. This study presents the current status and trend of research on mind-body therapies, and inflammatory interventions and higher-level research assessment methods are potential hotspots, which can help researchers to clarify hotspots and explore new directions.","systematic review","Journal of Translational Medicine","1","10.1186/s12967-025-06389-3","https://consensus.app/papers/global-research-trends-in-mind-body-therapies-a-zhang-li/53e168bf9c96533794bc726f8af3f929/"
"A Meta-Synthesis of Qualitative Findings About Dance/Movement Therapy for Individuals With Trauma","Dance/movement therapy shows potential in reducing the length of trauma treatment by addressing connections between thoughts, feelings, neurobiology, and somatic responses.","B. Levine, H. Land",2016,72,"The therapeutic potential of using dance/movement therapy is being increasingly recognized. Preliminary interdisciplinary research findings suggest engaging the body in trauma treatment might reduce the length of treatment by addressing the connections among thoughts, feelings, neurobiology, and somatic responses in the survivor. Unfortunately, empirical research investigating its effectiveness as a psychotherapeutic intervention has been limited due to the lack of a clear manual for mental health care practitioners. The present study aims to synthesize findings from the existing qualitative literature in a qualitative meta-synthesis. Our findings will contribute to the development of a body-oriented intervention for mental health care practitioners to use for trauma.","meta-analysis","Qualitative Health Research","1","10.1177/1049732315589920","https://consensus.app/papers/a-metasynthesis-of-qualitative-findings-about-levine-land/4a596ad6edda5c4890806a5c9af600fc/"
"Mind–body intervention for post-traumatic stress disorder in adolescents: a systematic review and network meta-analysis","Trauma-focused cognitive behavioral therapy (TF-CBT) is the most effective mind-body intervention for reducing PTSD symptoms in adolescents, with yoga combined with meditation and mindfulness showing promising effects.","Bianjiang Zhang, Jianchun Zhang, Xiaoyu Shi, Yang Jian",2025,2,"Post-traumatic stress disorder (PTSD) is a potentially disabling condition that can lead to long-term impairments, with a significant proportion of adolescents being affected by trauma. Studies have suggested that trauma-focused cognitive behavioral therapy (TF-CBT) is an effective treatment for PTSD in adolescents, however, little is known about the relative advantages of different mind-body interventions. The network meta-analysis aims to evaluate and compare the efficacy of various mind-body interventions in alleviating PTSD symptoms in adolescents. A systematic search was conducted across multiple databases including PubMed, Embase, Web of Science, Scopus, The Cochrane Library, CNKI, WFDSP, and VIP databases. Randomized controlled trials (RCTs) evaluating the effects of mind-body interventions on PTSD in adolescents were included. A network meta-analysis (NMA) was conducted to evaluate the effectiveness of various mind-body intervention therapies using the Surface Under the Cumulative Ranking curve (SUCRA). SUCRA calculates the mean of the cumulative percent area under the curve for each therapy, providing a comprehensive ranking of treatment efficacy. The primary outcomes measured were changes in PTSD symptom scores post-treatment and at follow-ups ranging from 1 to 12 months. A total of 20 studies involving 5 interventions and 2085 adolescents were included in the analysis. No inconsistencies were found between direct and indirect evidence. TF-CBT consistently demonstrated the most significant effect in reducing PTSD symptoms compared to routine care and no-treatment groups. The ranking of intervention efficacy from highest to lowest was as follows: TF-CBT (SUCRA = 87.3%), meditation, CBT, yoga combined with meditation and mindfulness (SUCRA = 32.3%). Due to limited evidence, the follow-up results for PTSD symptom changes remained inconclusive. Five mind-body interventions were found to be effective in treating PTSD symptoms in adolescents, with TF-CBT emerging as the most effective treatment. Findings suggest that yoga combined with meditation and mindfulness may have promising effects, however, further research is needed to confirm these results due to the limited evidence available.","meta-analysis","BMC Psychiatry","1","10.1186/s12888-025-06620-x","https://consensus.app/papers/mind%E2%80%93body-intervention-for-posttraumatic-stress-zhang-zhang/7910ea6572765f2785f4c6dc35f69c7a/"
"Trauma Sensitive Yoga as a complementary treatment for posttraumatic stress disorder: A Qualitative Descriptive analysis.","Trauma Sensitive Yoga is a complementary treatment for PTSD related to chronic childhood trauma, promoting personal growth and empowerment.","Jennifer West, B. Liang, Joseph Spinazzola",2017,85,"Research on Posttraumatic Stress Disorder and chronic childhood abuse has revealed that traditional trauma treatments often fail to fully address the complicated symptom presentation, including the somatic complaints, loss of awareness of one's emotional and physical being in the present moment, and overall lack of integration between the self and the body. The mindfulness-based intervention of hatha yoga shows promise as a complementary treatment, and focuses on personal growth in addition to symptom reduction. This qualitative study explored the experiences of thirty-one adult women with PTSD related to chronic childhood trauma who participated in a 10-week Trauma Sensitive Yoga class, specifically examining perceived changes in symptoms and personal growth. Five themes were identified that reflect participants' feelings of Gratitude and compassion, Relatedness, Acceptance, Centeredness, and Empowerment. Results and implications for research and clinical work are presented.","non-rct experimental","International journal of stress management","1","10.1037/str0000040","https://consensus.app/papers/trauma-sensitive-yoga-as-a-complementary-treatment-for-west-liang/02956ba2e1fc555c9e429b84d205e6ac/"
"Comparative efficacy of different traditional mind-body exercises in patients with stable chronic obstructive pulmonary disease: a systematic review and network meta-analysis","Wuqinxi exercises improve pulmonary function and exercise capacity, while Yijinjing enhances quality of life in COPD patients.","Xiang Lin, Qianqian Xu, Wenshan Xu, Wen Sun, Hui Sun, Shungui Xu",2025,0,"This study aimed to systematically compare the differential therapeutic effects of various traditional mind-body exercises (TaiChi, Liuzijue, Wuqinxi, Baduanjin, Yijinjing, and Yoga) in patients with chronic obstructive pulmonary disease (COPD) through a network meta-analysis, providing evidence-based support and a scientific rationale for developing individualized rehabilitation strategies. A comprehensive search was performed to identify randomized controlled trials (RCTs) investigating traditional mind-body exercise interventions in COPD patients. Databases including PubMed, Embase, Web of Science, Cochrane Library, CNKI, WanFang, and the VIP Database were searched from their inception to June 2025. The methodological quality of included studies was assessed using Cochrane Risk of Bias tool, while the network meta-analysis was conducted in Stata 14.0 using the frequentist model. Publication bias was assessed using funnel plots. A total of 83 RCTs comprising 6,707 COPD patients were included. For improving the percentage of predicted forced expiratory volume in 1 s (FEV1%), the interventions ranked as follows: Wuqinxi (SUCRA = 82.9%) > Yijinjing (SUCRA = 65.9%) > Liuzijue (SUCRA = 63.5%) > Baduanjin (SUCRA = 63.1%) > Yoga (SUCRA = 47.8%) > TaiChi (SUCRA = 25.3%) > Conventional treatment (SUCRA = 1.5%). For enhancing the 6-min walk test (6MWT), the ranking was: Wuqinxi (SUCRA = 96.7%) > Baduanjin (SUCRA = 80.6%) > TaiChi (SUCRA = 53.1%) > Liuzijue (SUCRA = 49.1%) > Yoga (SUCRA = 42.9%) > Yijinjing (SUCRA = 26.8%) > Conventional treatment (SUCRA = 0.9%). For reducing the COPD Assessment Test (CAT) score, the ranking was: Yijinjing (SUCRA = 96.7%) > TaiChi (SUCRA = 75.9%) > Wuqinxi (SUCRA = 63.2%) > Baduanjin (SUCRA = 42.4%) > Yoga (SUCRA = 37.7%) > Liuzijue (SUCRA = 33.0%) > Conventional treatment (SUCRA = 1.2%). Wuqinxi demonstrated the greatest benefits in improving pulmonary function and exercise capacity, whereas Yijinjing showed the most significant effects in enhancing quality of life. Different mind-body exercise interventions may promote rehabilitation through distinct physiological and psychological mechanisms. Individualized selection of interventions can be tailored based on patients' functional status and rehabilitation needs. https://www.crd.york.ac.uk/PROSPERO/view/CRD420251051806, identifier CRD420251051806.","meta-analysis","Frontiers in Medicine","1","10.3389/fmed.2025.1678352","https://consensus.app/papers/comparative-efficacy-of-different-traditional-mindbody-lin-xu/8141d97a206151f8b30776c1a3c1bf89/"
"Multi-domain Online Therapeutic Investigation Of Neurocognition (MOTION) – A randomized comparative-effectiveness study of two remotely delivered mind-body interventions for older adults with cognitive decline","Remotely delivered mind-body programs, such as multidomain mind-body program and traditional Chinese mind-body exercise (Tai Chi), may slow cognitive decline and potentially delay dementia onset in older adults with cognitive impairment.","Linda L Chao, Deborah E. Barnes, Margaret A. Chesney, Wolf E. Mehling, Jennifer Ann Lee, Cynthia Benjamin, H. Lavretsky, L. Ercoli, P. Siddarth, Katherine L. Narr",2025,2,"","rct","Contemporary clinical trials","1","10.1016/j.cct.2025.107811","https://consensus.app/papers/multidomain-online-therapeutic-investigation-of-chao-barnes/622ba2cf0bac5af388e3363e96b38b4b/"
"Mind-Body Therapies From Traditional Chinese Medicine: Evidence Map","Mind-body therapies from traditional Chinese medicine show potential positive effects on chronic diseases, mental well-being, and quality of life, with mixed results in acute diseases and schizophrenia.","Lissandra Zanovelo Fogaça, C. Portella, Ricardo Ghelman, C. V. Abdala, M. C. Schveitzer",2021,40,"The mind-body therapies of traditional Chinese medicine include several intervention types and combine physical poses with conscious relaxation and breathing techniques. The purpose of this Evidence Map is to describe these different interventions and report related health outcomes.This evidence map is based on the 3iE Evidence Gap Map methodology. We searched seven electronic databases (BVS, PUBMED, EMBASE, PEDro, ScienceDirect, Web of Sciences, and PschyInfo) from inception to November 2019 and included systematic reviews only. Systematic reviews were analyzed based on AMSTAR 2. We used Tableau to graphically display quality assessment, the number of reviews, outcomes, and effects.The map is based on 116 systematic reviews and 44 meta-analyses. Most of the reviews were published in the last 5 years. The most researched interventions were Tai Chi and Qi Gong. The reviews presented the following quality assessment: 80 high, 43 moderate, 23 low, and 14 critically low. Every 680 distinct outcome effect was classified: 421 as potential positive; 237 as positive; 21 as inconclusive/mixed; one potential negative and none no effect. Positive effects were related to chronic diseases; mental indicators and disorders; vitality, well-being, and quality of life. Potential positive effects were related to balance, mobility, Parkinson's disease, hypertension, joint pain, cognitive performance, and sleep quality. Inconclusive/mixed-effects justify further research, especially in the following areas: Acupressure as Shiatsu and Tuiná for nausea and vomiting; Tai Chi and Qi Gong for acute diseases, prevention of stroke, stroke risk factors, and schizophrenia.The mind-body therapies from traditional Chinese medicine have been applied in different areas and this Evidence Map provides a visualization of valuable information for patients, professionals, and policymakers, to promote evidence-based complementary therapies.","systematic review","Frontiers in Public Health","1","10.3389/fpubh.2021.659075","https://consensus.app/papers/mindbody-therapies-from-traditional-chinese-medicine-foga%C3%A7a-portella/17fc91aadb5e52bf893d95fdec228c3f/"
"Therapeutic Potential of Embodied Cognition for Clinical Psychotherapies: From Theory to Practice","Embodiment in psychotherapy can improve treatment outcomes by enhancing self-awareness, insights, and skills through a deeper understanding of mind-body-environment connections.","Jennifer M. B. Fugate, Sheila L. Macrine, Eva M. Hernandez-Cuevas",2024,6,"This paper examines cognitive and body-based therapies through the lens of embodiment, framing treatments as constructed experiences shaped by individuals' subjective and intersubjective lived experiences. Embodiment is considered to have restorative qualities that have the potential to improve psychotherapy's success. We address some of the limitations associated with traditional brain-based reductionist approaches and treatments in clinical psychotherapy. An argument is made for the integration of an embodied approach, empowering clinicians and researchers to evaluate and integrate embodied therapeutic processes leading to successful treatment outcomes. This integrative review provides evidence-based practice initiatives and findings from a range of embodied research as it applies to body-based techniques in psychotherapy. It gathers and synthesizes both empirical and theoretical evidence relevant to impact the overall success of psychotherapeutic interventions. Data collection involved keyword searches of electronic databases, including PsycINFO, NCBI, PubMED, Frontiers, MEDLINE, EBM Reviews, and Google Scholar. We present an array of cognitive and body-based methodologies that can be employed to enhance embodied and enactive therapeutic practices, offering a fresh and promising perspective on psychotherapy. Analyses provide insights into current body-based therapeutic applications, highlighting how a deeper understanding of recent advances in neuroscience can enrich both therapists' and clients' meta-awareness of mind–body-environment connections on mental health. We conclude that psychotherapy can benefit from the transformative process that occurs when individuals gain insights, skills, and self-awareness through embodied therapeutic experiences. In the context of embodied psychotherapy, learning to self-heal extends beyond the acquisition of information; it involves a deeper understanding of the connection between one's body, thoughts, emotions, behaviors, and the interconnectedness of these elements within the environment/context. Through this process, along with the therapist, clients acquire valuable insights into the root causes of challenges, develop coping strategies, and enhance emotional regulation. The learning extends to practical skills for managing stress, improving communication, and fostering healthier relationships. Embodiment in psychotherapy encourages a form of experiential learning, where individuals actively engage with and reflect upon their internal and external world.","systematic review","Cognitive Therapy and Research","1","10.1007/s10608-024-10468-y","https://consensus.app/papers/therapeutic-potential-of-embodied-cognition-for-clinical-fugate-macrine/67f6bb6a01b85d84bf8be81d5697ba56/"
"Effects of mind-body exercise on perimenopausal and postmenopausal women: a systematic review and meta-analysis","Mind-body exercises, such as tai chi, yoga, Pilates, qigong, baduanjin, and mindfulness-based stress reduction, positively influence bone mineral density, sleep quality, anxiety, depression, and fatigue in perimenopausal and postmenopausal women.","Hong Xu, Jian Liu, Peishan Li, Yujie Liang",2024,28,"The increasing attention to the management of perimenopausal and postmenopausal women parallels the growth of the aging population. Although hormone therapy is commonly used to alleviate menopausal symptoms, it carries a potential risk of cancer. Recently, mind-body exercises have emerged as innovative approaches for improving menopausal symptoms and bone health. However, research findings have needed to be more consistent, highlighting the significance of this study's systematic review of mind-body exercise effects on perimenopausal and postmenopausal women. This study aims to evaluate the impact of mind-body exercises, including tai chi, yoga, Pilates, qigong, baduanjin, and mindfulness-based stress reduction, on bone mineral density, sleep quality, anxiety, depression, and fatigue among perimenopausal and postmenopausal women. Four electronic databases-PubMed, Embase, Cochrane Central Register of Controlled Trials, and Web of Science-were systematically searched from inception until July 2023. The search focused exclusively on randomized controlled trials to examine the impact of mind-body exercise interventions on perimenopausal and postmenopausal women. The methodological quality of the included studies was evaluated using the Cochrane Bias Risk Assessment tool. A total of 11 randomized controlled trials, comprising 1,005 participants, were included in the analysis. Traditional meta-analysis indicated that mind-body exercise significantly enhanced bone mineral density in perimenopausal and postmenopausal women compared with control groups, with a standardized mean difference (SMD) of 0.41 (95% CI, 0.17 to 0.66; P = 0.001, I2 = 7%). In addition, significant improvements were observed in sleep quality (SMD, -0.48; 95% CI, -0.78 to -0.17; P = 0.002, I2 = 76%), anxiety reduction (SMD, -0.80; 95% CI, -1.23 to -0.38; P = 0.0002, I2 = 84%), depressive mood (SMD, -0.80; 95% CI, -1.17 to -0.44; P < 0.0001, I2 = 79%), and fatigue (SMD, -0.67; 95% CI, -0.97 to -0.37; P < 0.0001, I2 = 0%). The findings of this meta-analysis demonstrate that mind-body exercise positively influences bone mineral density, sleep quality, anxiety, depression, and fatigue among perimenopausal and postmenopausal women.","meta-analysis","Menopause (New York, N.y.)","1","10.1097/gme.0000000000002336","https://consensus.app/papers/effects-of-mindbody-exercise-on-perimenopausal-and-xu-liu/dc89e691d59e55259a4804138e8700c9/"
"Feldenkrais Method and clinical psychology: A systematic literature review Exploring the Potential of Feldenkrais Method in Psychiatric Care.","The Feldenkrais Method shows potential in enhancing body awareness and emotional regulation, but more robust studies are needed to confirm its effectiveness in treating specific mental health conditions.","Sylvia Martin, Clara La Monica, Laura Soto, Vladimir Latocha",2024,2,"","systematic review","Complementary therapies in medicine","1","10.1016/j.ctim.2024.103073","https://consensus.app/papers/feldenkrais-method-and-clinical-psychology-a-systematic-martin-monica/11de78ae724b5c1a928b6b37b7090b8d/"
"Mind–body therapies and control of inflammatory biology: A descriptive review","Mind-body therapies, such as Tai Chi, Qigong, yoga, and meditation, show mixed effects on circulating inflammation markers, but consistently decrease inflammation-related gene expression and signaling through NF-B.","J. Bower, M. Irwin",2016,280,"","systematic review","Brain, Behavior, and Immunity","1","10.1016/j.bbi.2015.06.012","https://consensus.app/papers/mind%E2%80%93body-therapies-and-control-of-inflammatory-biology-a-bower-irwin/250a8478974b5a3c943c6dcfe61df34a/"
"A Mixed-Methods Study Protocol for Soma Experiencing Motion Program (Soma e-motion Program): The Effectiveness of Contemplative Movement for Emotion Regulation","The Soma e-motion Program, a contemplative movement program, may improve emotional regulation ability and provide an alternative treatment for patients with emotional dysregulation.","Mi-Sun Lee, Sun Je Kim, J. Chae, E. Park, W. Won, Y. Jeon, H. Huh",2021,1,"Somatics refers to body work and movement study that emphasize internal perception and experience. Recently, a new perspective has emerged that views somatics-based techniques as a kind of mindful movement. Somatic techniques as contemplative movement can improve emotional regulation ability through improvement of body awareness or interoception. Based on this background, the present study attempts to develop a somatics based program suitable for a group of clinical patients suffering from emotional dysregulation. This study plans to collect quantitative and qualitative data in order to clarify how interoception and the related emotional regulation ability change after the program. These findings will help to explore whether the somatics technique has potential as an emotion regulation program in the future. In addition, the results are expected to contribute to finding an alternative treatment modality for patients who have not achieved a sufficient effect with conventional psychotherapy.","non-rct experimental","Psychiatry Investigation","2","10.30773/pi.2021.0076","https://consensus.app/papers/a-mixedmethods-study-protocol-for-soma-experiencing-lee-kim/8c8162448d93546ebafe38e85c595c85/"
"Mind–body therapies for older adults with dementia: a systematic review and meta-analysis","Mind-body therapies, such as Tai Chi, yoga, and aromatherapy, may improve cognitive function, depression, and quality of life in older adults with dementia.","Yu Wang, Chengyao Tang, Xiaoyan Fan, K. Shirai, Jiayi Dong",2022,11,"This systematic review of randomised controlled trials (RCTs) aimed to determine the effects of mind-body therapies (MBTs) among older adults with dementia. We searched five electronic databases (PubMed, PsycINFO, Web of Science, EMBASE, and the Cochrane Library) for publications investigating the effect of MBTs until July 14th, 2020. We included published peer-reviewed RCTs among participants with a mean age of 60 and above and a diagnosis of any dementia. Eligible studies included measurements for all types of health outcomes, including cognitive function, neuropsychiatric inventory, depressive syndromes, agitation, psychosocial status, and other health outcomes. Two investigators extracted data, the risk of bias for each study was evaluated through Review Manager, and statistical meta-analysis was performed using Stata. A total of nine studies met the eligibility criteria, with full-text available for systematic review. Five of them, with 338 participants, were included in the meta-analysis. For most included RCTs of the review, the methodological quality was moderate. The meta-analysis showed that Tai Chi had a mild effect on global cognitive function (Mini-Mental State Examination, SMD = 0.40, 95% CI 0.10-0.70). Yoga and aromatherapy may also be beneficial for depression, and these three MBTs improved quality of life. The current review suggested that MBTs may act as potential non-pharmaceutical approaches to improve certain health outcomes among older populations with dementia. Systematic review and meta-analysis registration: PROSPERO CRD42021198514.","meta-analysis","European Geriatric Medicine","1","10.1007/s41999-022-00639-z","https://consensus.app/papers/mind%E2%80%93body-therapies-for-older-adults-with-dementia-a-wang-tang/14eab14c03c45203b03955561c5a7abe/"
"Mind-body medicine: state of the science, implications for practice.","Mind-body therapies show considerable evidence of efficacy as effective adjuncts to conventional medical treatment for various common clinical conditions.","J. Astin, S. Shapiro, D. Eisenberg, Kelly L Forys",2003,514,"Although emerging evidence during the past several decades suggests that psychosocial factors can directly influence both physiologic function and health outcomes, medicine had failed to move beyond the biomedical model, in part because of lack of exposure to the evidence base supporting the biopsychosocial model. The literature was reviewed to examine the efficacy of representative psychosocial-mind-body interventions, including relaxation, (cognitive) behavioral therapies, meditation, imagery, biofeedback, and hypnosis for several common clinical conditions. An electronic search was undertaken of the MEDLINE, PsycLIT, and the Cochrane Library databases and a manual search of the reference sections of relevant articles for related clinical trials and reviews of the literature. Studies examining mind-body interventions for psychological disorders were excluded. Owing to space limitations, studies examining more body-based therapies, such as yoga and tai chi chuan, were also not included. Data were extracted from relevant systematic reviews, meta-analyses, and randomized controlled trials. Drawing principally from systematic reviews and meta-analyses, there is considerable evidence of efficacy for several mind-body therapies in the treatment of coronary artery disease (eg, cardiac rehabilitation), headaches, insomnia, incontinence, chronic low back pain, disease and treatment-related symptoms of cancer, and improving postsurgical outcomes. We found moderate evidence of efficacy for mind-body therapies in the areas of hypertension and arthritis. Additional research is required to clarify the relative efficacy of different mind-body therapies, factors (such as specific patient characteristics) that might predict more or less successful outcomes, and mechanisms of action. Research is also necessary to examine the cost offsets associated with mind-body therapies. There is now considerable evidence that an array of mind-body therapies can be used as effective adjuncts to conventional medical treatment for a number of common clinical conditions.","systematic review","The Journal of the American Board of Family Practice","","10.3122/jabfm.16.2.131","https://consensus.app/papers/mindbody-medicine-state-of-the-science-implications-for-astin-shapiro/82001cf2f5f45ab081c5ea2569a8aef0/"
"Impact of dance therapy on adults with psychological trauma: a systematic review","Dance therapy may improve psychological and physiological symptoms associated with trauma exposure, but further research is needed.","Crystal Tomaszewski, R. Belot, A. Essadek, H. Onumba-Bessonnet, C. Clesse",2023,25,"Dance therapy is thought to improve mental and physical health by activating psychological and physiological processes such as motor coordination, and expression of emotions. Some currently used mind-body interventions for posttraumatic symptoms address both mental and physical health. Although some studies have evaluated the efficacy of dance therapy for posttraumatic symptoms, a systematic review of extant research has not been conducted. To identify the effects of dance therapy in adults with psychological trauma as well as the barriers and facilitators associated with its therapeutic use. Articles published between 2000 and March 2023 have been selected with the help of six relevant keyword combinations applied on seven databases. Two reviewers independently screened 119 titles and abstracts against inclusion and exclusion criteria. Bias evaluation has been conducted with the help of the NIH study quality assessment tools and JBI's critical appraisal tools. A report of the results has been organized with the help of a thematic analysis. Of the 15 articles included, only one case study directly reports a diminution of pathognomonic symptoms of trauma. Other studies present improvements in the key aspects of trauma therapy: bodily sensations and perceptions, psychological processes, and interpersonal skills. These improvements depend on the stability of the intervention, the applied method (dance as therapy or dance/movement therapy), and likely, the skill set of the therapists. However, the reviewed studies lacked uniformity in assessments of adherence and its effect on therapeutic outcomes. Dance therapy may be a useful technique for improving both psychological and physiological symptoms associated with trauma exposure, such as avoidance and dissociative phenomena. To complement the results of this qualitative systematic review, further quantitative and qualitative research on the impact of dance therapy interventions as a trauma treatment should be conducted.","systematic review","European Journal of Psychotraumatology","1","10.1080/20008066.2023.2225152","https://consensus.app/papers/impact-of-dance-therapy-on-adults-with-psychological-tomaszewski-belot/4ad8996d53165448b43d76fe523677c0/"
"Yoga as a therapeutic intervention for body image in the pediatric population: a systematic review","Yoga may improve body esteem and satisfaction in adolescents with disordered eating, but mixed results for other body image outcomes.","Nicolette Bullard, Neil Rupani, Julyssa A Renteria, Justin Miller, Kristopher E. Kaliebe",2025,0,"Body image concerns significantly impact adolescents' mental health and self-esteem, with increasing prevalence observed globally. This systematic review evaluates the impact of yoga interventions in promoting positive body image among children and adolescents. Following PRISMA guidelines, six electronic databases were searched up to August 6, 2024, yielding six studies that met the inclusion criteria. Eligible studies were peer-reviewed, published in English, included quantitative data, and enrolled pediatric participants with a mean age under 18 years. Studies were included if they examined yoga as a stand-alone intervention with or without a comparison group and reported body image outcomes such as body satisfaction, body dissatisfaction, embodiment, body appreciation, or appearance concerns. The included studies varied in design, duration, and participant characteristics, with interventions ranging from 4 to 24 weeks and involving participants aged 8 to 21 years. Methodological quality was assessed using the GRADE criteria, evaluating risk of bias across dimensions such as allocation concealment, blinding, sample size, and reporting clarity. Due to heterogeneity in outcome measures and study design, meta-analysis was not feasible, and a structured narrative synthesis was conducted instead. Results indicate that yoga may improve body esteem and body satisfaction, particularly among adolescents with disordered eating. However, findings were mixed for other outcomes including shape concern, weight concern, body surveillance, and body appreciation. Methodological limitations, including small sample sizes, variability in study quality, and lack of diversity in study populations, were common. The review highlights the potential of yoga as a supplementary approach to enhance body image but underscores the need for high-quality, diverse, and inclusive research to confirm its impact across different populations.","systematic review","Journal of Eating Disorders","1","10.1186/s40337-025-01386-9","https://consensus.app/papers/yoga-as-a-therapeutic-intervention-for-body-image-in-the-bullard-rupani/b38b36c66e245dc4a82349e9bd2bd25c/"
"The efficacy of meditation-based mind-body interventions for mental disorders: A meta-review of 17 meta-analyses of randomized controlled trials.","Mindfulness and yoga may be effective supplements to pharmacotherapy and psychotherapy for people with mental disorders, while qigong and tai chi show limited evidence.","D. Vancampfort, B. Stubbs, T. Van Damme, Lee Smith, M. Hallgren, F. Schuch, J. Deenik, S. Rosenbaum, Garcia Ashdown-Franks, J. Mugisha, J. Firth",2020,72,"","meta-analysis","Journal of psychiatric research","1","10.1016/j.jpsychires.2020.12.048","https://consensus.app/papers/the-efficacy-of-meditationbased-mindbody-interventions-vancampfort-stubbs/56ee15ac3f6d5ba9b716093566551ac3/"
"Yoga and eating disorder prevention and treatment: A comprehensive review and meta-analysis","Yoga-based interventions may be an effective approach for preventing and treating eating disorders, with small, significant effects on global eating disorder psychopathology and moderate-to-large effects on binge eating and bulimia.","Ashlye B. Borden, C. Cook-Cottone",2020,55,"Yoga is frequently used in conjunction with standard treatment approaches for eating disorders. However, yoga's efficacy and effectiveness in preventing and treating eating disorders has remained unclear. The aim of this comprehensive review and meta-analysis is to review the extant literature and assess the effects of yoga in the prevention and intervention of eating disorder symptoms and correlates in both clinical and non-clinical populations. Studies assessing yoga and its effect on eating disorder symptoms and/or body image as related to disordered eating, were eligible for inclusion. The comprehensive review details correlational, non-controlled, non-randomized controlled, and yoga comparison studies. For the meta-analysis, only randomized controlled trials comparing a yoga-based intervention to a non-yoga control group were included. In total, 43 studies are included in this review, with 11 trials involving 754 participants included in the meta-analysis. Results of the comprehensive review and meta-analyses results indicated yoga interventions demonstrated a small, significant effect on global eating disorder psychopathology, a moderate-to-large effect on binge eating and bulimia, and a small effect on body image concerns, as compared to the control conditions. There was no statistically significant effect on dietary restraint in either direction. Additionally, results indicated a small-to-moderate effect on a composite measure of eating disorder-related constructs. These findings suggest that yoga-based interventions may be an effective approach supporting the prevention and treatment of eating disorders.","meta-analysis","Eating Disorders","1","10.1080/10640266.2020.1798172","https://consensus.app/papers/yoga-and-eating-disorder-prevention-and-treatment-a-borden-cook-cottone/5362a1087eeb50d48c0e06c159d4bbcc/"
