Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Physical exercise, cognition, and brain health in aging","Exercise has modest beneficial effects on cognitive and brain health in both healthy and cognitively impaired older individuals, with potential neuroplastic adaptations and neurobiological mechanisms.","N. C. Silva, C. Barha, Kirk I. Erickson, Arthur F. Kramer, T. Liu-Ambrose",2024,77,"","systematic review","Trends in Neurosciences","1","10.1016/j.tins.2024.04.004","https://consensus.app/papers/physical-exercise-cognition-and-brain-health-in-aging-silva-barha/844ebc6a942b58e189785f5adf3e4fd1/"
"Role of Lifestyle in Neuroplasticity and Neurogenesis in an Aging Brain","Lifestyle factors like diet and exercise can contribute to neuroplasticity and neurogenesis in the aging brain, potentially promoting healthy brain aging.","Reeju Maharjan, Liliana Diaz Bustamante, Kyrillos N Ghattas, Shahbakht Ilyas, Reham Al-Refai, Safeera Khan",2020,26,"Neuroplasticity is the brain's ability to transform its shape, adapt, and develop a new neuronal connection provided with a new stimulus. The stronger the electrical stimulation, the robust is the transformation. Neurogenesis is a complex process when the new neuronal blast cells present in the dentate gyrus divide in the hippocampus. We collected articles from the past 11 years for review, using the Medical Subject Headings (MeSH) strategy from PubMed. Quality appraisal was done for each research article using various assessment tools. A total of 24 articles were chosen, applying all the mentioned inclusion and exclusion criteria and reviewed. The reviewed studies emphasized that modifiable lifestyle factors such as diet and exercise should be implemented as an intervention in the elderly for healthy aging of the brain, as the world's aging population is going to be increased, leading to the expansion of health care and cost. Multiple studies have publicized the relation of diet and exercise with cognition function in aging people. A diet consisting of curcumin in its food has its anti-oxidative property, which prevents rapid aging of the brain, other diet patterns such as a caloric restriction diet can influence brain plasticity and preclude the decline of memory. Exercise can increase brain-derived growth factor (BDGF), vascular endothelial growth factor (VEGF), synapsin one, and tyrosine kinase activity that can expand the size of the brain, enhance the plasticity and neurogenesis. This review aimed at exploring lifestyle factors that contribute to neuroplasticity and neurogenesis. Thus, providing a new path for clinicians and researchers to map out the future possible significant benefits for optimal brain aging in a healthy fashion.","systematic review","Cureus","","10.7759/cureus.10639","https://consensus.app/papers/role-of-lifestyle-in-neuroplasticity-and-neurogenesis-in-maharjan-bustamante/bd705c3c86d359858b70e2d539047ebf/"
"Effectiveness of mindfulness-based interventions on mental, cognitive outcomes and neuroplastic changes in older adults with mild cognitive impairment: A systematic review and meta-analysis.","Mindfulness-based interventions show potential in improving cortical thickness and connectivity in regions associated with memory and attention, but their effects on depression, anxiety, attention, memory, and global cognition remain inconclusive.","Yihong Leow, Nur Lidiya Abdul Rashid, Piyanee Klainin-Yobas, Zemiao Zhang, X. Wu",2023,8,"To evaluate the effectiveness of mindfulness-based interventions (MBIs) on mental and cognitive outcomes including, anxiety, depression, attention, memory, global cognition and neuroplastic changes in older adults with mild cognitive impairment (MCI). Systematic review and meta-analysis. A three-step search strategy was conducted on eight electronic databases, grey literature and reference lists from inception to February 2022. Randomized controlled trials (RCTs) examining MBIs on older adults with MCI were screened and assessed for risk of bias using the Cochrane Risk of Bias Tool. Meta-analysis was conducted using RevMan using a random-effect model. Narrative synthesis was performed for studies where results could not be pooled statistically. Ten RCTs were included in the review. Results suggested that right frontal parietal and left inferior temporal gyrus of the brain showed increased cortical thickness after receiving MBIs. There were significant interaction effects for global efficiency and significant interactions in the insular and gyrus regions. Functional connectivity between the posterior cingulate cortex, bilateral medial prefrontal cortex and left hippocampus were increased in participants undergoing MBIs. Nevertheless, meta-analysis showed non-significant pooled effects, favouring control groups on anxiety, depression, attention, memory and global cognition. This review suggested the potential effects of MBIs in improving cortical thickness and connectivity in regions associated with memory and attention. Nevertheless, the effects of MBIs compared to active control groups on depression, anxiety, attention, memory and global cognition are inconclusive due to the lack of studies and non-significant results. The review advocates for more rigorous studies with larger sample size and utilizing wait-list controls to evaluate the effects of MBIs. MBIs can be considered as an adjunct with other therapies to further enhance the effect on psychological and cognitive outcomes for older adults with MCI. No Patient or Public Contribution as this is a meta-analysis.","meta-analysis","Journal of advanced nursing","1","10.1111/jan.15720","https://consensus.app/papers/effectiveness-of-mindfulnessbased-interventions-on-leow-rashid/a4c9a16f74da59a782f4644943b7d0b5/"
"Being in Virtual Reality and Its Influence on Brain Health—An Overview of Benefits, Limitations and Prospects","Virtual reality (VR) tools show promise in neuroscience, but also have potential negative impacts on brain health, requiring further research on neuroplasticity and neurotherapy.","Beata Sokołowska",2024,20,"Dynamic technological development and its enormous impact on modern societies are posing new challenges for 21st-century neuroscience. A special place is occupied by technologies based on virtual reality (VR). VR tools have already played a significant role in both basic and clinical neuroscience due to their high accuracy, sensitivity and specificity and, above all, high ecological value. Being in a digital world affects the functioning of the body as a whole and its individual systems. The data obtained so far, both from experimental and modeling studies, as well as (clinical) observations, indicate their great and promising potential, but apart from the benefits, there are also losses and negative consequences for users. This review was conducted according to the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) framework across electronic databases (such as Web of Science Core Collection; PubMed; and Scopus, Taylor & Francis Online and Wiley Online Library) to identify beneficial effects and applications, as well as adverse impacts, especially on brain health in human neuroscience. More than half of these articles were published within the last five years and represent state-of-the-art approaches and results (e.g., 54.7% in Web of Sciences and 63.4% in PubMed), with review papers accounting for approximately 16%. The results show that in addition to proposed novel devices and systems, various methods or procedures for testing, validation and standardization are presented (about 1% of articles). Also included are virtual developers and experts, (bio)(neuro)informatics specialists, neuroscientists and medical professionals. VR environments allow for expanding the field of research on perception and cognitive and motor imagery, both in healthy and patient populations. In this context, research on neuroplasticity phenomena, including mirror neuron networks and the effects of applied virtual (mirror) tasks and training, is of interest in virtual prevention and neurogeriatrics, especially in neurotherapy and neurorehabilitation in basic/clinical and digital neuroscience.","systematic review","Brain Sciences","2","10.3390/brainsci14010072","https://consensus.app/papers/being-in-virtual-reality-and-its-influence-on-brain-soko%C5%82owska/e826f13fcd2552d4ae74ba0d37f1abe0/"
"Structural and functional neuroplasticity in music and dance-based rehabilitation: a systematic review","Music- and dance-based rehabilitation interventions show significant effects on behavioral and neuroimaging outcomes in people with neurological disorders.","Valeria Blasi, Laura Rapisarda, Diego Michael Cacciatore, Edoardo Palumbo, Sonia Di Tella, Francesca Borgnis, F. Baglio",2025,4,"Music- and dance-based rehabilitation has gained prominence in promoting social engagement and improving motor, cognitive, and mood domains in individuals affected by different neurological disorders. This systematic review aims to synthesize existing evidence from randomized controlled trials (RCTs) investigating neuroimaging-based structural and functional neuroplasticity following music- and dance-based interventions among people with neurological disorders. Literature research was performed using PubMed (MEDLINE), Scopus, and Web of Science (WOS). A multidimensional approach was employed to assess the efficacy of music- and dance-based interventions, integrating neuroimaging and clinical assessments. Out of a total of 2247 papers reviewed, 20 RCTs met the inclusion criteria for this review, with a total of 718 subjects. Among them, 88% underwent a neuroimaging investigation to evaluate structural or functional neuroplasticity. Six studies involved dance-based interventions, while 14 examined music-based rehabilitation. These interventions targeted cognitive, motor, and mood impairments in people at risk of dementia or with neurological disorders including Huntington's Disease, stroke, traumatic brain injury, spinal cord injury, and disorder of consciousness. Overall, the selected studies demonstrated significant effects on behavioral and neuroimaging outcomes, showing structural and functional changes in critical areas for perception and memory in patients at risk of dementia, as well as in regions essential for language processing, emotional regulation, and motor control in patients with acute and chronic stroke. Nevertheless, several biases were identified, specifically related to neuroimaging biomarkers, such as a lack of baseline and between-group comparisons and a lack of prior registration of neuroimaging biomarkers investigated. The protocol of this review was registered in the International Prospective Register of Systematic Reviews (PROSPERO), with registration number CRD42024574754.","systematic review","Journal of Neurology","1","10.1007/s00415-025-13048-6","https://consensus.app/papers/structural-and-functional-neuroplasticity-in-music-and-blasi-rapisarda/709b072bd4775022bbc4862346fbb68a/"
"Depression, Mindfulness, and Psilocybin: Possible Complementary Effects of Mindfulness Meditation and Psilocybin in the Treatment of Depression. A Review","Mindfulness meditation and psilocybin may have complementary effects in treating depression by enhancing mutual positive effects, such as mood and social skills, when combined.","Kristin Heuschkel, K. Kuypers",2020,62,"Depression is a major public health problem that affects approximately 4.4% of the global population. Since conventional pharmacotherapies and psychotherapies are only partially effective, as demonstrated by the number of patients failing to achieve remission, alternative treatments are needed. Mindfulness meditation (MM) and psilocybin represent two promising novel treatments that might even have complementary therapeutic effects when combined. Since the current literature is limited to theoretical and empirical underpinnings of either treatment alone, the present review aimed to identify possible complementary effects that may be relevant to the treatment of depression. To that end, the individual effects of MM and psilocybin, and their underlying working mechanisms, were compared on a non-exhaustive selection of six prominent psychological and biological processes that are well known to show impairments in patients suffering from major depression disorder, that is mood, executive functioning, social skills, neuroplasticity, core neural networks, and neuroendocrine and neuroimmunological levels. Based on predefined search strings used in two online databases (PubMed and Google Scholar) 1129 articles were identified. After screening title and abstract for relevance related to the question, 82 articles were retained and 11 were added after reference list search, resulting in 93 articles included in the review. Findings show that MM and psilocybin exert similar effects on mood, social skills, and neuroplasticity; different effects were found on executive functioning, neural core networks, and neuroendocrine and neuroimmune system markers. Potential mechanisms of MM's effects are enhanced affective self-regulation through mental strategies, optimization of stress reactivity, and structural and functional adjustments of prefrontal and limbic areas; psilocybin's effects might be establishedattenuation of cognitive associations through deep personal insights, cognitive disinhibition, and global neural network disintegration. It is suggested that, when used in combination, MM and psilocybin could exert complementary effects by potentiating or prolonging mutual positive effects, for example, MM potentially facilitating psilocybin-induced peak experiences. Future placebo-controlled double-blind randomized trials focusing on psilocybin-assisted mindfulness-based therapy will provide knowledge about whether the proposed combination of therapies maximizes their efficacy in the treatment of depression or depressive symptomatology.","systematic review","Frontiers in Psychiatry","1","10.3389/fpsyt.2020.00224","https://consensus.app/papers/depression-mindfulness-and-psilocybin-possible-heuschkel-kuypers/c07600c9fefc5541bdc92edd83c5c556/"
"An ALE meta-analytic review of musical expertise","Musicians exhibit higher volume/activity in auditory, sensorimotor, interoceptive, and limbic brain areas compared to non-musicians, with lower volume/activity in parietal areas.","A. Criscuolo, V. Pando-Naude, L. Bonetti, P. Vuust, E. Brattico",2022,46,"Through long-term training, music experts acquire complex and specialized sensorimotor skills, which are paralleled by continuous neuro-anatomical and -functional adaptations. The underlying neuroplasticity mechanisms have been extensively explored in decades of research in music, cognitive, and translational neuroscience. However, the absence of a comprehensive review and quantitative meta-analysis prevents the plethora of variegated findings to ultimately converge into a unified picture of the neuroanatomy of musical expertise. Here, we performed a comprehensive neuroimaging meta-analysis of publications investigating neuro-anatomical and -functional differences between musicians (M) and non-musicians (NM). Eighty-four studies were included in the qualitative synthesis. From these, 58 publications were included in coordinate-based meta-analyses using the anatomic/activation likelihood estimation (ALE) method. This comprehensive approach delivers a coherent cortico-subcortical network encompassing sensorimotor and limbic regions bilaterally. Particularly, M exhibited higher volume/activity in auditory, sensorimotor, interoceptive, and limbic brain areas and lower volume/activity in parietal areas as opposed to NM. Notably, we reveal topographical (dis-)similarities between the identified functional and anatomical networks and characterize their link to various cognitive functions by means of meta-analytic connectivity modelling. Overall, we effectively synthesized decades of research in the field and provide a consistent and controversies-free picture of the neuroanatomy of musical expertise.","meta-analysis","Scientific Reports","1","10.1038/s41598-022-14959-4","https://consensus.app/papers/an-ale-metaanalytic-review-of-musical-expertise-criscuolo-pando-naude/d8a15b48988852b8922591efad9cdb6f/"
"The neuroscience of compassion: a scoping review of the literature on the neuroscience of compassion and compassion-related therapies","Compassion-based training may lead to neuroplastic changes in the brain, enhancing overall well-being, resilience, and compassionate care among healthcare professionals.","Harshita Kamal, Orla Mitchell, Claire O'Doherty, Laura Delaney, Michael O'Connor, Emma O'Hora, Linda Kelly, Michael Connaughton, D. Roddy, Caragh Behan",2025,2,"Compassion is the emotion that motivates people to relieve the physical, emotional, or mental pains of others. Engaging in compassionate behaviour has been found to enhance psychological wellness and resilience. However, constant displays of compassionate behaviour can lead to burnout particularly for healthcare workers who inherently practise compassion day to day. This burnout can be relieved by Compassion focused meditation. The aim of this review is to identify neuroplastic changes in the brain associated with meditation, with a focus on compassion and compassion related meditation. Based on PRISMA guidelines, we conducted a scoping review of studies which described neuroplastic effects of meditation, focusing on compassion-based training. Studies were excluded if they (i) included multiple meditation practices or (ii) included participant populations with psychiatric/neuropsychiatric history (except anxiety or depression) or (iii) included exclusively ageing populations. The results of the reviewed studies showed various neurological changes in regions of the brain as a result of compassion based training. These regions include amygdala, the anterior insula, medial prefrontal cortex, medial orbitofrontal cortex and structures within the dopamine system. This review highlights that compassion-based training could lead to neuroplastic changes which interconnect to enhance overall well-being, resilience and compassionate care among health-care professionals. However, further work is required to establish conclusive evidence of its sustained benefit and cost-effectiveness, as well as its utility in a healthcare setting.","systematic review","Irish Journal of Psychological Medicine","1","10.1017/ipm.2025.7","https://consensus.app/papers/the-neuroscience-of-compassion-a-scoping-review-of-the-kamal-mitchell/83e5338947f05f1297881d25bf4cae47/"
"Superfoods: Enhancing Cognitive Function and Memory Retention Through Dietary Choices and Nutrition","Regular intake of superfoods like blueberries, fatty fish, walnuts, green leafy vegetables, and turmeric can enhance cognitive function and memory retention, potentially mitigating age-related cognitive decline and supporting long-term neurological health.","Bagas",2025,0,"This qualitative study explores the role of superfoods in enhancing cognitive function and memory retention through a systematic review of existing literature. Using a library research approach, this paper synthesizes current scientific findings from peer-reviewed journals, clinical trials, and meta-analyses that examine the neuroprotective and cognitive-enhancing properties of various nutrient-rich foods. The study focuses on key dietary components found in superfoods such as omega-3 fatty acids, flavonoids, polyphenols, antioxidants, and B vitamins, which have been shown to positively influence brain health. Drawing upon empirical studies in the fields of neuroscience and nutritional epidemiology, this review identifies several superfoods—including blueberries, fatty fish, walnuts, green leafy vegetables, and turmeric—that demonstrate measurable effects on brain plasticity, cognitive processing speed, and memory consolidation. The results suggest that regular dietary intake of these superfoods can mitigate age-related cognitive decline, reduce oxidative stress, and support long-term neurological health. Furthermore, the study discusses the mechanisms through which these nutrients impact brain function, including improved synaptic signaling, anti-inflammatory actions, and enhanced cerebral blood flow. While acknowledging the limitations of existing research—such as small sample sizes and the need for longitudinal data—this paper highlights the potential of dietary interventions as complementary strategies to improve cognitive resilience. The findings underscore the importance of integrating superfood consumption into daily dietary habits as a non-pharmacological, accessible approach to cognitive health promotion. Future research should aim to conduct large-scale, longitudinal studies to further establish causality and refine dietary guidelines for optimal brain health.","systematic review","Mandalika Journal of Medical and Health Studies","","10.59613/mjmh.v3i1.265","https://consensus.app/papers/superfoods-enhancing-cognitive-function-and-memory-bagas/7afb563790565d08ae14aca858d9bab7/"
"Exploring the landscape of physical activity and neuroplasticity research: a comprehensive bibliometric review","Physical activity promotes neuroplasticity, enhancing cognitive function and neural health, with a surge in publications and citations starting in 2020.","Yeting Zhang, Huan Ma, Kang Zhang, Yan Fu",2025,0,"Neuroplasticity, the nervous system's ability to adapt structurally and functionally to environmental changes, is essential for learning, memory, recovery, and overall brain health. Physical activity is recognized as an effective intervention to promote neuroplasticity, enhancing cognitive function and neural health. However, research on the overall landscape of ""physical activity and neuroplasticity"" is limited. This study used bibliometric analysis to elucidate the development status and evolution of the knowledge structure in this field. Data from the Web of Science Core Collection database covering literature published from January 1, 2005, to December 31, 2024, were analyzed using software such as Excel, Scimago Graphica, VOSviewer, and CiteSpace. A total of 1,854 publications meeting the selection criteria were identified, showing a gradual increase in annual publications from 2005 to 2019 and a significant surge starting from 2020. The United States ranked first in publications and citations, followed by China and Canada. The University of California, Los Angeles, and the University of Illinois had the highest number of publications, with the latter leading in citation impact. Neuroscience was the journal with the most publications and citations. Research hotspots included the mechanisms of how physical activity enhances neuroplasticity and optimal intervention modalities, with keywords like ""rehabilitation"" and ""cognition"" frequently appearing. Future research should focus on clinical validation of multimodal interventions in the elderly, optimization of experimental designs in animal models, and exploration of mechanisms in neurodegenerative diseases, contributing to the translation of research findings from basic research to clinical applications, ultimately promoting brain health and cognitive function across the lifespan.","systematic review","Frontiers in Sports and Active Living","1","10.3389/fspor.2025.1593690","https://consensus.app/papers/exploring-the-landscape-of-physical-activity-and-zhang-ma/c1d9c0f8f38d598983bac040f5f86963/"
"A Song for the Mind: A Literature Review on Singing and Cognitive Health in Aging Populations","Singing can improve cognitive health and mental well-being in older adults, with potential long-term benefits.","Panagiota Tragantzopoulou, V. Giannouli",2025,6,": As the global population ages, the need for effective nonpharmacological interventions to support cognitive health has become increasingly urgent. Singing has been identified as a promising strategy to enhance cognitive function and emotional well-being in older adults. While substantial research has focused on the neurocognitive benefits of musical training, the specific effects of singing on neuroplasticity and cognition in aging populations remain underexplored.: This review synthesizes findings from PubMed, PsycINFO, and Google Scholar to examine the impact of singing on cognitive health, particularly in mitigating cognitive decline and promoting mental well-being.: Key benefits of singing include improvements in verbal fluency, executive function, and episodic memory. Structural changes such as increased white matter integrity and enhanced auditory-motor integration highlight the potential of singing to stimulate neuroplasticity. Among individuals with dementia, singing fosters episodic memory, mood enhancement, and social connection, while healthy older adults demonstrate improved verbal flexibility and cognitive resilience. However, methodological limitations, such as small sample sizes and cross-sectional designs, preclude definitive conclusions about long-term benefits.: Future research should explore the specific neural mechanisms underlying these effects, with an emphasis on longitudinal studies and diverse populations. Tailored, inclusive singing programs could address individual cognitive and physical abilities while fostering sustained engagement and social connection. As a low-cost, scalable intervention, singing holds promise for addressing cognitive and emotional challenges associated with aging, offering an accessible avenue to support healthy aging and enhance quality of life across diverse populations.","systematic review","Brain Sciences","2","10.3390/brainsci15030227","https://consensus.app/papers/a-song-for-the-mind-a-literature-review-on-singing-and-tragantzopoulou-giannouli/52f507dda71b50e2a5f939b25c73ce82/"
"The impact of aerobic and resistance training intensity on markers of neuroplasticity in health and disease","Low- and high-intensity aerobic and resistance training improve neuroplasticity, with exercise intensity affecting neuroplasticity in healthy young adults but not in healthy older adults or neurological patients.","T. Hortobágyi, T. Větrovský, G. Balbim, N. C. Silva, A. Manca, F. Deriu, Mia Kolmos, C. Kruuse, T. Liu-Ambrose, Z. Radák, M. Váczi, Hanna Johansson, P. C. Santos, E. Franzén, U. Granacher",2022,68,"","meta-analysis","Ageing Research Reviews","1","10.1016/j.arr.2022.101698","https://consensus.app/papers/the-impact-of-aerobic-and-resistance-training-intensity-on-hortob%C3%A1gyi-v%C4%9Btrovsk%C3%BD/b382d09588ce584f833456ca7816ce10/"
"Rationale for a Multi-Factorial Approach for the Reversal of Cognitive Decline in Alzheimer’s Disease and MCI: A Review","A multi-factorial approach addressing diet, lifestyle, stress, sleep, nutrient deficiencies, mental health, socialization, and toxins may be more effective than a single-drug approach in preventing or reversing cognitive decline in Alzheimer's disease and MCI.","R. Rao, Kaavya G. Subramaniam, J. Gregory, Aida L. Bredesen, Christine Coward, S. Okada, Lance Kelly, D. Bredesen",2023,68,"Alzheimer's disease (AD) is a multifactorial, progressive, neurodegenerative disease typically characterized by memory loss, personality changes, and a decline in overall cognitive function. Usually manifesting in individuals over the age of 60, this is the most prevalent type of dementia and remains the fifth leading cause of death among Americans aged 65 and older. While the development of effective treatment and prevention for AD is a major healthcare goal, unfortunately, therapeutic approaches to date have yet to find a treatment plan that produces long-term cognitive improvement. Drugs that may be able to slow down the progression rate of AD are being introduced to the market; however, there has been no previous solution for preventing or reversing the disease-associated cognitive decline. Recent studies have identified several factors that contribute to the progression and severity of the disease: diet, lifestyle, stress, sleep, nutrient deficiencies, mental health, socialization, and toxins. Thus, increasing evidence supports dietary and other lifestyle changes as potentially effective ways to prevent, slow, or reverse AD progression. Studies also have demonstrated that a personalized, multi-therapeutic approach is needed to improve metabolic abnormalities and AD-associated cognitive decline. These studies suggest the effects of abnormalities, such as insulin resistance, chronic inflammation, hypovitaminosis D, hormonal deficiencies, and hyperhomocysteinemia, in the AD process. Therefore a personalized, multi-therapeutic program based on an individual's genetics and biochemistry may be preferable over a single-drug/mono-therapeutic approach. This article reviews these multi-therapeutic strategies that identify and attenuate all the risk factors specific to each affected individual. This article systematically reviews studies that have incorporated multiple strategies that target numerous factors simultaneously to reverse or treat cognitive decline. We included high-quality clinical trials and observational studies that focused on the cognitive effects of programs comprising lifestyle, physical, and mental activity, as well as nutritional aspects. Articles from PubMed Central, Scopus, and Google Scholar databases were collected, and abstracts were reviewed for relevance to the subject matter. Epidemiological, pathological, toxicological, genetic, and biochemical studies have all concluded that AD represents a complex network insufficiency. The research studies explored in this manuscript confirm the need for a multifactorial approach to target the various risk factors of AD. A single-drug approach may delay the progression of memory loss but, to date, has not prevented or reversed it. Diet, physical activity, sleep, stress, and environment all contribute to the progression of the disease, and, therefore, a multi-factorial optimization of network support and function offers a rational therapeutic strategy. Thus, a multi-therapeutic program that simultaneously targets multiple factors underlying the AD network may be more effective than a mono-therapeutic approach.","systematic review","International Journal of Molecular Sciences","1","10.3390/ijms24021659","https://consensus.app/papers/rationale-for-a-multifactorial-approach-for-the-reversal-rao-subramaniam/d1974e99236f5dfc8b15d127450e9fd9/"
"Neuroplasticity and its influence on cognitive adaptation in the elderly: a neurolinguistic approach","Neurolinguistic interventions, especially when combined with digital technologies, enhance cognitive development and promote healthy aging in older adults.","Fredi Ganda Putra, Ardi Dwi Susandi",2025,0,"Background: This study explores how neuroplasticity supports cognitive adaptation in older adults through a neurolinguistic approach.
Aim: It aims to examine the effectiveness of language-based activities such as bilingualism, narrative-based interaction, and contextual communication in stimulating neuroplastic changes in the aging brain.
Method: Using a qualitative descriptive method in the form of a systematic literature review, the study synthesizes empirical findings from international databases focusing on language learning, brain activation, and digital intervention programs for older populations.
Result: The results reveal that linguistic activities activate brain regions such as the prefrontal cortex and hippocampus, enhancing memory, attention, and executive function. Moreover, narrative-based communication strengthens emotional and spiritual engagement, contributing to improved psychological well-being.
Conclusion: The study concludes that neurolinguistic interventions, especially when combined with digital technologies, offer adaptive and accessible strategies for cognitive development in later life. These findings are expected to contribute to the design of innovative educational and therapeutic programs that promote healthy aging and cognitive resilience among the elderly.","systematic review","Journal of Life-Span Psychology, Linguistics, and Media Studies","","10.64268/jllm.v1i01.1","https://consensus.app/papers/neuroplasticity-and-its-influence-on-cognitive-putra-susandi/6a1eb26f5f3752c784658d2dc4219559/"
"Neural correlates of implicit emotion regulation in mood and anxiety disorders: an fMRI meta-analytic review","fMRI studies reveal that maladaptive implicit emotion regulation is linked to specific brain regions in mood and anxiety disorders, potentially aiding in diagnosis and treatment.","Stefan Daniel Paul Dalton, Holly Cooper, Ben J Jennings, S. Cheeta",2025,3,"Maladaptive implicit emotion regulation has been highlighted as a transdiagnostic characteristic of mood and anxiety disorders. Whilst clinical diagnosis has relied on signs and symptoms, the integration of clinical neurosciences is becoming more important as a means of enhancing assessment, diagnosis, and treatment. Thus, activation likelihood estimation (ALE) meta-analysis was conducted for whole-brain foci comparing implicit emotion regulation in a large sample of patients with mood and anxiety disorders and healthy controls. Twenty-four clinical studies were identified based on established criteria (e.g., DSM-5). ALE meta-analysis reported convergence of hypoactivation in patients (n = 432) in the right medial frontal gyrus (BA9), spreading to the right anterior cingulate gyrus (BA32); and in the left middle temporal gyrus (BA21), spreading to the left superior temporal gyrus (BA22). Convergence of hyperactivation was reported in patients (n = 536) in the left medial frontal gyrus (BA9), spreading to the left superior frontal gyrus and the left middle frontal gyrus. Separate analysis of the mood disorders subgroup further highlighted convergence of hyperactivation in the insula and claustrum. The implications of the current findings are discussed within the context of the Research Domain Criteria (RDoC) framework of developing diagnostic systems that are more predictive of treatment outcomes.","meta-analysis","Scientific Reports","1","10.1038/s41598-025-03828-5","https://consensus.app/papers/neural-correlates-of-implicit-emotion-regulation-in-mood-dalton-cooper/b93de86af33c5292b2894eb8091f742a/"
"Relations between emotion regulation strategies and affect in daily life: A systematic review and meta-analysis of studies using ecological momentary assessments","Emotion regulation strategies, such as rumination and suppression, have significant effects on daily life affective experiences, with positive affect promoting reappraisal and negative affect causing rumination and suppression.","Teresa Boemo, Inés Nieto, C. Vázquez, Á. Sánchez-López",2022,105,"","meta-analysis","Neuroscience & Biobehavioral Reviews","1","10.1016/j.neubiorev.2022.104747","https://consensus.app/papers/relations-between-emotion-regulation-strategies-and-boemo-nieto/3d30107df19157448fe543497dac83d0/"
"Translational interdisciplinary research on human chorionic gonadotropin’s enhancement of neuroendocrine crosstalk: a novel medical hypothesis for systemic adjunctive treatment of psychiatric disorders","HCG Hormetic Therapy (HHT) enhances neuroendocrine crosstalk, promoting systemic health and mitochondrial function, potentially improving psychiatric care and promoting holistic treatment strategies.","J. F. P. Gaspary, Luis Felipe Dias Lopes, Antonio Geraldo Camara",2025,1,"It is increasingly recognized that the brain continuously interacts with other body systems such as the immune system, the gut-brain axis, and the endocrine system. Dysfunctions in these systems can impact mental health by altering neurotransmitter levels and the neurochemical environment. This shift in understanding underscores the need for therapeutic strategies that address systemic health and mitochondrial function, alongside psychosocial aspects of the disease, offering a more personalized and adaptive approach to treatment. This study utilizes a translational research approach structured through the Work Breakdown Structure methodology, dividing the process into six interconnected Work Packages (WPs). These include systematic literature reviews on endocrine dysfunctions and hormonal therapies in mental disorders, application of Design Thinking for neuroendocrine innovation, and hypothesis exploration of hCG as a systemic adjunctive treatment for psychiatric disorders, culminating in result dissemination and evaluation. Work The study identified multiple mechanistic impacts of human chorionic gonadotropin (hCG) relevant to psychiatric treatment. Key findings from hCG Hormetic Therapy (HHT) include stimulation of sex hormone production, reduction of insulin resistance and systemic inflammation, enhancement of hypothalamic activity to regulate appetite, sleep, and emotions, and LH-like effects on cognition. HHT also increases IGF-1 availability, promoting neuroprotection, cognitive improvements, and reduced mitochondrial dysfunction, restoring cellular function critical for brain health. The findings underscore the significance of enhancing endocrine and metabolic functions as a viable strategy for improving psychiatric care, aligning with trends that advocate holistic treatment strategies. The suggested dose for future research protocols is 500 IU IM per week for at least 10 weeks. Supporting diverse and varied research is crucial for advancing medical knowledge. Continuous exploration of neuroendocrine dysfunctions in mental disorders using advanced tools from neuroscience, endocrinology, and psychiatry can provide new pathways for more effective and personalized treatments. The study of HHT effects offers insights into complex neuroendocrine interactions, underscoring the potential for innovative therapeutic strategies in psychiatry.","systematic review","Frontiers in Psychiatry","1","10.3389/fpsyt.2025.1537442","https://consensus.app/papers/translational-interdisciplinary-research-on-human-gaspary-lopes/c7c9c95a516953b8bdc4393010aad72c/"
