Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Stress reduction through mindfulness meditation. Effects on psychological symptomatology, sense of control, and spiritual experiences.","Mindfulness meditation significantly reduces psychological symptomatology, increases sense of control, and enhances spiritual experiences compared to a control group.","J. Astin",1997,707,"This study examined the effects of an 8-week stress reduction program based on training in mindfulness meditation. Previous research efforts suggesting this program may be beneficial in terms of reducing stress-related symptomatology and helping patients cope with chronic pain have been limited by a lack of adequate comparison control group. Twenty-eight individuals who volunteered to participate in the present study were randomized into either an experimental group or a nonintervention control group. Following participation, experimental subjects, when compared with controls, evidenced significantly greater changes in terms of: (1) reductions in overall psychological symptomatology; (2) increase in overall domain-specific sense of control and utilization of an accepting or yielding mode of control in their lives, and (3) higher scores on a measure of spiritual experiences. The techniques of mindfulness meditation, with their emphasis on developing detached observation and awareness of the contents of consciousness, may represent a powerful cognitive behavioral coping strategy for transforming the ways in which we respond to life events. They may also have potential for relapse prevention in affective disorders.","rct","Psychotherapy and psychosomatics","1","10.1159/000289116","https://consensus.app/papers/stress-reduction-through-mindfulness-meditation-effects-astin/ac84dd26435e5e7c815e3c732d24dc06/"
"Effects of mindfulness training on quality of life and well-being in older adults: a randomized controlled trial","Mindfulness training in older adults improved stress, anxiety, and sleep quality, but not quality of life, compared to cognitive stimulation control.","M. Mapurunga, Daniela Rodrigues de Oliveira, S. Andreoni, Vicente Sarubbi, A. Bonilha, Vânia D'Almeida, Luciana Tomita, Luiz Roberto Ramos, Marcelo Demarzo",2025,2,"To investigate the effects of the Mindfulness-Based Health Promotion (MBHP) program on quality of life (QOL) and well-being in older adults compared to an active control group. A randomized controlled trial nested within a cohort study was conducted. Participants were allocated to either the MBHP intervention or an active control group (ACG) receiving computer-based cognitive stimulation. Outcomes included QOL, psychological health, sleep quality, and religiosity. Both interventions lasted four months. A mixed-methods approach was used, collecting qualitative and quantitative data at baseline and post-intervention. Statistically significant improvements in QOL were observed only in the ACG. However, the MBHP group showed improvements in stress, anxiety, intrinsic religiosity, and sleep quality compared to the ACG. Qualitative findings indicated enhanced perceptions of social support, self-awareness, self-care, and sleep quality in the MBHP group. Notably, a discrepancy emerged between the QOL quantitative results and the subjective improvements described in interviews. The MBHP program did not significantly improve QOL compared to the cognitive stimulation control. Nonetheless, well-being indicators were positively impacted in the MBHP group. Future research should explore which profiles of older adults might benefit most from regular mindfulness practice.","rct","Aging & Mental Health","1","10.1080/13607863.2025.2488890","https://consensus.app/papers/effects-of-mindfulness-training-on-quality-of-life-and-mapurunga-oliveira/d29e02ccdaf956a787fef316e3592591/"
"Exploring the past, present, and future of the mindfulness field: A multitechnique bibliometric review","Mindfulness meditation has beneficial effects on physical and mental health conditions, with new research directions in cognitive behavioral therapy, emotion regulation, and mindfulness at work.","Aldijana Bunjak, M. Černe, Emilie Lara Schölly",2022,44,"This paper provides an overview of the mindfulness literature up until the end of 2020 by (a) uncovering its underlying intellectual structure, (b) identifying the most influential and popular themes, and (c) presenting new directions for future research on mindfulness. To this end, a systematic quantitative review based on bibliometric methods was conducted, which is perhaps less prone to researcher bias and can complement existing meta-analyses and qualitative (narrative) structured reviews as an objective approach. Three bibliometric techniques-document co-citation analysis, co-word (co-occurrence and content) analysis, and bibliographic coupling-were applied to explore the past, present, and future of mindfulness research. The co-citation analysis showed that measurement, mechanisms, mindfulness-based interventions, and examinations of the efficacy of mindfulness interventions are among the key theoretical knowledge bases from which the field of mindfulness is derived. The content analysis demonstrated the beneficial effects of mindfulness meditation for physical and mental health conditions. The bibliographic coupling revealed novel directions in cognitive behavioral therapy, emotion regulation, the application of mindfulness practice to children and adolescents, mindfulness at work, and the role of mindfulness in positive psychology. The large sample of articles that was analyzed allowed us to provide a broader and more objective overview than possible with other forms of literature reviews. The combination of the three bibliometric techniques granted deeper insights into the complex multidisciplinary field of mindfulness, along with specific suggestions for future research.","systematic review","Frontiers in Psychology","2","10.3389/fpsyg.2022.792599","https://consensus.app/papers/exploring-the-past-present-and-future-of-the-mindfulness-bunjak-%C4%8Derne/78f5ca4638aa59f8a6e2bcec1f45ca29/"
"Mindfulness-based interventions reducing and preventing stress and burnout in medical students: A systematic review and meta-analysis.","Mindfulness-based interventions effectively reduce stress and burnout in medical students at both short- and long-term intervention timepoints.","Chayamai Hathaisaard, K. Wannarit, Keerati Pattanaseri",2021,61,"","meta-analysis","Asian journal of psychiatry","1","10.1016/j.ajp.2021.102997","https://consensus.app/papers/mindfulnessbased-interventions-reducing-and-preventing-hathaisaard-wannarit/383094112ea2523787584866514b7184/"
"The Effect of Daily Meditative Practices Based on Mindfulness and Self-Compassion on Emotional Distress under Stressful Conditions: A Randomized Controlled Trial","Daily mindfulness and self-compassion meditations during the early stages of the COVID-19 pandemic reduced anxiety, depression, and stress levels, but this effect was not maintained at follow-up.","María Elena Gutiérrez-Hernández, Luisa Fernanda Fanjul Rodríguez, Alicia Díaz Megolla, Cristián Oyanadel, Wenceslao Peñate Castro",2023,5,"Intervention programs based on self-compassion have demonstrated their efficacy both in reducing psychological distress and increasing well-being. The goal of this study was to test the efficacy of an online intervention to increase mindfulness and self-compassion levels in a non-clinical sample in a highly stressful context: the ten weeks of lockdown imposed in the early stages of the COVID-19 pandemic. The intervention sessions consisted of thirty-minute guided meditations followed by thirty minutes of inquiry. Sixty-one participants completed two thirds of the sessions or more, and 65 individuals participated in a waiting-list (WL) control group. Self-compassion, anxiety, depression and stress levels were assessed. The analysis of pre-post results suggests that the interventions increased self-compassion levels and decreased anxiety, depression and stress levels, whereas the WL group did not show any significant changes. The emotional changes in the intervention group were associated with the increase in self-compassion. However, at follow-up, the scores of emotional distress variables returned to the initial pre-intervention scores. These data can be interpreted in line with previous results that have shown the efficacy of self-compassion-based intervention programs. Given that this efficacy was not maintained at follow-up, data are discussed according to the pervasive role of a highly stressful context and-as described in other studies-the need for regular practice to maintain the benefits obtained.","rct","European Journal of Investigation in Health, Psychology and Education","2","10.3390/ejihpe13040058","https://consensus.app/papers/the-effect-of-daily-meditative-practices-based-on-guti%C3%A9rrez-hern%C3%A1ndez-rodr%C3%ADguez/c4b717915d7b51879f8446035bfed6d2/"
"Mindfulness-Based Intervention in Schools: Addressing Social Media Burnout and Enhancing Well-Being in Adolescents","Mindfulness-based programs in schools effectively reduce social media burnout and enhance well-being in adolescents, with sustained effects at a 30-day follow-up.","Süleyman Ünlü, Kıvanç Uzun, Gökmen Arslan",2025,1,"This study examined the effectiveness of a mindfulness-based psychoeducational intervention in addressing social media burnout and enhancing subjective well-being among adolescents.A total of 138 high school students in Türkiye were screened, and 32 were randomly assigned to either an experimental group (= 16) receiving a six-week intervention or a control group (= 16) receiving no treatment. The intervention included weekly sessions focused on present-moment awareness, digital detox strategies, emotional regulation, and self-compassion. Data were collected using self-report scales measuring social media burnout and subjective well-being, and were analyzed using non-parametric statistical tests, including the Mann-Whitney U test and the Wilcoxon Signed-Rank test.The results demonstrated significant improvements in the experimental group, including reduced burnout and enhanced well-being, with the effects sustained at a 30-day follow-up.These findings suggest that school-based mindfulness programs can serve as effective and scalable tools to foster psychological resilience and digital well-being in adolescents.","rct","Children","2","10.3390/children12070826","https://consensus.app/papers/mindfulnessbased-intervention-in-schools-addressing-%C3%BCnl%C3%BC-uzun/41665a5d51c35cfebcc7c4f1004f285a/"
"The Cumulative Effect of a 12‐Week Online Mindfulness‐Based Meditation Intervention Programme on Autonomic Nerve Functions by Pupillary Light Reflex: A Pilot Randomised Controlled Trial","A 12-week online mindfulness-based meditation program can improve autonomic nervous system function and psychological indices in healthy individuals.","K. Adachi, Ryu Takizawa",2025,0,"This study aimed to determine whether online-guided mindfulness-based interventions (MBIs) in daily life improve autonomic nervous system function as measured by the pupillary light reflex (PLR) in healthy subjects. A total of 94 university students were randomly allocated to either an intervention group or a waitlist control group. Participants practiced single-session meditation in a laboratory. During the intervention period, the participants practiced brief online mindfulness meditation for 12 weeks. PLR and psychological indices were measured before and after single and multiple mindfulness sessions. Using a multiple-regression analysis controlling for the baseline values, participants in the intervention group showed significantly decreased emotional fluctuations and significantly increased relaxation compared to those in the control group in a single session, whereas no significant differences in physiological indices were detected. In 12-week multiple sessions, participants in the intervention group showed significantly decreased state anxiety (p = 0.05), and marginally significantly decreased sympathetic nervous system activation (VD, p = 0.08) and perceived stress (p = 0.07) compared to those in the control group. These results suggest that the effects of mindfulness meditation on autonomic nerve function may be cumulative. These findings highlight the preventive effects of continuing online-guided MBIs in a healthy population and the potential usefulness of pupilometers in monitoring intervention effects. The applicability of pupillometry is further supported by the finding that MBIs improved psychological indices. Trial Registration: This study was not pre-registered.","rct","Stress and Health","1","10.1002/smi.70083","https://consensus.app/papers/the-cumulative-effect-of-a-12%E2%80%90week-online-adachi-takizawa/0b324a61f21d543cb7939ed268cafb0d/"
"Long-term effectiveness of the Mindful Self-Compassion programme compared to a Mindfulness-Based Stress Reduction intervention: a quasi-randomised controlled trial involving regular mindfulness practice for 1 year","The Mindful Self-Compassion programme and Mindfulness-Based Stress Reduction both effectively promote mental health and maintain gains over a year of continuous practice.","A. Crego, J. R. Yela, M. Gómez-Martínez, Elena Sánchez-Zaballos, Aitor Vicente-Arruebarrena",2025,4,"This study compares the Mindful Self-Compassion (MSC) programme with the Mindfulness-Based Stress Reduction (MBSR), a well-established intervention, and a control group, and includes 1 year of continuous practice. A longitudinal quasi-RCT was conducted with measurements at baseline, post-training, 6 months and 1 year. A total of 170 individuals (75.9% female) were randomly assigned to the MSC ( = 48) and MBSR ( = 65) groups, with a non-fully randomised wait-list CG ( = 57). Using intention-to-treat (ITT) and per-protocol (PP) analysis strategies, results consistently indicated that standard 8-week MSC and MBSR trainings produced benefits on anxiety, depression, perceived stress, and positive and negative affect, as well as on variables related to psychological flexibility, compared with CG. These gains were maintained over a year of continuous practice in both training groups. Overall, the two programmes, MSC and MBSR, showed a similar trajectory over the measurement periods. The 8-week MSC programme and the regular practice of mindfulness and self-compassion appear to be an effective intervention for promoting mental health in the general population, with benefits similar to those derived from the practice of exercises from well-known mindfulness programmes such as MBSR.","rct","Frontiers in Psychology","2","10.3389/fpsyg.2025.1597264","https://consensus.app/papers/longterm-effectiveness-of-the-mindful-selfcompassion-crego-yela/350c967cd8f85c0a9dd02a69c4f77ea7/"
"Mindfulness in Mental Health and Psychiatric Disorders of Children and Adolescents: A Systematic Review and Meta-Analysis of Randomized Controlled Trials","Mindfulness-Based Interventions (MBIs) show some benefits in improving mental health outcomes in children and adolescents, but their overall efficacy remains uncertain due to high heterogeneity in results.","B. Carneiro, D. Pozza, José Tiago Costa-Pereira, I. Tavares",2025,1,"Mindfulness-Based Interventions (MBIs) are important tools to address mental health issues in children and adolescents. However, previous studies provided variable results that suggest that the effectiveness of those third-wave Cognitive Behavioral Therapies remains uncertain. The main objective is to assess the impact of MBIs on anxiety, depression, and stress in children and adolescents. The secondary objective is to examine the modalities of MBIs used, the duration of interventions, and potential confounding factors, such as age. A comprehensive search of multiple databases was conducted to identify randomized clinical trials (RCTs) evaluating the effects of MBIs on mental health outcomes in children and adolescents. The research was registered in PROSPERO, adhered to PRISMA guidelines, employed the Cochrane Risk of Bias 2 tool, and calculated the effect sizes using mean differences. Thirteen RCTs were included; ten were identified as having some concerns, while three were classified as having a low risk of bias. Mindfulness-Based Stress Reduction (MBSR) demonstrated a small positive effect on depression and anxiety, while non-specific MBIs showed a moderate positive effect both on depression and anxiety. Mindfulness-Based Cognitive Therapy (MBCT) was effective in reducing anxiety, depression (moderate positive effects on both), and stress symptoms. In one study, no significant improvements were seen on both anxiety and depression (for MBCT) and in another study on anxiety (for MBCT/MBSR). The meta-analysis did not identify a significant effect of mindfulness interventions on depression or anxiety. The high heterogeneity suggests varying outcomes, requiring further study of moderating factors. While some studies suggest benefits from MBIs, mainly MBCT's ability to improve mental health outcomes in children and adolescents, their overall efficacy remains uncertain due to the high heterogeneity. The findings underscore the importance of considering the intervention type, duration, and moderating factors, such as age, when implementing MBIs.","meta-analysis","Pediatric Reports","2","10.3390/pediatric17030059","https://consensus.app/papers/mindfulness-in-mental-health-and-psychiatric-disorders-of-carneiro-pozza/520f6f67c9bc5e9393634a6ba4f99ba2/"
"A mindfulness-based intervention to increase resilience to stress in university students (the Mindful Student Study): a pragmatic randomised controlled trial","Mindfulness training for university students can effectively reduce distress and increase resilience to stress, potentially benefiting their mental health.","J. Galante, Géraldine Dufour, Maris Vainre, A. Wagner, J. Stochl, Alice Benton, N. Lathia, Emma Howarth, Peter B. Jones",2017,380,"","rct","The Lancet. Public Health","1","10.1016/s2468-2667(17)30231-1","https://consensus.app/papers/a-mindfulnessbased-intervention-to-increase-resilience-galante-dufour/eb85ba884057540985baf18403983afb/"
"Impact of warm mindfulness on emotion regulation: A randomized controlled effectiveness trial.","Mindfulness training for primary care (MTPC) improves emotion regulation and facilitates chronic illness self-management and health behavior change in patients with anxiety, depression, and stress-related disorders.","Richa Gawande, Lydia Smith, A. Comeau, T. Creedon, Caitlyn L. Wilson, Todd Griswold, B. Cook, E. Loucks, Zev Schuman-Olivier",2023,17,"To determine the effects of mindfulness training for primary care (MTPC), an integrated warm mindfulness training program, on emotion regulation and its relationship with health behavior change. Interventions that improve self-regulation, particularly emotion regulation, are needed for the self-management of comorbid chronic physical and mental illnesses. Mindfulness-based interventions (MBIs) may impact self-regulation and facilitate health behavior change. A randomized controlled comparative effectiveness trial was conducted in a population of adult primary care patients to evaluate the impact of MTPC versus a low-dose mindfulness comparator (LDC) on self-reported difficulties in emotion regulation (DERS) total score and other assays of self-regulation at baseline, Weeks 8 and 24. Self-reported action plan initiation was reported between Weeks 8 and 10. Participants had diagnoses of anxiety, depression, or stress-related disorders. MTPC is an 8-week insurance-reimbursable warm MBI designed to cultivate mindfulness and self-compassion and to catalyze chronic illness self-management related health behavior change. Compared to LDC, MTPC participants had statistically significant reductions in DERS total score at 8 weeks (d = -0.59, β = -12.98, 95% CI [-23.3 to -2.6]; p = .01) and 24 weeks (d = -0.61, β = -13.35, [-24.3, -2.4]; p = .02). Compared to 38% for LDC, 63% of MTPC participants successfully initiated their action plan within 3 weeks (OR = 2.87, [1.1, 7.9]; p = .04). This randomized controlled trial demonstrated MTPC enhanced emotion regulation and facilitated initiation of chronic illness self-management and health behavior change among primary care patients with anxiety, depression, and stress-related disorders, replicating previous reports. (PsycInfo Database Record (c) 2023 APA, all rights reserved).","rct","Health psychology : official journal of the Division of Health Psychology, American Psychological Association","1","10.1037/hea0001303","https://consensus.app/papers/impact-of-warm-mindfulness-on-emotion-regulation-a-gawande-smith/0e341586aaa7523c9921ebe26811edea/"
"Evaluating the effectiveness of mindfulness-based interventions on rumination and negative emotions in Chinese University Students: A randomized controlled trial","Mindfulness interventions effectively reduce rumination and negative emotions in university students, potentially improving their psychological well-being and potentially extending to other psychological issues.","Keke Shi, Guoyan Feng, Meilin Ye, Xiaoyan Bi, Hongbo Cui, Weiyu Chen, Tao Gao, Zaihua Qing, Yankun Ma",2025,1,"Rumination and negative emotions are prevalent among university students and are strongly linked to mental health disorders, including depression and anxiety. Group counseling involving a mindfulness-based strategies may help prevent university students from developing rumination and negative emotions and subsequent mental health disorders. This study aims to evaluate the alleviating effect of mindfulness intervention on rumination and negative emotions in university students in China. A randomized controlled trial (RCT) with 2 arms (Intervention Group and Control Group), three assessment time points (pre-intervention, post-intervention, and 3-month follow-up) is proposed. A total of 196 university students are randomly assigned to an intervention group (n = 98) receiving a 2-week, daily 1.5-hour mindfulness training (MT) and a control group (n = 98) receiving peer support (PS) sessions. Participants complete the Mindful Attention Awareness Scale (MAAS), Depression-Anxiety-Stress Scale (DASS-21), and Ruminative Responses Scale (RRS) before, immediately after, and three months post-intervention. Statistical analysis will compare outcomes between groups to evaluate the effectiveness using a repeated-measures ANOVA. Before the intervention, no significant differences are observed between groups. After the intervention, the MT group shows significant improvements in MAAS scores and reductions in DASS-21 scores (p < 0.05) compared to the PS group. While immediate improvements in rumination (RRS) are not significant, the MT group exhibits significant reductions in rumination three months post-intervention. This study contributes to a better understanding of the effectiveness of mindfulness intervention in alleviating rumination and negative emotions in university students, and it is expected that with the proposed intervention university students can improve their psychological well-being. Besides, mindfulness interventions can potentially be extended to participants suffering from other psychological issues in the future.","rct","PLOS One","1","10.1371/journal.pone.0331084","https://consensus.app/papers/evaluating-the-effectiveness-of-mindfulnessbased-shi-feng/2af5a9b5472c5ae6bd6f6eb5cdc555b1/"
"Boosting Psychological Well-Being through a Social Mindfulness-Based Intervention in the General Population","A 12-week social mindfulness-based intervention significantly improves psychological functioning and can potentially reduce the risk of developing psychological problems in the general population.","T. Fazia, F. Bubbico, Gerardo Salvato, Giovanni Berzuini, Salvatore Bruno, G. Bottini, L. Bernardinelli",2020,13,"The benefits of mindfulness meditation among clinical and non-clinical populations have been largely reported in literature. Existing mindfulness-based programs are particularly useful in targeting specific populations while researchers have pointed out the possibility of developing programs adapted to the audience and the context. In this two-groups pre-post experimental design we developed a mindfulness-based social intervention program to target individuals from the general population. Here we present a two-groups pre-post experimental design to investigate its effectiveness on participants' psychological functioning assessed by eight self-reported questionnaires (CORE-OM, FFMQ, SWLS, PANAS, PSS, SCS, WEMWBS, SHS) which encompass different domains of well-being, mindfulness and emotional functioning. Participants, recruited on voluntary basis, were randomly allocated to treated or passive control groups and were aware of group allocation. The intervention comprises a 12-week meditation training in a big group that represents the social aspect of meditation. Data were analysed via a linear mixed effect model and intention to treat. Statistically significant results were obtained for global score of CORE-OM (β = -0.20 [-0.30; -0.10],= 0.0002), FFMQ (β = 0.20 [0.12; -0.28],< 0.0001), SWLS (β = 1.43 [0.42; 2.45],= 0.006), positive PANAS (β = 1.99 [0.95; 3.04],= 0.0002), negative PANAS (β = -1.67 [-2.92; -0.43],= 0.009), PSS (β = -2.98 [-4.25; -1.71],< 0.0001), WEMWBS (β = 4.38 [2.93; 5.83],< 0.0001) and SHS (β = 1.43 [0.42; 2.45],= 0.006). Our intervention is causally associated with an improvement of the psychological functioning and hence can be considered as a preventive measure that may potentially reduce the risk of developing psychological problems and improve the subject's general well-being. Given the voluntary recruitment, our inference only applies to those individuals who have decided to experience meditation as a way to well-being and not to a random person from the general population.","rct","International Journal of Environmental Research and Public Health","2","10.3390/ijerph17228404","https://consensus.app/papers/boosting-psychological-wellbeing-through-a-social-fazia-bubbico/8a9fbb3950d8561392d8bc1d895d9729/"
"Effectiveness of Mindfulness-Based Stress Reduction on Mental Health and Psychological Quality of Life among University Students: A GRADE-Assessed Systematic Review","Mindfulness-based stress reduction significantly reduces anxiety, depression, and perceived stress among university students, while improving mindfulness, self-kindness, and physical health.","Yuanqing Pan, Fusen Li, Haiqian Liang, Xiping Shen, Zhitong Bing, Liang Cheng, Yi Dong",2024,21,"Psychological distress is a progressive health problem that has been linked to decreased quality of life among university students. This meta-analysis reviews existing randomized controlled trials (RCTs) that have examined the effects of mindfulness-based stress reduction (MBSR) on the relief of psychosomatic stress-related outcomes and quality of life among university students. The PubMed, EMBASE, Web of Science, PsycINFO (formerly PsychLit), Ovid MEDLINE, ERIC, Scopus, Google Scholar, ProQuest, and Cochrane Library databases were searched in November 2023 to identify the RCTs for analysis. Data on pathology (anxiety, depression, and perceived stress), physical capacity (sleep quality and physical health), and well-being (mindfulness, self-kindness, social function, and subjective well-being) were analyzed. Of the 276 articles retrieved, 29 met the inclusion criteria. Compared with control therapies, the pooled results suggested that MBSR had significant effects, reducing anxiety (SMD = -0.29; 95% CI: -0.49 to -0.09), depression (SMD = -0.32; 95% CI: -0.62 to -0.02), and perceived stress (SMD = -0.41; 95% CI: -0.60 to -0.29) and improving mindfulness (SMD = 0.34; 95% CI: 0.08 to 0.59), self-kindness (SMD = 0.57; 95% CI: 0.30 to 1.12), and physical health (SMD = -0.59; 95% CI: -1.14 to -0.04). No significant differences were observed in sleep quality (SMD = -0.20; 95% CI: -0.06 to 0.20), social function (SMD = -0.71; 95% CI: -2.40 to 0.97), or subjective well-being (SMD = 0.07; 95% CI: -0.18 to 0.32). The quality of the evidence regarding sleep quality and physical health outcomes was low. MBSR therapy appears to be potentially useful in relieving functional emotional disorders. However, additional evidence-based large-sample trials are required to definitively determine the forms of mindfulness-based therapy that may be effective in this context and ensure that the benefits obtained are ongoing. Future studies should investigate more personalized approaches involving interventions that are tailored to various barriers and students' clinical characteristics. To optimize the effects of such interventions, they should be developed and evaluated using various designs such as the multiphase optimization strategy, which allows for the identification and tailoring of the most valuable intervention components.","meta-analysis","Evidence-based Complementary and Alternative Medicine : eCAM","2","10.1155/2024/8872685","https://consensus.app/papers/effectiveness-of-mindfulnessbased-stress-reduction-on-pan-li/24d23caf437358a7b7b970a9f3f7eb32/"
"Mindfulness-Based Interventions During Pregnancy: a Systematic Review and Meta-analysis","Mindfulness-based interventions during pregnancy can be beneficial for anxiety, depression, perceived stress, and mindfulness levels during the perinatal period.","A. Dhillon, Elizabeth Sparkes, R. Duarte",2017,191,"This systematic review aims to assess the effect of mindfulness-based interventions carried out during pregnancy exploring mindfulness and mental health outcomes. A systematic review was conducted to appraise the current literature on the subject area. Inclusion and exclusion criteria were agreed and after reviewing titles, abstracts and full papers, 14 articles met the inclusion criteria and were included in the review. The quality of included articles was checked using the Quality Assessment Tool for Quantitative Studies. Pooled results of the randomised controlled trials (RCTs) reporting outcomes on anxiety, depression and perceived stress indicated no differences between the mindfulness intervention group and the control group. Pooled results of the non-RCTs reporting anxiety, depression and perceived stress showed a significant benefit for the mindfulness group. Mindfulness as an outcome was assessed in four RCTs for which the pooled results show a significant difference in favour of the mindfulness intervention when compared to a control group. The pooled results of the four non-RCTs also indicate a significant difference following mindfulness intervention. Results suggest that mindfulness-based interventions can be beneficial for outcomes such as anxiety, depression, perceived stress and levels of mindfulness during the perinatal period. Further research would be useful to explore if such benefits are sustained during the post-natal period.","meta-analysis","Mindfulness","1","10.1007/s12671-017-0726-x","https://consensus.app/papers/mindfulnessbased-interventions-during-pregnancy-a-dhillon-sparkes/375f65a602f356f89a0d632e99028863/"
"Fostering emotional self-regulation in female teachers at the public teaching network: A mindfulness-based intervention improving psychological measures and inflammatory biomarkers","Mindfulness-based interventions can reduce stress, promote well-being, and improve immune function in female teachers in Basic Education.","David Wilson, Daniela Rodrigues de Oliveira, Fanny Palace-Berl, Bárbara de Mello Ponteciano, Luciana Fungaro Rissatti, Valéria Piassa Pollizi, Flávia Sardela de Miranda, V. D'Almeida, M. Demarzo",2022,19,"","rct","Brain, Behavior, & Immunity - Health","1","10.1016/j.bbih.2022.100427","https://consensus.app/papers/fostering-emotional-selfregulation-in-female-teachers-at-wilson-oliveira/055b823718655b9ea0d5748aa14060f3/"
"Mindfulness-Based Interventions for Older Adults: a Review of the Effects on Physical and Emotional Well-Being","Mindfulness-based interventions are feasible and acceptable for older adults, but their effects on physical and emotional wellbeing show mixed results.","Paul J. Geiger, I. Boggero, C. Brake, Carolina A. Caldera, H. Combs, Jessica R. Peters, R. Baer",2015,163,"This comprehensive review examined the effects of mindfulness-based interventions on the physical and emotional wellbeing of older adults, a rapidly growing segment of the general population. Search procedures yielded 15 treatment outcome studies meeting inclusion criteria. Support was found for the feasibility and acceptability of mindfulness-based interventions with older adults. Physical and emotional wellbeing outcome variables offered mixed support for the use of mindfulness-based interventions with older adults. Potential explanations of mixed findings may include methodological flaws, study limitations, and inconsistent modifications of protocols. These are discussed in detail and future avenues of research are discussed, emphasizing the need to incorporate geriatric populations into future mindfulness-based empirical research.","systematic review","Mindfulness","1","10.1007/s12671-015-0444-1","https://consensus.app/papers/mindfulnessbased-interventions-for-older-adults-a-review-geiger-boggero/5578b9b7b1b05653b424e103076471d2/"
"Mindfulness Interventions in the Workplace: A Critique of the Current State of the Literature","Mindfulness interventions in the workplace can improve employee health and well-being, but require improved research methods and adaptability to work settings.","Stephanie D. Jamieson, Michelle R. Tuckey",2017,214,"There is growing research interest regarding the significance of mindfulness in the workplace. Within this body of knowledge, research investigating the effects of mindfulness interventions on employee health and well-being has strong practical implications for organizations. A sound understanding of the current state of the workplace mindfulness intervention literature will help inform the suitability of these interventions within the workplace domain, and how to improve the conduct and communication of intervention-oriented research. Accordingly, in this article, we systematically review 40 published articles of mindfulness interventions in the workplace to identify ways in which these interventions could be improved, and how to overcome methodological concerns that threaten study validity. Studies selected for review were published peer-reviewed, primary empirical research studies written in English, with a focus on a workplace mindfulness intervention. We discuss a range of issues evident within this body of literature, including conceptualizations of mindfulness; the adaptation of protocols to work settings; internal validity in relation to random allocation and control conditions; the use of manipulation checks; attrition, adherence, acceptability, and maintenance of interventions; utilizing objective cognitive measures; examining organizational and well-being outcomes; and establishing boundary conditions. Overall, this review provides a resource to inform scholars to advance this line of inquiry and practitioners who are considering implementing a mindfulness intervention for employees. (PsycINFO Database Record","systematic review","Journal of Occupational Health Psychology","1","10.1037/ocp0000048","https://consensus.app/papers/mindfulness-interventions-in-the-workplace-a-critique-of-jamieson-tuckey/993a8d0b8d8b5e198decc88557dc8312/"
"Mindfulness in the focus of the neurosciences - The contribution of neuroimaging to the understanding of mindfulness","Mindfulness training improves emotional regulation and self-specifying thoughts, involving the default mode network and reducing self-relational thoughts.","B. Weder",2022,24,"Mindfulness affects human levels of experience by facilitating the immediate and impartial perception of phenomena, including sensory stimulation, emotions, and thoughts. Mindfulness is now a focus of neuroimaging, since technical and methodological developments in magnetic resonance imaging have made it possible to observe subjects performing mindfulness tasks. We set out to describe the association between mental processes and characteristics of mindfulness, including their specific cerebral patterns, as shown in structural and functional neuroimaging studies. We searched the MEDLINE databank of references and abstracts on life sciences and biomedical topicsPubMed using the keywords: ""mindfulness,"" ""focused attention (FA),"" ""open monitoring (OM),"" ""mind wandering,"" ""emotional regulation,"" ""magnetic resonance imaging (MRI)"" and ""default mode network (DMN)."" This review extracted phenomenological experiences across populations with varying degrees of mindfulness training and correlated these experiences with structural and functional neuroimaging patterns. Our goal was to describe how mindful behavior was processed by the constituents of the default mode network during specific tasks. Depending on the research paradigm employed to explore mindfulness, investigations of function that used fMRI exhibited distinct activation patterns and functional connectivities. Basic to mindfulness is a long-term process of learning to use meditation techniques. Meditators progress from voluntary control of emotions and subjective preferences to emotional regulation and impartial awareness of phenomena. As their ability to monitor perception and behavior, a metacognitive skill, improves, mindfulness increases self-specifying thoughts governed by the experiential phenomenological self and reduces self-relational thoughts of the narrative self. The degree of mindfulness (ratio of self-specifying to self-relational thoughts) may affect other mental processes, e.g., awareness, working memory, mind wandering and belief formation. Mindfulness prevents habituation and the constant assumptions associated with mindlessness. Self-specifying thinking during mindfulness and self-relational thinking in the narrative self relies on the default mode network. The main constituents of this network are the dorsal and medial prefrontal cortex, and posterior cingulate cortex. These midline structures are antagonistic to self-specifying and self-relational processes, since the predominant process determines their differential involvement. Functional and brain volume changes indicate brain plasticity, mediated by mental training over the long-term.","systematic review","Frontiers in Behavioral Neuroscience","1","10.3389/fnbeh.2022.928522","https://consensus.app/papers/mindfulness-in-the-focus-of-the-neurosciences-the-weder/fd60b38ce8ad51eb9cad50621ce11899/"
"Mindfulness Training Changes Brain Dynamics During Depressive Rumination: A Randomized Controlled Trial","Mindfulness-based cognitive therapy improves the ability to sustain and control attention to body sensations during depressive rumination.","A. M. van der Velden, J. Scholl, Else-Marie Elmholdt, L. Fjorback, Catherine J. Hamer, S. Lazar, M. O'Toole, J. Smallwood, A. Roepstorff, W. Kuyken",2022,55,"","rct","Biological Psychiatry","1","10.1016/j.biopsych.2022.06.038","https://consensus.app/papers/mindfulness-training-changes-brain-dynamics-during-velden-scholl/54dd6d9ace975480b8f220f35ca9843b/"
