Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Mindfulness-based positive psychology interventions: a systematic review","Mindfulness-based interventions can produce positive outcomes, but require modifications and novel interventions for exclusive positive outcomes.","J. Allen, J. Romate, E. Rajkumar",2021,93,"There are hundreds of mindfulness-based interventions in the form of structured and unstructured therapies, trainings, and meditation programs, mostly utilized in a clinical rather than a well-being perspective. The number of empirical studies on positive potentials of mindfulness is comparatively less, and their known status in academia is ambiguous. Hence, the current paper aimed to review the studies where mindfulness-based interventions had integrated positive psychology variables, in order to produce positive functioning. Data were obtained from the databases of PubMed, Scopus, and PsycNet and manual search in Google Scholar. From the 3831 articles, irrelevant or inaccessible studies were eliminated, reducing the number of final articles chosen for review to 21. Interventions that contribute to enhancement of eudaimonia, hedonia, and other positive variables are discussed. Findings include the potential positive qualities of MBIs in producing specific positive outcomes within limited circumstances, and ascendancy of hedonia and other positive variables over eudaimonic enhancement. In conclusion, exigency of modifications in the existing MBIs to bring about exclusively positive outcomes was identified, and observed the necessity of novel interventions for eudaimonic enhancement and elevation of hedonia in a comprehensive manner.","systematic review","BMC Psychology","1","10.1186/s40359-021-00618-2","https://consensus.app/papers/mindfulnessbased-positive-psychology-interventions-a-allen-romate/f48b8058ea3b52678088b6b831efd39c/"
"The Inspired Life Program: Development of a multicomponent positive psychology intervention for rural adults in Ghana.","The Inspired Life Program (ILP) effectively promotes mental health and reduces depression in rural adults in Ghana through group discussion and activity sessions.","Richard Appiah, Angelina Wilson Fadiji, M. Wissing, Lusilda Schutte",2021,10,"Although several theories and studies have explored human strengths and mental well-being at the global level, these insights are rarely tested and translated into practice in sub-Saharan Africa. This study aims to describe the development of a 10-session multicomponent positive psychology intervention, the Inspired Life Program (ILP), designed to promote mental health and reduce symptoms of depression and negative affect in rural adults in Ghana. Guided by the Medical Research Council's framework for developing complex interventions, a seven-step iterative community-based participatory research approach was adopted to develop the ILP, based on constructs and principles of positive psychology and cognitive-behavioral model. The final intervention components included a 10-session, two-hourly, once-weekly manualized program designed to promote meaningful and purposeful living, self-acceptance, personal growth, goal-setting and problem-solving skills, and positive thinking through group discussion and activity sessions. We describe the program theory and implementation strategy of the final intervention, and reflect on the challenges and lessons learned from applying this framework in the study context. The development of strengths-based interventions and practicality of methods to promote positive mental health in rural adults are feasible, and have important policy implications for mental health and social care in sub-Saharan Africa.","non-rct experimental","Journal of community psychology","1","10.1002/jcop.22566","https://consensus.app/papers/the-inspired-life-program-development-of-a-multicomponent-appiah-fadiji/2c5633ae851853f4915510a099526113/"
"The Model for Sustainable Mental Health: Future Directions for Integrating Positive Psychology Into Mental Health Care","Integrating positive psychology interventions into mental healthcare can reduce dysfunctional processes and increase mental wellbeing, leading to sustainable mental health.","E. Bohlmeijer, G. Westerhof",2021,62,"This position paper proposes a model for systematic integration of positive psychology interventions (PPIs) in mental healthcare. On the one hand, PPIs can contribute to the decrease of dysfunctional processes underlying mental illness. This evidence is at the core of the new domains of positive clinical psychology and positive psychiatry. On the other hand, a growing number of studies demonstrate that mental health is not merely the absence of mental illness. Mental wellbeing represents a related but separate dimension of mental health. Mental wellbeing reduces the risk of future incidence of mental illness and is highly valued by people receiving psychological treatment as an important aspect of personal and complete recovery and personal growth. This makes mental wellbeing a vital outcome of mental healthcare. PPIs can directly increase mental wellbeing. The model of sustainable mental health is presented integrating the science of positive psychology and mental wellbeing into mental healthcare. This heuristic model can guide both practitioners and researchers in developing, implementing, and evaluating a more balanced, both complaint- and strength-oriented, treatment approach. The role of gratitude interventions is discussed as an example of applying the model. Also, three potential modalities for implementing PPIs as positive psychotherapy in treatment are as: positive psychotherapy as primary treatment, as combinatorial treatment, and as intervention for personal recovery of people with severe or persistent mental disorder. Finally, we argue that longitudinal studies are needed to substantiate the model and the processes involved.","","Frontiers in Psychology","2","10.3389/fpsyg.2021.747999","https://consensus.app/papers/the-model-for-sustainable-mental-health-future-directions-bohlmeijer-westerhof/099e7e9257c758f49b5aa0a267009267/"
"Android and iPhone Mobile Apps for Psychosocial Wellness and Stress Management: Systematic Search in App Stores and Literature Review","Only 2.08% of publicly available psychosocial wellness and stress management mobile apps have published, peer-reviewed evidence of feasibility and/or efficacy.","Nancy Lau, Alison O'Daffer, S. Colt, Joyce P. Yi-Frazier, T. Palermo, E. McCauley, A. Rosenberg",2020,124,"In an oversaturated market of publicly available mobile apps for psychosocial self-care and stress management, health care providers, patients, and consumers interested in mental health-related apps may wonder which, if any, are efficacious. Readily available metrics for consumers include user popularity and media buzz rather than scientific evidence. This systematic review aimed to (1) examine the breadth of therapeutic contents and features of psychosocial wellness and stress management apps available to self-help seekers for public download and (2) determine which of these apps have original research support. First, we conducted a systematic review of publicly available apps on the iPhone App Store (Apple Inc) and Android Google Play (Google LLC) platforms using conventional self-help-seeking search terms related to wellness and stress. The results were limited to English-language apps available for free download. In total, 2 reviewers independently evaluated all apps and discussed the findings to reach 100% consensus regarding inclusion. Second, a literature review was conducted on the included apps to identify supporting studies with original data collection. We screened 3287 apps and found 1009 psychosocial wellness and stress management apps. Content varied widely. The most common evidence-based strategy was mindfulness-meditation, followed by positive psychology and goal setting. Most apps were intended to be used as self-help interventions, with only 1.09% (11/1009) involving an electronic therapist and 1.88% (19/1009) designed as a supplement to in-person psychotherapy. Only 4.66% (47/1009) of apps targeted individuals with psychological disorders, and less than 1% of apps (6/1009, 0.59%) targeted individuals with other chronic illnesses. Approximately 2% (21/1009, 2.08%) were supported by original research publications, with a total of 25 efficacy studies and 10 feasibility studies. The Headspace mindfulness app had the most evidence, including 8 efficacy studies. Most other scientifically backed apps were supported by a single feasibility or efficacy study. Only 2.08% (21/1009) of publicly available psychosocial wellness and stress management mobile apps discoverable to self-help seekers have published, peer-reviewed evidence of feasibility and/or efficacy. Clinicians and investigators may use these findings to help patients and families navigate the volume of emerging digital health interventions for stress management and wellness.","systematic review","JMIR mHealth and uHealth","1","10.2196/17798","https://consensus.app/papers/android-and-iphone-mobile-apps-for-psychosocial-wellness-lau-odaffer/d5bfe02b21705744b80c658f80144c65/"
"Efficacy of a peer-delivered group psychological intervention to reduce psychological distress among university students in India: a randomised controlled trial using an active control condition","The adapted version of WHO's Problem Management Plus (gPM+) did not significantly reduce anxiety and depression in university students during the COVID-19 pandemic, suggesting non-specific factors may play a greater role in symptom reduction.","Dharani Keyan, Katie S. Dawson, Srishti Yadav, Suzanna Azevedo, Jasmine Choi-Christou, D. J. Maliakkal, Mohan K. Pillai, Ritika Chokani, Elizabeth Thomas, Tony S George, R. Bryant",2025,0,"Brief psychological interventions in low-and-middle-income-countries (LMICs) have been typically tested against usual or enhanced usual care (EUC). This design precludes understanding of the role of non-specific factors in influencing outcomes.This study evaluated an adapted version of WHO's Problem Management Plus (gPM+), titledagainst an active control condition to reduce anxiety and depression during the COVID-19 pandemic.In this two-arm, single-blind, randomised controlled trial, young adults aged 18-24 years who screened positive for COVID-19 related psychological distress in Bengaluru (India) were randomly allocated to either( = 91) or non-directive Supportive Counselling (SC; = 92) groups.was a 6-sesion, group-based programme that taught coping strategies for stress. SC was a 6-sesion, group-based programme that offered non-directive support. The primary outcomes were anxiety and depression as measured by the Hospital Anxiety and Depression Scales (HADS) assessed at baseline, post-intervention, 2-months (primary outcome timepoint), and 6-months after treatment. Secondary outcomes included generalised worry, positive wellbeing, pandemic-related stress, and suicidal ideation.Between October 2021 and December 2022, 183 participants were enrolled into the trial. Relative to SC,did not lead to significant reductions in anxiety (mean difference 0.24 [95% CI, -1.01,1.48],>.05), or depression (mean difference .03 [95% CI, -1.19, 1.26],>.05). Similarly, there were no significant differences between conditions for all secondary outcomes.The findings suggest that the benefits of strategies that comprise transdiagnostic scalable psychological interventions may not surpass non-specific factors in driving symptom reduction.There is a need to further evaluate the role of non-specific factors in scalable psychological programmes because focusing on these may have implications for ease of training and implementation.Australian New Zealand Clinical Trials Registry identifier: ACTRN12621001064897.","rct","European Journal of Psychotraumatology","1","10.1080/20008066.2025.2503603","https://consensus.app/papers/efficacy-of-a-peerdelivered-group-psychological-keyan-dawson/50061907e84c5470a25553a1abc6b517/"
"Investigating the Efficacy of the Web-Based Common Elements Toolbox (COMET) Single-Session Interventions in Improving UK University Student Well-Being: Randomized Controlled Trial","COMET is an effective single-session intervention for improving mental health in UK university students, with high engagement and potential long-term benefits.","Jeffrey D Lambert, M. Loades, Noah Marshall, N. Higson-Sweeney, Stella W. Y. Chan, Arif Mahmud, Victoria Pile, Ananya Maity, Helena Adam, Beatrice Sung, Melanie Luximon, Keren MacLennan, C. Berry, Paul Chadwick",2025,0,"Mental health problems in university students are associated with many negative outcomes, yet there is a gap between need and timely access to help. Single-session interventions (SSIs) are designed to be scalable and accessible, delivering core evidence-based intervention components within a one-off encounter. COMET (Common Elements Toolbox) is an online self-help SSI that includes behavioral activation, cognitive restructuring, gratitude, and self-compassion. COMET has previously been evaluated in India, Kenya, and the United States with promising results. This study tests the acceptability, appropriateness, perceived utility, and efficacy of COMET among UK university students during the peripandemic period. We conducted a randomized controlled trial evaluating the efficacy of COMET compared with a control group, with 2- and 4-week follow-ups. Outcome variables were subjective well-being, depression severity, anxiety severity, positive affect, negative affect, and perceived stress. We also measured intervention satisfaction immediately after completion of COMET. All UK university students with access to the internet were eligible to participate and were informed of the study online. The data were analyzed using linear mixed models and reported in accordance with the CONSORT-EHEALTH (Consolidated Standards of Reporting Trials of Electronic and Mobile Health Applications and Online Telehealth) checklist. Of the 831 people screened, 468 participants were randomized to a condition, 407 completed the postintervention survey, 147 returned the 2-week follow-up survey, 118 returned the 4-week follow-up survey, and 89 returned both. Of the 239 randomized, 212 completed COMET. Significant between-group differences in favor of the COMET intervention were observed at 2-week follow-ups for subjective well-being (Warwick-Edinburgh Mental Well-Being Scale; mean difference [MD] 1.39, 95% CI 0.19-2.61; P=.03), depression severity (9-item Patient Health Questionnaire; MD -1.31, 95% CI -2.51 to -0.12; P=.03), and perceived stress (4-item Perceived Stress Scale; MD -1.33, 95% CI -2.10 to -0.57; P<.001). Overall, participants were satisfied with COMET, with the majority endorsing the intervention and its modules as acceptable, appropriate, and exhibiting high utility. The self-compassion module was most often reported as the participants' favorite module and the behavioral activation module was their least favorite. Qualitative analysis revealed that participants found COMET generally accessible, but too long, and experienced immediate and long-term beneficial effects. This study demonstrated high engagement with the COMET intervention, along with preliminary short-term efficacy. Almost all participants completed the intervention, but study attrition was high. Participant feedback indicated a high level of overall satisfaction with the intervention, with perceived accessibility, immediate benefits, and potential long-term impact being notable findings. These findings support the potential value of COMET as a mental health intervention and highlight important areas for further improvement. ClinicalTrials.gov NCT05718141; https://clinicaltrials.gov/ct2/show/NCT05718141.","rct","Journal of Medical Internet Research","1","10.2196/58164","https://consensus.app/papers/investigating-the-efficacy-of-the-webbased-common-lambert-loades/2eb3d8a82c0c579d9014afd676c8db79/"
"Who benefits from mobile health interventions? A dynamical systems analysis of psychological well‐being in early adults","Mobile health interventions, such as positive practices and meditation, can improve psychological well-being in college-attending early adults, with those low on negative affect benefiting most.","Saida Heshmati, Chelsea Muth, Yanling Li, R. Roeser, Joshua M. Smyth, Joachim Vandekerckhove, Sy-Miin Chow, Zita Oravecz",2025,1,"Research shows that skills for improving Psychological Well-Being (PWB) may be learned through PWB interventions; however, the dynamic mechanisms underlying this learning process are not well understood. Using an Ecological Momentary Intervention (EMI) design, we conducted an 8-week Randomized Controlled Trial (N = 160; aged 18-22 years), implemented in a mobile Health (mHealth) platform to characterize these dynamical mechanisms. College-attending early adults were randomized to three groups: an active control group (N = 55); an intervention group (N = 51) with positive practices intervention; and a second intervention group (N = 54) with positive practices and meditation intervention. The mHealth implementation allowed us to introduce the interventions in participants' daily lives while also assessing their PWB (in terms of positive emotions and relationship quality) several times a day. We used a Bayesian process model to analyze changes in PWB in terms of the underlying dynamical characteristics of change. Findings suggested that the mobile assessment tool itself may have longitudinally improved college-attending early adults' PWB, as evidenced by instances of directional changes in dynamic characteristics (increased within-person mean levels, decreased intra-individual variability, and increased regulation) of PWB measures. Moderation analysis also revealed that people who were low on negative affect improved the most in terms of their mean levels of positive emotions and relationship quality.","rct","Applied Psychology. Health and Well-Being","1","10.1111/aphw.70037","https://consensus.app/papers/who-benefits-from-mobile-health-interventions-a-dynamical-heshmati-muth/63c8632c074854ecb60093b27f971948/"
"Psychological Interventions for Well-Being in Healthy Older Adults: Systematic Review and Meta-Analysis","Psychological interventions, such as increased interaction with people or animals, can promote psychological well-being in healthy older adults.","Suguru Iwano, Kohei Kambara, Shuntaro Aoki",2022,20,"Aging societies are a global problem, necessitating the promotion of well-being in healthy older adults. However, the evidence regarding psychological interventions in this population is unclear. Therefore, we conducted a systematic review and metaanalysis to clarify the effects of psychological interventions on the well-being of healthy older adults. A systematic literature search was performed using PubMed, PsycINFO, and CiNii. Included studies were randomized controlled trials of psychological interventions designed to improve psychological well-being in healthy older adults. The search yielded 1,047 articles, out of which five qualitative and four quantitative studies were selected. A meta-analysis was performed using a random effects model. We found a large effect size (Hedges’ g = 0.87) and heterogeneity among the studies ( I2 = 94.4%, τ2 = 0.556, p  = 0.00). Most studies were evaluated as being of a low quality. There were five types of interventions: an isolation prevention program, outdoor activities, art therapy through participating in theater workshops, animal-assisted activity, and an encounter group. The results indicated that healthy older adults’ psychological well-being can be promoted through interventions. The evaluated studies had no theoretical commonality; however, all research involved interaction with other people or animals. Thus, we recommend increased interaction with people or animals to promote well-being in older adults. Heterogeneity is a limitation of the study, and there is a need for more high-quality studies on well-being in healthy older adults.","meta-analysis","Journal of Happiness Studies","1","10.1007/s10902-022-00497-3","https://consensus.app/papers/psychological-interventions-for-wellbeing-in-healthy-iwano-kambara/1ff225c13fed5f14b09c452e6111cc31/"
"Effectiveness of just-in-time adaptive interventions for improving mental health and psychological well-being: a systematic review and meta-analysis","Existing JITAIs and EMIs slightly improve mental health, particularly for mental illness, with long-term effects up to 6 months.","Ulrike von Lützow, Nathalie Laura Neuendorf, Sebastian Scherr",2025,1,"The rising prevalence of mental health conditions and a global treatment gap demand new solutions that address symptoms and foster psychological well-being. Just-in-time adaptive interventions (JITAIs) and ecological momentary interventions (EMIs) are emerging mobile health approaches, providing real-time, personalised support. However, the effectiveness of current JITAIs/EMIs and the longevity of effects remain uncertain. Studies investigating the effectiveness of JITAIs/EMIs for depression, anxiety and indicators of psychological well-being, published between 2018 and May 2025, were eligible. Following the standards for reporting (Preferred Reporting Items for Systematic Reviews and Meta-Analyses; PRISMA) and quality assessment (Risk of Bias; RoB), a total of K=23 studies and N=2563 individuals (71.7% female) were included. JITAIs/EMIs showed a small between-group effect (g=0.15, 95% CI 0.05 to 0.26, p=0.003). Nine studies reported follow-up effects (mean follow-up time M=3.06 months, SD=2.21) with significant results at 1 and 3-6 months. Interventions shorter than 6 weeks yielded greater longevity of effects (g=0.71, 95% CI 0.18 to 1.24, p=0.008). Funnel plots and sensitivity analyses confirmed robustness of findings. Risk of bias was moderate to high for intervention adherence and missing outcome data. Currently existing JITAIs and EMIs slightly improve mental health, particularly mental illness, with long-term effects up to 6 months. A clear definition of JITAIs and decision rules, research on long-term effects and careful selection of control conditions are needed.","meta-analysis","BMJ Mental Health","1","10.1136/bmjment-2025-301641","https://consensus.app/papers/effectiveness-of-justintime-adaptive-interventions-for-l%C3%BCtzow-neuendorf/d843ec8190ba58909387850f1ad3915c/"
"Facilitating Self-Guided Mental Health Interventions Through Human-Language Model Interaction: A Case Study of Cognitive Restructuring","Human-language model interaction can support self-guided mental health interventions, improving emotional intensity and reducing negative thoughts for 67% of participants.","Ashish Sharma, Kevin Rushton, Inna Wanyin Lin, Theresa Nguyen, Tim Althoff",2023,91,"Self-guided mental health interventions, such as “do-it-yourself” tools to learn and practice coping strategies, show great promise to improve access to mental health care. However, these interventions are often cognitively demanding and emotionally triggering, creating accessibility barriers that limit their wide-scale implementation and adoption. In this paper, we study how human-language model interaction can support self-guided mental health interventions. We take cognitive restructuring, an evidence-based therapeutic technique to overcome negative thinking, as a case study. In an IRB-approved randomized field study on a large mental health website with 15,531 participants, we design and evaluate a system that uses language models to support people through various steps of cognitive restructuring. Our findings reveal that our system positively impacts emotional intensity for 67% of participants and helps 65% overcome negative thoughts. Although adolescents report relatively worse outcomes, we find that tailored interventions that simplify language model generations improve overall effectiveness and equity.","","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems","","10.1145/3613904.3642761","https://consensus.app/papers/facilitating-selfguided-mental-health-interventions-sharma-rushton/cf0bc803b2575f5b9a1763ed1aad8a14/"
"The third wave of cognitive behavioral therapy and the rise of process‐based care","The third wave of CBT has introduced new methods and concepts, but also emphasizes the importance of philosophical assumptions in intervention and analysis.","S. Hayes, Stefan G. Hofmann",2017,473,"The term cognitive behavioral therapy (CBT) identifies a family of interventions that are widely recognized as the set of psychological treatments with the most extensive empirical support. CBT is not monolithic, however, and it has been through several distinct eras, generations, or waves. The first generation of this tradition was behavior therapy: the application of learning principles to well-evaluated methods designed to change overt behavior. By the late 1970s, behavior therapy had moved into the era of classic CBT: a new generation of methods and concepts focused on the role of maladaptive thinking patterns in emotion and behavior, and the use of methods to detect and change those patterns. The arrival of a “third wave” of CBT was declared 13 years ago. The claim was that a change was occurring in orienting assumptions within CBT, and that a set of new behavioral and cognitive approaches were emerging based on contextual concepts focused more on the persons’ relationship to thought and emotion than on their content. Third wave methods emphasized such issues as mindfulness, emotions, acceptance, the relationship, values, goals, and meta-cognition. New models and intervention approaches included acceptance and commitment therapy, dialectical behavior therapy, mindfulness-based cognitive therapy, functional analytic psychotherapy, metacognitive therapy, and several others. The idea that a “third wave” of CBT had arrived led to significant controversy. The metaphor of a “wave” suggested to some that previous generations of work would be washed away, but that was not the intent and that was not the result. Waves hitting a shore assimilate and include previous waves – but they leave behind a changed shore. It seems to us that we are now in a position to begin to evaluate what will be left behind in a more permanent way from third wave CBT. There is no doubt that several concepts and methods that have been central to third wave interventions (mindfulness methods; acceptance-based procedures; decentering; cognitive defusion; values; psychological flexibility processes) are now permanently part of the CBT tradition and indeed of evidence-based therapy more generally, in large part because evidence suggests that they are helpful. These newer concepts and methods now largely co-exist side by side with previously established ones, with the dialectic between them serving as a useful spur to theoretical and technological investigation. In some cases, we now know that traditional CBT methods work in part by changing processes that became central after the arrival of third wave methods. Third wave methods have been added to packages that include traditional behavioral and cognitive methods, resulting in useful approaches. Research has begun to identify moderators indicating when older and newer methods work best with different populations, suggesting that evidence-based practitioners can serve their clients by knowing methods from all of the CBT generations. While new concepts and methods are important, in our opinion, there is a more profound set of changes that has been introduced by the third wave. A subtle but important change is that there is now greater recognition of the central importance of philosophical assumptions to methods of intervention and their analysis. Science requires pre-analytic assumptions about the nature of data, truth, and the questions of importance, and some of the differences between the waves and generations of CBT work were philosophical, not empirical. Recognizing this, the Inter-Organizational Task Force on Cognitive and Behavioral Psychology Doctoral Education recently concluded that all CBT training should place more emphasis on philosophy of science training, in the hope of increasing the coherence and progressivity of research programs. An examination of assumptions leads naturally to a concern for theories, models, and processes. The third wave has been far less focused on protocols for syndromes, and more focused on evidence-based processes linked to evidence-based procedures. Increased emphasis on processes of change and their biobehavioral impact has meanwhile been strengthened by Research Domain Criteria and transdiagnostic models, among other trends. A notable result is that there is now much more focus on moderators and mediators of change, and the construction of intervention models that emphasize the role of changeable transdiagnostic processes (i.e., functionally important pathways of change that cut across various diagnostic categories). In part because of its greater process focus, modern CBT and evidence-based therapy is more open to the investigation of a wider range of approaches from humanistic, existential, analytic, and spiritual traditions. This promises over time to reduce the dominance within intervention science of walled off schools of thought, or trademarked intervention protocols, and to bring different wings of the field together in an evidencebased search for coherent and powerful sets of change processes. As a purely syndromal focus weakens and a process focus strengthens, human psychological prosperity and the thriving of whole persons, not merely psychopathology, is also becoming more central. Behavioral and mental health is ultimately about health, not solely the absence of disorders. This set of changes is accelerating a transition in evidencebased care toward a process-based field that seeks to integrate the full range of psychosocial and contextual biological processes. Such a field is so broad that it stretches the very term CBT almost to a breaking point and we would not be surprised if that term soon wanes in importance. Researchers and practitioners alike seem ready for a turn toward process-based therapy (PBT), in which processes, procedures and their linkage are evidence-based, and are used to alleviate the problems and promote the prosperity of people. Similar to the trend toward personalized and precision medicine, focusing on changeable processes that can make a difference in","","World Psychiatry","1","10.1002/wps.20442","https://consensus.app/papers/the-third-wave-of-cognitive-behavioral-therapy-and-the-rise-hayes-hofmann/d9cb955316f4530f9aecdf1e46306222/"
"Exploring positive psychology intervention and mindfulness-based intervention in nature: impact on well-being of school students in India","Both positive psychology interventions and mindfulness-based interventions in natural settings enhance the well-being of urban school students in India, decreasing perceived stress and negative emotions.","Raina Chhajer, Nainika Hira",2024,5,"Enhancing the well-being of urban school students is a growing challenge. The online mode of teaching during and post-pandemic era has increased students' daily screen time. As they spend more time indoors, they tend to disconnect from nature even more, adversely impacting their well-being. This study aimed to design and execute two well-being interventions-a positive psychology intervention (PPI) and a mindfulness-based intervention (MBI) in natural settings for urban school students in India. One hundred eighty participants (aged 17-20) from a senior secondary school were randomly assigned to three groups: PPI, MBI, and a control group (CTR). Participants self-reported their levels of well-being, gratitude, inclusion of nature in self, sense of connectedness, resilience, awareness, perceived stress, and positive and negative emotions using a survey questionnaire at two times-pre- and post-interventions. Repeated-measures ANOVA was employed across time and groups, andanalyses for group differences were carried out through the Bonferroni test. Results indicate that both PPI and MBI interventions, when executed in natural settings, enhance student well-being, gratitude, inclusion of nature in self, sense of connectedness, resilience, awareness, positive emotions and decreased levels of perceived stress, and negative emotions. The study provides valuable insights for school authorities, policymakers, and urban planners to include natural settings in school premises and offer well-being interventions for students to connect with nature consciously.","rct","Frontiers in Public Health","1","10.3389/fpubh.2024.1297610","https://consensus.app/papers/exploring-positive-psychology-intervention-and-chhajer-hira/99b6a3ade63b55f7a0f6ee1fef402048/"
"The Efficacy of Internet-Based Mindfulness Training and Cognitive-Behavioral Training With Telephone Support in the Enhancement of Mental Health Among College Students and Young Working Adults: Randomized Controlled Trial","Both Internet-based mindfulness training (iMIND) and cognitive-behavioral training (iCBT) effectively improve mental health in college students and young working adults, with sustained improvement at 3-month follow-up.","W. Mak, Floria H. N. Chio, A. Chan, W. W. Lui, E. K. Wu",2017,77,"College students and working adults are particularly vulnerable to stress and other mental health problems, and mental health promotion and prevention are needed to promote their mental health. In recent decades, mindfulness-based training has demonstrated to be efficacious in treating physical and psychological conditions. The aim of our study was to examine the efficacy of an Internet-based mindfulness training program (iMIND) in comparison with the well-established Internet-based cognitive-behavioral training program (iCBT) in promoting mental health among college students and young working adults. This study was a 2-arm, unblinded, randomized controlled trial comparing iMIND with iCBT. Participants were recruited online and offline via mass emails, advertisements in newspapers and magazines, announcement and leaflets in primary care clinics, and social networking sites. Eligible participants were randomized into either the iMIND (n=604) or the iCBT (n=651) condition. Participants received 8 Web-based sessions with information and exercises related to mindfulness or cognitive-behavioral principles. Telephone or email support was provided by trained first tier supporters who were supervised by the study's research team. Primary outcomes included mental and physical health-related measures, which were self-assessed online at preprogram, postprogram, and 3-month follow-up. Among the 1255 study participants, 213 and 127 completed the post- and 3-month follow-up assessment, respectively. Missing data were treated using restricted maximum likelihood estimation. Both iMIND (n=604) and iCBT (n=651) were efficacious in improving mental health, psychological distress, life satisfaction, sleep disturbance, and energy level. Both Internet-based mental health programs showed potential in improving the mental health from pre- to postassessment, and such improvement was sustained at the 3-month follow-up. The high attrition rate in this study suggests the need for refinement in future technology-based psychological programs. Mental health professionals need to team up with experts in information technology to increase personalization of Web-based interventions to enhance adherence. Chinese Clinical Trial Registry (ChiCTR): ChiCTR-TRC-12002623; https://www2.ccrb.cuhk.edu.hk/ registry/public/191 (Archived by WebCite at http://www.webcitation.org/6kxt8DjM4).","rct","Journal of Medical Internet Research","1","10.2196/jmir.6737","https://consensus.app/papers/the-efficacy-of-internetbased-mindfulness-training-and-mak-chio/fd7d28d788b75f1fbacabdd044974711/"
"Effectiveness of Online Positive Psychology Intervention on Psychological Well-Being Among Undergraduate Students","Online positive psychology intervention effectively increases psychological well-being among undergraduate students compared to a control group.","Phamornpun Yurayat, Thapanee Seechaliao",2021,20,"Positive psychology intervention is mediation that aims to promote quality of life and well-being. Current research integrating positive psychology with the Internet is called online positive psychology (OPP) which promotes and prevents mental health problems, improves well-being, and reduces depression. This experimental research aimed 1) to compare the psychological well-being of the experimental group that received online positive psychology intervention in the phase of pre-test, post-test, and follow up and 2) to compare the psychological well-being between the experimental group and the controlled group. The subjects were 24 undergraduate students from Mahasarakham University, Thailand, selected by purposive sampling. Thereafter, the subjects were equally divided into experimental and controlled groups. Measures used in this study were as follows: 1) the online positive psychology intervention to improve psychological well-being and 2) the scale of psychological well-being based on Ryff’s psychological well-being. The statistics used in the data analysis were the Friedman Test, Wilcoxon signed-rank test, and the Mann Whitney U Test. The results of the pre-test and the post-test showed that the mean scores of psychological well-being of the experimental group were significantly different at 0.05 levels. Additionally, the mean scores of psychological well-being between the experimental group and the controlled group in the phases of post-test and follow-up were significantly different at 0.05 levels. The online positive psychology intervention was effective in increasing the psychological well-being of undergraduate students.","","Journal of Education and Learning","","10.5539/jel.v10n4p143","https://consensus.app/papers/effectiveness-of-online-positive-psychology-yurayat-seechaliao/178d584c198c5259bf0b30608dde67ba/"
"Using the Intervention Mapping Approach to Develop a Mental Health Intervention: A Case Study on Improving the Reporting Standards for Developing Psychological Interventions","The Intervention Mapping approach and Theoretical Domains Framework can improve development reporting standards for psychological interventions, ensuring optimal impact and enabling scientific interrogation and replication.","J. van Agteren, M. Iasiello, K. Ali, D. Fassnacht, Gareth Furber, L. Woodyatt, A. Howard, M. Kyrios",2021,24,"Replicating or distilling information from psychological interventions reported in the scientific literature is hindered by inadequate reporting, despite the existence of various methodologies to guide study reporting and intervention development. This article provides an in-depth explanation of the scientific development process for a mental health intervention, and by doing so illustrates how intervention development methodologies can be used to improve development reporting standards of interventions. Intervention development was guided by the Intervention Mapping approach and the Theoretical Domains Framework. It relied on an extensive literature review, input from a multi-disciplinary group of stakeholders and the learnings from projects on similar psychological interventions. The developed programme, called the ""Be Well Plan"", focuses on self-exploration to determine key motivators, resources and challenges to improve mental health outcomes. The programme contains an online assessment to build awareness about one's mental health status. In combination with the exploration of different evidence-based mental health activities from various therapeutic backgrounds, the programme teaches individuals to create a personalised mental health and wellbeing plan. The use of best-practice intervention development frameworks and evidence-based behavioural change techniques aims to ensure optimal intervention impact, while reporting on the development process provides researchers and other stakeholders with an ability to scientifically interrogate and replicate similar psychological interventions.","","Frontiers in Psychology","2","10.3389/fpsyg.2021.648678","https://consensus.app/papers/using-the-intervention-mapping-approach-to-develop-a-agteren-iasiello/c3c9507e74ed580e85e54b8adbca5bd9/"
