Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Mindfulness-based interventions: an overall review","Mindfulness-based interventions (MBIs) are effective for improving various biopsychosocial conditions and are relatively safe, but more high-quality research is needed to confirm their cost-effectiveness and effectiveness in various health conditions.","Dexing Zhang, E. K. Lee, Eva Mak, CY Ho, S. Wong",2021,463,"This is an overall review on mindfulness-based interventions (MBIs). We identified studies in PubMed, EMBASE, CINAHL, PsycINFO, AMED, Web of Science and Google Scholar using keywords including 'mindfulness', 'meditation', and 'review', 'meta-analysis' or their variations. MBIs are effective for improving many biopsychosocial conditions, including depression, anxiety, stress, insomnia, addiction, psychosis, pain, hypertension, weight control, cancer-related symptoms and prosocial behaviours. It is found to be beneficial in the healthcare settings, in schools and workplace but further research is warranted to look into its efficacy on different problems. MBIs are relatively safe, but ethical aspects should be considered. Mechanisms are suggested in both empirical and neurophysiological findings. Cost-effectiveness is found in treating some health conditions. Inconclusive or only preliminary evidence on the effects of MBIs on PTSD, ADHD, ASD, eating disorders, loneliness and physical symptoms of cardiovascular diseases, diabetes, and respiratory conditions. Furthermore, some beneficial effects are not confirmed in subgroup populations. Cost-effectiveness is yet to confirm for many health conditions and populations. Many mindfulness systematic reviews and meta-analyses indicate low quality of included studies, hence high-quality studies with adequate sample size and longer follow-up period are needed. More research is needed on online mindfulness trainings and interventions to improve biopsychosocial health during the COVID-19 pandemic; Deeper understanding of the mechanisms of MBIs integrating both empirical and neurophysiological findings; Long-term compliance and effects of MBIs; and development of mindfulness plus (mindfulness+) or personalized mindfulness programs to elevate the effectiveness for different purposes.","systematic review","British Medical Bulletin","1","10.1093/bmb/ldab005","https://consensus.app/papers/mindfulnessbased-interventions-an-overall-review-zhang-lee/675c2932cb7459e99f1688e173b8376a/"
"The gut microbiota in anxiety and depression - A systematic review.","Gut microbiota may play a role in anxiety and depression, with higher abundance of proinflammatory species and lower short-chain fatty acid producing-bacteria.","C. Simpson, Carmela Díaz-Arteche, Djamila Eliby, O. Schwartz, J. Simmons, C. Cowan",2020,679,"","systematic review","Clinical psychology review","1","10.1016/j.cpr.2020.101943","https://consensus.app/papers/the-gut-microbiota-in-anxiety-and-depression-a-systematic-simpson-d%C3%ADaz-arteche/c30fbed7af94571f9929f03c9fe85630/"
"Intervention strategies to prevent mental health problems and improve resilience in employed parents from conception until the child is 5 years of age: a scoping review","Social support interventions for working parents can reduce mental health problems and improve resilience, but more research is needed to confirm their effectiveness.","N. Crombag, Bieke Bollen, Eline Vancoppenolle, Thomas Vandendriessche, Dagmar Versmissen, Martha Paisi, J. Shawe, S. Garthus-Niegel, Annick Bogaerts",2025,0,"To understand the extent and type of evidence in relation to the effectiveness of intervention strategies targeting working pregnant women, and their partners, for the prevention of mental health problems (depression, anxiety) and improving resilience, from conception until the child is 5 years of age. A scoping review was conducted searching Pubmed (including Medline), Embase, Web of Science Core Collection and Scopus. Inclusion criteria were based on population (employed parents), context (from -9 months to 5 years postpartum) and concept (mental health problems, resilience and prevention/ preventative interventions). Of the 17,699 papers screened, 3 full text papers were included. Studies focused on intervention strategies for working parents which showed a relationship with a reduction in mental health problems (depression and/or anxiety). The intervention strategies extracted from the literature referred to 'social support'. Social support provided by both the social and the work environment correlated with prenatal stress and depressive symptoms in the postpartum period, and supports a healthy work-family balance. Social support seems to have a positive association with the reduction of mental health problems. However, there are still important gaps in the literature such as a lack of RCT designs to test effectiveness of interventions and systematic reviews. Findings from this study may provide a roadmap for future research to close these gaps in knowledge.","systematic review","BMC Pregnancy and Childbirth","1","10.1186/s12884-024-07043-4","https://consensus.app/papers/intervention-strategies-to-prevent-mental-health-crombag-bollen/2deea37828445dd199d17ea4b371f13d/"
"A scoping review of digital interventions for the promotion of mental health and prevention of mental health conditions for young people","Digital mental health interventions using mobile apps and web interfaces show promise for promoting mental health and preventing mental health conditions in young people aged 10-24 years.","Evangelia Baka, Yi-Roe Tan, Brian Li Han Wong, Zhongyue Xing, Peiling Yap",2025,4,"Digital mental health (DMH) interventions leveraging digital technologies, such as mobile applications, web-based platforms, artificial intelligence and wearable devices, have emerged as a promising avenue for addressing the mental health needs of young people. This scoping review examines the landscape of primary and secondary preventive DMH interventions for young people aged 10-24 years. Six electronic databases were searched, leading to a final incorporation of 81 studies published between 2010 and 2022. Each of these studies corresponds to a unique DMH intervention. Our findings reveal that research activity in the area of promotive and preventive DMH interventions started gaining ground from 2019 onwards, with the majority of studies conducted in Australia and the USA. 70% of the total studies targeted the prevention of mental health conditions. Randomized controlled trials were the predominant study methodology, while mental well-being, depressive disorders, anxiety disorders, life skills and disorders specifically associated with stress were the most targeted mental health or well-being conditions. Finally, mobile applications and web interfaces were the most studied form of DMH interventions. Most of these applications have integrated advanced AI/ML algorithms to serve the purpose of personalization and real-time monitoring. However, there is a marked need for more emphasis on preventive and, especially, promotive mental health measures, as well as the active inclusion of low- and middle-income countries in future research.","systematic review","Oxford Open Digital Health","","10.1093/oodh/oqaf005","https://consensus.app/papers/a-scoping-review-of-digital-interventions-for-the-baka-tan/07b48ab01273517a8f045e88ba91a022/"
"Management of Anxiety and Depression in Adult Survivors of Cancer: ASCO Guideline Update","Psychological, educational, and psychosocial interventions improve depression and anxiety in adult cancer survivors, with pharmacologic management being inconsistent.","B. Andersen, C. Lacchetti, K. Ashing, J. Berek, B. Berman, S. Bolte, D. Dizon, B. Given, L. Nekhlyudov, W. Pirl, A. Stanton, J. Rowland",2023,141,"To update the American Society of Clinical Oncology guideline on the management of anxiety and depression in adult cancer survivors. A multidisciplinary expert panel convened to update the guideline. A systematic review of evidence published from 2013-2021 was conducted. The evidence base consisted of 17 systematic reviews ± meta analyses (nine for psychosocial interventions, four for physical exercise, three for mindfulness-based stress reduction [MBSR], and one for pharmacologic interventions), and an additional 44 randomized controlled trials. Psychological, educational, and psychosocial interventions led to improvements in depression and anxiety. Evidence for pharmacologic management of depression and anxiety in cancer survivors was inconsistent. The lack of inclusion of survivors from minoritized groups was noted and identified as an important consideration to provide high-quality care for ethnic minority populations. It is recommended to use a stepped-care model, that is, provide the most effective and least resource-intensive intervention based on symptom severity. All oncology patients should be offered education regarding depression and anxiety. For patients with moderate symptoms of depression, clinicians should offer cognitive behavior therapy (CBT), behavioral activation (BA), MBSR, structured physical activity, or empirically supported psychosocial interventions. For patients with moderate symptoms of anxiety, clinicians should offer CBT, BA, structured physical activity, acceptance and commitment therapy, or psychosocial interventions. For patients with severe symptoms of depression or anxiety, clinicians should offer cognitive therapy, BA, CBT, MBSR, or interpersonal therapy. Treating clinicians may offer a pharmacologic regimen for depression or anxiety for patients who do not have access to first-line treatment, prefer pharmacotherapy, have previously responded well to pharmacotherapy, or have not improved following first-line psychological or behavioral management.Additional information is available at www.asco.org/survivorship-guidelines.","systematic review","Journal of Clinical Oncology","1","10.1200/jco.23.00293","https://consensus.app/papers/management-of-anxiety-and-depression-in-adult-survivors-of-andersen-lacchetti/bfa4619e99805819979a29a688ec27b8/"
"Non-pharmacological interventions for perinatal depression and anxiety among adolescent mothers: A systematic review and meta-analysis.","Non-pharmacological interventions, specifically CBT and IPT, may be effective in treating perinatal depression among adolescent mothers.","Matiko Mwita, Deborah Dewey, E. Konje, S. Patten",2025,4,"","meta-analysis","Journal of affective disorders","1","10.1016/j.jad.2025.03.056","https://consensus.app/papers/nonpharmacological-interventions-for-perinatal-mwita-dewey/f9349e4fb9ed528a94f44cf460001274/"
"Lifestyle interventions for bipolar disorders: A systematic review and meta-analysis","Lifestyle interventions targeting diet, physical activity, sleep, stress management, and social relationships can significantly improve depressive symptoms and functioning in bipolar disorder patients.","Mario Simjanoski, Swara Patel, Raquel B. De Boni, V. Balanzá-Martínez, B. Frey, L. Minuzzi, F. Kapczinski, T. Cardoso",2023,24,"","meta-analysis","Neuroscience & Biobehavioral Reviews","1","10.1016/j.neubiorev.2023.105257","https://consensus.app/papers/lifestyle-interventions-for-bipolar-disorders-a-simjanoski-patel/8cc93f99cd2c5e8aba46979487e70f2d/"
"The Effect of Lifestyle Interventions on Anxiety, Depression and Stress: A Systematic Review and Meta-Analysis of Randomized Clinical Trials","Lifestyle interventions, such as physical activity, dietary changes, and sleep hygiene, effectively reduce depression, anxiety, and stress symptoms, offering an accessible and cost-effective alternative to traditional treatments.","Sohrab Amiri, Nailah Mahmood, S. Javaid, Moien A. B. Khan",2024,10,"Depression, anxiety, and stress are common mental health issues that affect individuals worldwide. This systematic review and meta-analysis examined the effectiveness of various lifestyle interventions including physical activity, dietary changes, and sleep hygiene in reducing the symptoms of depression, anxiety, and stress. Using stress as an outcome and conducting detailed subgroup analyses, this study provides novel insights into the differential effects of lifestyle interventions across diverse populations. Five databases were systematically searched: PubMed, Web of Science, Scopus, Cochrane Library, and Google Scholar, for gray literature searches. Keywords were used to search each database. The search period was from the conception of the databases until August 2023 and was conducted in English. For each analysis, Hedges' g was reported with a 95% confidence interval (CI) based on the random-effects method. Subgroups were analyzed and heterogeneity and publication bias were examined. Ninety-six randomized clinical trial studies were included in this meta-analysis. Lifestyle interventions reduced depression (Hedges g -0.21, 95% confidence interval -0.26, -0.15;< 0.001;= 56.57), anxiety (Hedges g -0.24, 95% confidence interval -0.32, -0.15;< 0.001;= 59.25), and stress (-0.34, -0.11;< 0.001;= 61.40). Lifestyle interventions offer a more accessible and cost-effective alternative to traditional treatments and provide targeted benefits for different psychological symptoms.","meta-analysis","Healthcare","","10.3390/healthcare12222263","https://consensus.app/papers/the-effect-of-lifestyle-interventions-on-anxiety-amiri-mahmood/d86076fac03053a5ad2e32ad11ca7efd/"
"Cost-effectiveness evidence of mental health prevention and promotion interventions: A systematic review of economic evaluations","Most mental health prevention and promotion interventions are cost-effective or cost-saving, with targeted prevention being more cost-effective than universal prevention.","Long Khanh-Dao Le, Adrian Cuevas Esturas, C. Mihalopoulos, Oxana Chiotelis, Jessica Bucholc, M. Chatterton, Lidia Engel",2021,162,"The prevention of mental disorders and promotion of mental health and well-being are growing fields. Whether mental health promotion and prevention interventions provide value for money in children, adolescents, adults, and older adults is unclear. The aim of the current study is to update 2 existing reviews of cost-effectiveness studies in this field in order to determine whether such interventions are cost-effective. Electronic databases (including MEDLINE, PsycINFO, CINAHL, and EconLit through EBSCO and Embase) were searched for published cost-effectiveness studies of prevention of mental disorders and promotion of mental health and well-being from 2008 to 2020. The quality of studies was assessed using the Quality of Health Economic Studies Instrument (QHES). The protocol was registered with PROSPERO (# CRD42019127778). The primary outcomes were incremental cost-effectiveness ratio (ICER) or return on investment (ROI) ratio across all studies. A total of 65 studies met the inclusion criteria of a full economic evaluation, of which, 23 targeted children and adolescents, 35 targeted adults, while the remaining targeted older adults. A large number of studies focused on prevention of depression and/or anxiety disorders, followed by promotion of mental health and well-being and other mental disorders. Although there was high heterogeneity in terms of the design among included economic evaluations, most studies consistently found that interventions for mental health prevention and promotion were cost-effective or cost saving. The review found that targeted prevention was likely to be cost-effective compared to universal prevention. Screening plus psychological interventions (e.g., cognitive behavioural therapy [CBT]) at school were the most cost-effective interventions for prevention of mental disorders in children and adolescents, while parenting interventions and workplace interventions had good evidence in mental health promotion. There is inconclusive evidence for preventive interventions for mental disorders or mental health promotion in older adults. While studies were of general high quality, there was limited evidence available from low- and middle-income countries. The review was limited to studies where mental health was the primary outcome and may have missed general health promoting strategies that could also prevent mental disorder or promote mental health. Some ROI studies might not be included given that these studies are commonly published in grey literature rather than in the academic literature. Our review found a significant growth of economic evaluations in prevention of mental disorders or promotion of mental health and well-being over the last 10 years. Although several interventions for mental health prevention and promotion provide good value for money, the varied quality as well as methodologies used in economic evaluations limit the generalisability of conclusions about cost-effectiveness. However, the finding that the majority of studies especially in children, adolescents, and adults demonstrated good value for money is promising. Research on cost-effectiveness in low-middle income settings is required. PROSPERO registration number: CRD42019127778.","systematic review","PLoS Medicine","1","10.1371/journal.pmed.1003606","https://consensus.app/papers/costeffectiveness-evidence-of-mental-health-prevention-le-esturas/03a08d868a3e5da89e19b0b3e742a112/"
"Exercise as a therapeutic modality for the prevention and treatment of depression","Exercise can be a therapeutic modality for improving cardiovascular health and psychological well-being, with increasing evidence supporting its use as an adjunctive treatment for major depressive disorder.","J. Blumenthal, A. Rozanski",2023,61,"","systematic review","Progress in cardiovascular diseases","1","10.1016/j.pcad.2023.02.008","https://consensus.app/papers/exercise-as-a-therapeutic-modality-for-the-prevention-and-blumenthal-rozanski/e465c0703a5c50edafc1fd29475cbbbd/"
"Addressing the mental health impact of COVID-19 through population health","A population mental health approach focusing on social risk factors and pandemic stressors can effectively address the mental health impact of COVID-19.","M. Boden, L. Zimmerman, Kathryn J. Azevedo, J. Ruzek, Sasha Gala, Hoda S. Abdel Magid, N. Cohen, R. Walser, N. Mahtani, K. Hoggatt, C. McLean",2021,184,"","systematic review","Clinical Psychology Review","1","10.1016/j.cpr.2021.102006","https://consensus.app/papers/addressing-the-mental-health-impact-of-covid19-through-boden-zimmerman/793561f33a115a25b5af0e23103c2a22/"
"The efficacy of psychological interventions for the prevention and treatment of mental health disorders in university students: A systematic review and meta-analysis.","Psychological interventions show promise for treating anxiety, depression, and eating disorders in university students, but PTSD and self-harm show limited effects.","P. Barnett, Laura-Louise Arundell, R. Saunders, H. Matthews, S. Pilling",2020,83,"","meta-analysis","Journal of affective disorders","1","10.1016/j.jad.2020.10.060","https://consensus.app/papers/the-efficacy-of-psychological-interventions-for-the-barnett-arundell/44014ff849be5dff8b9ec7631b06681a/"
"Proactive approaches to preventing postpartum depression in non-depressive pregnant women: a comprehensive scoping review","Proactive interventions, particularly psychoeducational and mindfulness programs, show promising potential in preventing postpartum depression in non-depressive pregnant women.","Nga Thi Nguyen, S. Pengpid",2025,6,"Postpartum depression is a significant global health challenge that affects mothers, infants, and families. Although various preventive strategies show promise, comprehensive reviews evaluating interventions among pregnant women without a clinical diagnosis of depression remain limited. This scoping review aims to identify and synthesize the existing evidence on proactive postpartum depression prevention programs initiated during pregnancy. Following PRISMA guidelines for scoping reviews, we systematically searched PubMed and Scopus, supplemented by manual reference reviews. Our search strategy combined terms related to postpartum depression, pregnancy, and preventive interventions. Studies were included if they evaluated interventions conducted during pregnancy, targeting women without a clinical diagnosis of depression, and assessed PPD outcomes using established diagnostic criteria or validated screening tools. Only English-language articles published between 2013 and 2023 were considered. A total of 49 studies met the inclusion criteria. Interventions were categorized into nine themes: psychoeducation ( = 18), home visits ( = 6), cognitive behavioral therapy (CBT) ( = 6), mindfulness ( = 6), exercise ( = 4), dietary supplements ( = 3), interpersonal therapy (IPT) ( = 4), consultation ( = 1), and inhalation aromatherapy ( = 1). Psychoeducational and mindfulness-based interventions consistently reduce PPD risk, particularly when delivered in structured, theory-driven formats and incorporating family support. Digital CBT interventions demonstrated limited effectiveness due to lower engagement, while home-visit and consultation-based interventions were effective when integrated into existing maternal healthcare despite scalability challenges. Exercise and dietary supplement interventions yielded inconsistent outcomes, indicating that factors such as adherence, duration, and intensity are crucial determinants of effectiveness. Various proactive interventions are available to prevent PPD, and this scoping review systematically maps the different strategies used and their outcomes. Proactive, theory-based, and multi-component interventions, particularly psychoeducational and mindfulness programs, demonstrate promising potential. Future research should emphasize evaluating long-term outcomes, optimizing digital engagement strategies, and developing culturally tailored models to enhance scalability and accessibility across diverse populations, including low-resource settings.","systematic review","Frontiers in Global Women's Health","1","10.3389/fgwh.2025.1497740","https://consensus.app/papers/proactive-approaches-to-preventing-postpartum-nguyen-pengpid/8020f94c2b635fafbae9267db6fb133f/"
"Person-directed burnout intervention for nurses: A systematic review of psychoeducational approaches","Psychoeducational interventions, such as mindfulness-based interventions and cognitive-behavioral therapy, effectively reduce nurse burnout, but long-term sustainability requires further investigation.","Ili Abdullah Sharin, Norehan Jinah, Pangie Bakit, Izzuan Khirman Adnan, Norhaniza Zakaria, Siti Zubaidah Ahmad Subki, Nursyahda Zakaria, Kun Yun Lee",2025,6,"Nurse burnout is a pervasive issue impacting their well-being and patient care quality. Recognized by the World Health Organization as an ""occupational phenomenon,"" burnout results from inadequately managed chronic workplace stress and manifests as emotional exhaustion, depersonalization, and reduced personal accomplishment. This can lower the quality of life and increase turnover. Effective interventions are vital to overcome nurse burnout and its consequences. This systematic review explored and analyzed the effectiveness of person-directed psychoeducational interventions in reducing nurse burnout. A comprehensive search of five databases was conducted for studies published between 2014 and 2023, following PRISMA guidelines. Eligible studies that reported outcomes of psychoeducational interventions using validated evaluation tools were included. Data were extracted using standardized forms, and quality was assessed with Joanna Briggs Institute critical appraisal tools. A thematic narrative synthesis was performed. 27 studies met the inclusion criteria. Interventions including mindfulness-based interventions and cognitive-behavioral therapy, delivered either in combination or on their own, were shown to be effective in reducing nurses' burnout in 24 studies. However, the sustainability of these effects varied, with limited long-term follow-up data. Additionally, delivery formats (physical, digital, or combined), also influenced effectiveness, suggesting the importance of tailored interventions to specific contexts and needs of the target population. Psychoeducational interventions effectively reduce nurse burnout but need further investigation to ensure long-term sustainability. Future research should target diverse settings, incorporate objective and subjective outcome measures, and explore a broader range of interventions to strengthen evidence of burnout management strategies.","systematic review","PLOS One","1","10.1371/journal.pone.0322282","https://consensus.app/papers/persondirected-burnout-intervention-for-nurses-a-sharin-jinah/163544dbd77051f98eca0c80892fecdb/"
"The efficacy of self-guided internet and mobile-based interventions for preventing anxiety and depression - A systematic review and meta-analysis.","Self-guided internet and mobile-based interventions show potential in preventing depression and reducing anxiety symptoms, but their ability to prevent anxiety is less clear.","Daniel Edge, Edward R Watkins, Jenny Limond, Jane Mugadza",2023,29,"","meta-analysis","Behaviour research and therapy","1","10.1016/j.brat.2023.104292","https://consensus.app/papers/the-efficacy-of-selfguided-internet-and-mobilebased-edge-watkins/bc4538e48632578898e4f4b6f07ffea5/"
"Mindfulness-Based Cognitive Therapy in Clinical Practice: A Systematic Review of Neurocognitive Outcomes and Applications for Mental Health and Well-Being","Mindfulness-based cognitive therapy (MBCT) effectively reduces symptoms of depression, anxiety, and stress, and enhances cognitive functions and emotional regulation across diverse populations.","E. Gkintoni, S. Vassilopoulos, Georgios Nikolaou",2025,26,": This systematic review outlines the neurocognitive outcomes and mechanisms of mindfulness-based cognitive therapy (MBCT) that influence subjective well-being. MBCT is a clinical intervention that integrates cognitive therapy with mindfulness practices to prevent depression relapses and improve mental health.: The review focuses on the effects of MBCT on brain structure changes, cognitive processes, and emotional regulation, which are related to improvements in subjective well-being. A total of 87 studies were included in the review to assess the effectiveness of MBCT.: Evidence from the studies highlights the effectiveness of MBCT in reducing symptoms of depression, anxiety, and stress. MBCT was also shown to enhance cognitive functions and emotional regulation across diverse populations. These findings point to the potential for MBCT to induce neuroplastic changes in the brain and widen the applicability of the treatment for a variety of disorders, calling for further research into long-term benefits and underlying neurobiological mechanisms.: The review emphasizes the potential of MBCT to bring about neuroplastic changes, calling for further research into its long-term benefits and the underlying neurobiological mechanisms. This study underlines the need to incorporate multidisciplinary measures by integrating psychology and neuroscience to comprehend comprehensively the effects of MBCT.","systematic review","Journal of Clinical Medicine","1","10.3390/jcm14051703","https://consensus.app/papers/mindfulnessbased-cognitive-therapy-in-clinical-practice-gkintoni-vassilopoulos/df00bd4543ad546194f1e033e24ff82a/"
"Integrative Oncology Care of Symptoms of Anxiety and Depression in Adults With Cancer: Society for Integrative Oncology–ASCO Guideline","Mindfulness-based interventions, yoga, relaxation, music therapy, reflexology, and aromatherapy are recommended for managing anxiety and depression symptoms in adults with cancer.","L. Carlson, Nofisat Ismaila, E. Addington, Gary N. Asher, C. Atreya, L. Balneaves, J. Bradt, Nina Fuller-Shavel, Joseph Goodman, C. Hoffman, Alissa Huston, Ashwin Mehta, C. Paller, Kimberly Richardson, D. Seely, C. Siwik, J. Temel, J. Rowland",2023,128,"To provide evidence-based recommendations to health care providers on integrative approaches to managing anxiety and depression symptoms in adults living with cancer. The Society for Integrative Oncology and ASCO convened an expert panel of integrative oncology, medical oncology, radiation oncology, surgical oncology, palliative oncology, social sciences, mind-body medicine, nursing, methodology, and patient advocacy representatives. The literature search included systematic reviews, meta-analyses, and randomized controlled trials published from 1990 through 2023. Outcomes of interest included anxiety or depression symptoms as measured by validated psychometric tools, and adverse events. Expert panel members used this evidence and informal consensus with the Guidelines into Decision Support methodology to develop evidence-based guideline recommendations. The literature search identified 110 relevant studies (30 systematic reviews and 80 randomized controlled trials) to inform the evidence base for this guideline. Recommendations were made for mindfulness-based interventions (MBIs), yoga, relaxation, music therapy, reflexology, and aromatherapy (using inhalation) for treating symptoms of anxiety during active treatment; and MBIs, yoga, acupuncture, tai chi and/or qigong, and reflexology for treating anxiety symptoms after cancer treatment. For depression symptoms, MBIs, yoga, music therapy, relaxation, and reflexology were recommended during treatment, and MBIs, yoga, and tai chi and/or qigong were recommended post-treatment. Issues of patient-health care provider communication, health disparities, comorbid medical conditions, cost implications, guideline implementation, provider training and credentialing, and quality assurance of natural health products are discussed. While several approaches such as MBIs and yoga appear effective, limitations of the evidence base including assessment of risk of bias, nonstandardization of therapies, lack of diversity in study samples, and lack of active control conditions as well as future research directions are discussed.Additional information is available at www.asco.org/survivorship-guidelines.","systematic review","Journal of Clinical Oncology","1","10.1200/jco.23.00857","https://consensus.app/papers/integrative-oncology-care-of-symptoms-of-anxiety-and-carlson-ismaila/277b83e7cc7c523b8b5c71098f61b3ae/"
"A Review of Burnout Psychiatric Consequences","Burnout in healthcare professionals is linked to increased rates of depression, anxiety, PTSD, and suicidality, but targeted interventions can help mitigate its psychiatric consequences.","Alexandru Ungurianu, A. Ciubara, O. Ciobotaru",2025,1,"Burnout in healthcare professionals is a critical occupational health concern with significant psychiatric implications. It is strongly linked to higher risks of depression, anxiety, PTSD, and suicidality. This systematic review synthesises existing literature on the prevalence, risk factors, mental health consequences, and psychotherapeutic interventions for burnout in healthcare professionals, integrating findings from seven included studies. A systematic literature search was conducted across three major databases (PubMed, Web of Science, and Google Scholar) in accordance with PRISMA 2020 standardised guidelines. Eligible studies included systematic reviews, meta-analyses, and observational studies (cross-sectional, group, and case-control) published within the last five years. The initial search yielded 5,000 articles, of which 1,200 duplicates were removed. After title, abstract and content screening, 100 full-text articles were assessed for eligibility. Ultimately, seven studies met the inclusion criteria and were included in this review. The burnout prevalence varied significantly across studies, with reported rates ranging from 30% to 75%, particularly among physicians, nurses, and emergency healthcare workers. The most frequently identified risk factors included high workload, emotional exhaustion, limited autonomy, and inadequate institutional support. Notably, burnout was found to correlate with psychiatric symptoms, including increased rates of major depressive disorder, generalised anxiety disorder, PTSD, and suicidal ideation. Neurobiological findings suggest that burnout shares common pathways with stress-related psychiatric conditions, including dysregulation of the hypothalamic-pituitary-adrenal (HPA) axis and altered connectivity in brain regions associated with emotional regulation. The consequences of burnout extended beyond mental health deterioration to include cognitive impairment, impaired clinical decision-making, and higher medical error rates, posing risks to both healthcare providers and patients. Despite the severity of these outcomes, several interventions demonstrated effectiveness in mitigating burnout and its psychiatric sequelae. These included structured cognitive-behavioural therapy (CBT), mindfulness-based stress reduction (MBSR), peer support networks, and resilience training programmes. Institutional strategies, such as workload redistribution and mental health screening, were also found to be beneficial in preventing the escalation of burnout into more severe psychiatric disorders. The burnout syndrome represents a significant psychiatric and occupational health crisis in healthcare, necessitating targeted interventions at both individual and systemic levels. The integration of mental health screening protocols, early psychiatric intervention, and structured psychological support, within healthcare settings can play a pivotal role in preventing burnout-related mental health disorders. Future research should prioritise longitudinal studies and multimodal approaches—incorporating neuroimaging, biomarker analysis, and real-time monitoring—to better understand the psychiatric dimensions of burnout and develop sustainable intervention frameworks.","systematic review","BRAIN. Broad Research in Artificial Intelligence and Neuroscience","","10.70594/brain/16.3/36","https://consensus.app/papers/a-review-of-burnout-psychiatric-consequences-ungurianu-ciubara/2d54a650de8455948823e0d8cf5c2e97/"
"Effectiveness of physical activity interventions for improving depression, anxiety and distress: an overview of systematic reviews","Physical activity is highly beneficial for improving symptoms of depression, anxiety, and distress across a wide range of adult populations, with higher intensity activity showing greater improvements.","Ben Singh, T. Olds, R. Curtis, D. Dumuid, Rosa Virgara, Amanda Watson, Kim Szeto, Edward J. O’Connor, Ty Ferguson, Emily Eglitis, Aaron Miatke, Catherine Simpson, C. Maher",2023,606,"To synthesise the evidence on the effects of physical activity on symptoms of depression, anxiety and psychological distress in adult populations. Umbrella review. Twelve electronic databases were searched for eligible studies published from inception to 1 January 2022. Systematic reviews with meta-analyses of randomised controlled trials designed to increase physical activity in an adult population and that assessed depression, anxiety or psychological distress were eligible. Study selection was undertaken in duplicate by two independent reviewers. Ninety-seven reviews (1039 trials and 128 119 participants) were included. Populations included healthy adults, people with mental health disorders and people with various chronic diseases. Most reviews (n=77) had a critically low A MeaSurement Tool to Assess systematic Reviews score. Physical activity had medium effects on depression (median effect size=-0.43, IQR=-0.66 to -0.27), anxiety (median effect size=-0.42, IQR=-0.66 to -0.26) and psychological distress (effect size=-0.60, 95% CI -0.78 to -0.42), compared with usual care across all populations. The largest benefits were seen in people with depression, HIV and kidney disease, in pregnant and postpartum women, and in healthy individuals. Higher intensity physical activity was associated with greater improvements in symptoms. Effectiveness of physical activity interventions diminished with longer duration interventions. Physical activity is highly beneficial for improving symptoms of depression, anxiety and distress across a wide range of adult populations, including the general population, people with diagnosed mental health disorders and people with chronic disease. Physical activity should be a mainstay approach in the management of depression, anxiety and psychological distress. CRD42021292710.","systematic review","British Journal of Sports Medicine","1","10.1136/bjsports-2022-106195","https://consensus.app/papers/effectiveness-of-physical-activity-interventions-for-singh-olds/07823b6280ea5a959b9e5479f1929e78/"
"Farmer Mental Health Interventions: A Systematic Review","Farmer mental health interventions show potential, but more rigorous evaluation is needed to confirm their effectiveness and inform policy decisions.","Terasa Younker, H. Radunovich",2021,83,"The prevalence of mental health disorders and suicide amongst agricultural producers is a global problem. Community leaders, researchers, policymakers, and clinicians have mobilized to develop programs to address this issue. This study reviewed a wide range of mental health interventions targeting farmer mental health spanning over 50 years and examined their reported effectiveness and constraints. A total of ninety-two articles on farmer mental health were included in a final systematic review. Most articles were written concerning mental health literacy and peer and paraprofessional support interventions in the United States and Australia. Among the 56 studies reporting empirical evaluative data, 21 were mixed-method, 20 quantitative, 11 qualitative, and 5 literature synthesis. Non-experimental, self-reported, and qualitative data suggest efficacy of mental health literacy programs, peer and paraprofessional support, and community-based and agroecological interventions. However, most interventions were not subject to rigorous evaluation and only one intervention was evaluated using a control condition. The heterogeneity of existing studies and paucity of rigorous evaluation proscribes firm conclusions related to program-type efficacy. This review demonstrates that there is still a need for a stronger and broader evidence base in the field of farmer mental health interventions, which should focus on both holistic, multi-component programs and targeted approaches.","systematic review","International Journal of Environmental Research and Public Health","2","10.3390/ijerph19010244","https://consensus.app/papers/farmer-mental-health-interventions-a-systematic-review-younker-radunovich/c2c603a12b7754bba97f658c963089b6/"
