Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Online cognitive stimulation intervention (CSI): A novel approach to improve cognitive functions in healthy older adults.","Cognitive stimulation using online shopping activities on mobile phones is beneficial for older adults' cognitive function, with near transfer effects observed across both trained and untrained applications.","Samira Vafa, Min Hooi Yong, Aleya A. Marzuki, Alvin Lai Oon Ng, Alexandre Schaefer",2025,0,"Cognitive interventions demonstrate promising evidence for minimizing cognitive decline in older adults yet are often criticized for their lack of ecological validity. We designed a real-life intervention using mobile-based shopping applications over 22 weeks and examined its effects on cognitive function. We recruited 102 healthy Malaysian older adults (= 66.18,= 4.95) who were randomly assigned to three conditions: experimental, active control, and passive control. The first two groups had weekly sessions but not the latter. The experimental group completed tasks designed to assess inhibition and working memory-updating using online shopping applications (trained applications) with varying difficulty levels, whereas active control participants freely interacted with the same applications without any training instructions. All groups completed assessment sessions in the baseline, posttest, and a 1-month follow-up, including noncomputerized versions of Stroop, Digit Span, and the Paced Auditory Serial Addition Test, and an untrained application (Tripadvisor) measuring inhibition and working memory-updating. Data were analyzed using Bayesian analysis of variance and multivariate multiple regression. Results showed that the experimental group performed better in the Paced Auditory Serial Addition Test-3 s compared to the passive control, suggesting training gains in working memory-updating. The experimental group performed better in inhibition and working memory-updating in the untrained application compared to both control groups, indicating a near transfer effect. In summary, our findings provide evidence that cognitive stimulation by tasks using online shopping activities on mobile phones is beneficial for older adults' cognitive function. (PsycInfo Database Record (c) 2025 APA, all rights reserved).","rct","Psychology and aging","1","10.1037/pag0000911","https://consensus.app/papers/online-cognitive-stimulation-intervention-csi-a-novel-vafa-yong/2c9993df9879568198863ecc10978ed2/"
"Enhancing cognitive resilience: a narrative review of lifestyle interventions in cognitive decline prevention among older adults","Lifestyle interventions, such as dietary modifications, cognitive training, and physical exercise, can effectively preserve cognitive function and delay cognitive decline in older adults.","Sharma Saksham, Mihir Dabhi, Gandhi Dhruv, Gokulakrishnan",2024,1,"Background: The increasing prevalence of cognitive decline and neurodegenerative disorders among ageing populations necessitates effective preventive strategies. Lifestyle interventions, including dietary modifications, cognitive training, and physical exercise, have emerged as promising avenues for enhancing cognitive resilience. This narrative review synthesizes current evidence on the efficacy of lifestyle interventions in preventing or delaying cognitive decline among older adults. Methods and Materials: A systematic search was conducted across databases, including PubMed and Google Scholar, using the PICO framework to formulate a precise research question. Inclusion criteria encompassed diverse study designs, focusing on older adults aged 65 years and above, diagnosed with mild cognitive impairment (MCI) or early-stage Alzheimer's disease (AD). Lifestyle interventions targeting cognitive health were compared against standard care or alternative non-pharmacological approaches, with primary outcomes including changes in cognitive function and activities of daily living (ADLs). Objectives: The review aimed to evaluate the effectiveness of lifestyle interventions, such as cognitive training, dietary modifications, and physical exercise, in preserving cognitive function and delaying cognitive decline among older adults. Results: The synthesis of evidence revealed significant benefits associated with lifestyle interventions. Dietary patterns rich in antioxidants, anti-inflammatory compounds, and essential fatty acids demonstrated neuroprotective effects and reduced cognitive decline risk. Physical exercise programs and cognitive stimulation interventions also showed promise in maintaining cognitive function. Multimodal approaches, personalized interventions, and long-term follow-ups emerged as key considerations for optimizing outcomes.","systematic review","InterConf","","10.51582/interconf.19-20.06.2024.028","https://consensus.app/papers/enhancing-cognitive-resilience-a-narrative-review-of-saksham-dabhi/ea624844dfe25201bad99a50c0beeaaa/"
"Investigating the effects of a randomized, double-blinded aerobic, resistance, and cognitive training clinical trial on neurocognitive function in older adults with cardiovascular risk factors: the ACTIONcardioRisk protocol","Combining cognitive training with exercise training may improve cognitive performance in older adults with cardiovascular risk factors.","L. Bherer, T. Vrinceanu, E. Dupuy, M. Gayda, Thomas Vincent, Pierre-Olivier Magnan, Hânieh Mohammadi, Claudine J. Gauthier, C. Gagnon, Simon Duchesne, Kirk I Erickson, Daniel Gagnon, F. Lesage, Sonia Lupien, J. Poirier, Marie-Pierre Dube, É. Thorin, M. Juneau, Juliana Breton, S. Belleville, Guylaine Ferland, F. Gaudreau-Majeau, Caroll-Ann Blanchette, Paolo Vitali, Anil Nigam",2025,0,"Lifestyle factors like exercise and cognitive stimulation might help improve cognitive performance in older adults. However, studies investigating this, reported mixed results. Most of the data supporting the benefit of exercise comes from cross-sectional studies, cohort studies, or short intervention studies of 3-6 months with poorly designed control groups. Meta-analyses suggest that longer intervention studies of around 1 year are more likely to show cognitive improvements and changes in brain biomarkers. Moreover, the type and content and optimal dose of the training program that best predict improvement in cognition is still poorly understood. Latest studies suggest that combining cognitive training with exercise training might have an added benefit. Moreover, functional and structural cerebral mechanisms involved are still poorly documented. Finally, few studies have systematically investigated the potential impact that cardiovascular risk factors (CVRF) progression might have on training neurocognitive outcomes. 159 seniors over the age of 60 with CVRF and no contraindications to exercise will be assigned to one of the three 1-year training programs: (1) Physical exercise intervention (aerobic and resistance exercises); (2) Multidomain intervention (combined cognitive training with aerobic and resistance exercises); or (3) Active control (stretching and toning exercises). All interventions take place 3 times a week, are supervised and individualized to each participant's profile. Assessments will be administered before, half-way and after the intervention: cognition (primary outcome), cerebral imaging with a focus on cerebrovascular mechanisms (secondary outcomes), and exploratory outcomes (genetic profile, chronic stress biomarkers, metabolic function, inflammation markers, mood, sleep, and diet). The present design uses a 12-month intervention period to maximize the likelihood of identifying the cerebrovascular markers involved in exercise training effects on cognitive performance in individuals with CVRF. Moreover, we measure a series of exploratory outcomes that could also play a role in modulating the effect of the multidomain training on cognition. This will allow an investigation of their potential mediating role on the primary outcomes. [https://clinicaltrials.gov/] identifier [NCT04962061].","rct","Frontiers in Aging Neuroscience","2","10.3389/fnagi.2025.1605128","https://consensus.app/papers/investigating-the-effects-of-a-randomized-doubleblinded-bherer-vrinceanu/f4d3f720855a53d2b677cd013aaf0699/"
"Multi-Domain Interventions for Dementia Prevention–A Systematic Review","Multi-domain lifestyle interventions, including cognitive training, dietary improvements, and physical activity, may prevent or delay cognitive decline in older adults at risk of dementia.","C. Castro, L. Costa, C. B. Dias, J. Chen, H. Hillebrandt, S. Gardener, B. Brown, R. Loo, M. Garg, S. Rainey-Smith, Ralph N Martins, H. Sohrabi",2023,33,"There is a growing incidence of cognitive decline and dementia associated with the ageing population. Lifestyle factors such as diet, physical activity, and cognitive activities may individually or collectively be undertaken to increase one's odds of preventing cognitive decline and future dementia. This study will examine whether clinical trials using multidomain lifestyle intervention can significantly decrease the risk of cognitive decline and therefore dementia. This systematic literature review of multidomain lifestyle interventions for the prevention of cognitive decline and dementia followed the PRISMA guidelines. Clinical trials involving multidomain intervention (i.e., diet and physical activity, or without cognitive training) in older adults (≥ 49 years old) at higher risk of dementia were identified through 5 electronic databases (EMBASE, MEDLINE, CINAHL, Cochrane, and Scopus). A comprehensive search was performed to identify and retrieve publications until 15 November 2022. Trials were published in English. The included studies (n=15) assessed change in cognition in response to a multidomain lifestyle intervention. However, the cognitive outcome measures used in these studies were heterogeneous. Despite this heterogeneity, two thirds of the studies showed improvement in cognition following a multidomain intervention (n=10 with a total of 9,439 participants). However, five studies reported no improvement in cognition following the multidomain intervention. The most common form of dietary intervention included higher amount of fruit and vegetable intake; whole-grain cereal products instead of refined; low fat options in milk and meat products; and limiting sucrose intake to less than 50 g/day. Most clinical trial studies were powered to examining the effects of multidomain interventions in cognition but were not designed to test the contribution of individual domains (i.e., dietary changes, increased physical activity, or increased cognitive stimulation alone). This systematic review aimed to determine the effect of multimodal lifestyle interventions on cognitive outcomes in older adults at risk of dementia. We found that participants with conditions that may increase the risk of dementia, (e.g., hypertension, cardiovascular fragility) do benefit from multi-modal lifestyle changes including diet, physical activity, and cognitive training. Two thirds of studies using multidomain lifestyle interventions showed improvements in cognitive function. Trials with a focus on cognitive training, dietary improvement, and physical activity may prevent or delay cognitive decline in older adults including those at risk of developing dementia. Future studies should consider longer follow-up periods and adequate power to be able to examine the effects of each lifestyle component in the context of multimodal interventions.","systematic review","The journal of nutrition, health & aging","1","10.1007/s12603-023-2046-2","https://consensus.app/papers/multidomain-interventions-for-dementia-prevention%E2%80%93a-castro-costa/da97d5c19a4a500988f237125eafb964/"
"Mindfulness-Based Cognitive Therapy in Clinical Practice: A Systematic Review of Neurocognitive Outcomes and Applications for Mental Health and Well-Being","Mindfulness-based cognitive therapy (MBCT) effectively reduces symptoms of depression, anxiety, and stress, and enhances cognitive functions and emotional regulation across diverse populations.","E. Gkintoni, S. Vassilopoulos, Georgios Nikolaou",2025,26,": This systematic review outlines the neurocognitive outcomes and mechanisms of mindfulness-based cognitive therapy (MBCT) that influence subjective well-being. MBCT is a clinical intervention that integrates cognitive therapy with mindfulness practices to prevent depression relapses and improve mental health.: The review focuses on the effects of MBCT on brain structure changes, cognitive processes, and emotional regulation, which are related to improvements in subjective well-being. A total of 87 studies were included in the review to assess the effectiveness of MBCT.: Evidence from the studies highlights the effectiveness of MBCT in reducing symptoms of depression, anxiety, and stress. MBCT was also shown to enhance cognitive functions and emotional regulation across diverse populations. These findings point to the potential for MBCT to induce neuroplastic changes in the brain and widen the applicability of the treatment for a variety of disorders, calling for further research into long-term benefits and underlying neurobiological mechanisms.: The review emphasizes the potential of MBCT to bring about neuroplastic changes, calling for further research into its long-term benefits and the underlying neurobiological mechanisms. This study underlines the need to incorporate multidisciplinary measures by integrating psychology and neuroscience to comprehend comprehensively the effects of MBCT.","systematic review","Journal of Clinical Medicine","1","10.3390/jcm14051703","https://consensus.app/papers/mindfulnessbased-cognitive-therapy-in-clinical-practice-gkintoni-vassilopoulos/df00bd4543ad546194f1e033e24ff82a/"
"Targeting brain health in subjective cognitive decline: insights from a multidomain randomized controlled trial","A multidomain lifestyle intervention can enhance attention-executive function, reduce depressive symptoms, and increase functional connectivity in older adults with subjective cognitive decline.","E. Rolandi, A. Dodich, Sara Mandelli, N. Canessa, Clarissa Ferrari, F. Ribaldi, Giulio Munaretto, C. Ambrosi, R. Gasparotti, Davide Violi, Sandro Iannaccone, A. Marcone, A. Falini, G. Frisoni, S. Galluzzi, C. Cerami, E. Cavedo",2025,3,"Multidomain lifestyle interventions are a promising approach to prevent cognitive decline, but their effects in subjective cognitive decline (SCD) remain controversial. We investigated the effects of lifestyle interventions on cognition and brain integrity in these at-risk individuals. One-hundred twenty-eight older adults with SCD were randomly assigned to either Active Control Intervention (ACI), i.e. health education; Partial Intervention (PI), i.e. tramiprosate supplementation (100 mg/die) and dietary advice; or Multilevel Intervention (MI), i.e. PI plus computerized cognitive training and physical exercise, for one year. Neuropsychological assessment and MRI were performed at baseline and at 1-year follow-up. Analyses of covariance were used to measure the effects of interventions on predefined outcomes. The MI group significantly improved in attention-executive functioning (p = 0.003) compared to ACI (Cohen's d: 0.47, 95% CI 0.13-0.79). In addition, depressive symptoms (Cohen's d: - 0.48, 95% C.I. - 0.81 to - 0.14) and memory concerns (Cohen's d: - 0.77, 95% C.I. - 1.12 to - 0.41) decreased in the MI and PI respectively, relative to the ACI. The MI group also showed increased resting-state (i.e., intrinsic) brain activity in the right fronto-parietal executive network. No significant intervention effects on brain structural or vascular outcomes were found. The study shows that a multidomain lifestyle intervention can enhance attention-executive function, ameliorate depressive symptoms and increase functional connectivity in SCD. These findings support the role of lifestyle interventions in public health strategies to mitigate cognitive decline risk. The trial has been registered at the United States National Library of Medicine at the National Institutes of Health Registry of Clinical Trials under the code NCT04744922 on December 9th, 2017 ( https://www. gov/ct2/show/NCT03382353 ).","rct","Aging Clinical and Experimental Research","2","10.1007/s40520-025-03062-z","https://consensus.app/papers/targeting-brain-health-in-subjective-cognitive-decline-rolandi-dodich/5c9081e0488556d285798b403df45147/"
"The Effects of Combined Cognitive-Physical Interventions on Cognitive Functioning in Healthy Older Adults: A Systematic Review and Multilevel Meta-Analysis","Combined cognitive-physical training in healthy older adults improves balance and executive functions more effectively than single training, with greater gains in cognitive functions and fitness when performed in a social context.","Jennifer A. Rieker, J. Reales, Mónica Muiños, S. Ballesteros",2022,64,"Research has shown that both physical exercise and cognitive training help to maintain cognition in older adults. The question is whether combined training might produce additive effects when the group comparisons are equated in terms of exercise intensity and modality. We conducted a systematic electronic search in MEDLINE, PsycInfo, and Cochrane Central Register of Controlled Trials (CENTRAL) databases to identify relevant studies published up to February 2021. Seven hundred and eighty-three effect sizes were obtained from 50 published intervention studies, involving 6,164 healthy older adults, and submitted to a three-level meta-analysis. Results showed that combined training produced a small advantage in comparison to single cognitive training on executive functions, whereas both types of training achieved similar effects on attention, memory, language, processing speed, and global cognition. Combined training achieved higher training gains in balance than single physical training, indicating a transfer from cognitive training to balance. Performing cognitive and physical exercise simultaneously, and interactive training (e.g., exergames, square stepping) produced the largest gains in executive functions, speed, and global cognition, as well as the largest improvements in physical functions. Aerobic training was associated with higher effects in attention and fitness, whereas non-aerobic training produced larger effects in global cognition and balance. For all cognitive and physical outcomes, training resulted more advantageous when performed in a social context, even though individual training obtained similar results in balance as group training.www.crd.york.ac.uk/prospero/, identifier: CRD42020175632.","meta-analysis","Frontiers in Human Neuroscience","2","10.3389/fnhum.2022.838968","https://consensus.app/papers/the-effects-of-combined-cognitivephysical-interventions-rieker-reales/15b6f1cc80d5535ab883d6c2a2213b38/"
"Dietary Nucleotides Enhance Neurogenesis, Cognitive Capacity, Muscle Function, and Body Composition in Older Adults: A Randomized, Triple-Blind, Controlled Clinical Trial","Dietary nucleotide supplements, combined with spontaneous physical activity, enhance neurogenesis, cognitive capacity, muscle function, and body composition in older adults.","Javier Gené-Morales, Álvaro Juesas, Ángel Saez-Berlanga, Ezequiel G. Martin, Luis Garrigues-Pelufo, Brayan S. Sandoval-Camargo, Fernando Martín-Rivera, Iván Chulvi-Medrano, Pablo Jiménez-Martínez, Carlos Alix-Fages, P. Gargallo, Julio J Fernández-Garrido, Óscar Caballero, Agustín Jerez-Martínez, J. Colado",2025,2,"this study evaluated the differential effects of two distinct dietary nucleotide supplements, combined with spontaneous physical activity, on neuromuscular, cognitive, and metabolic adaptations in older adults. Sixty-nine physically independent older adults (aged 60-75 years) were randomly assigned to three groups: (1) a yeast nucleotides formulation (YN) standardized in a high content of free nucleotides (>40%) rich in all macro and micro nutrients naturally occurring in yeast cell (amino acids, minerals and B-group vitamin); (2) a neuro-based formulation (NF) consisting of a blend of monophosphate nucleotides 5'; or (3) a placebo. Participants maintained their spontaneous physical activities without structured exercise during a 10-week intervention. Assessments included physical function, cognitive performance, body composition, quality of life, and serum biomarkers of oxidative stress, inflammation, and neurogenesis. Both nucleotide-supplemented groups demonstrated significant improvements compared to placebo in physical performance (≤ 0.045), cognitive function (Trail Making Test B [TMT-B]:≤ 0.012), oxidative stress biomarkers (≤ 0.048), inflammatory cytokines (≤ 0.023), and quality-of-life parameters (≤ 0.047). Body composition remained stable in supplemented groups, whereas placebo increased fat mass (5.04%) and decreased muscle mass (-2.18%). Dietary nucleotide supplementation enhances the benefits of spontaneous physical activity across all measured variables in older adults, highlighting nucleotides as promising nutritional support for healthy aging. YN exhibited a trend toward greater inflammatory modulation, whereas NF showed a tendency toward enhanced neurotrophic effects and functional improvements, with a statistically significant improvement in the Timed Up and Go Test (= 0.014). These findings underscore the potential for tailored nucleotide-based interventions to optimize distinct physiological domains in aging populations.","rct","Nutrients","1","10.3390/nu17091431","https://consensus.app/papers/dietary-nucleotides-enhance-neurogenesis-cognitive-gen%C3%A9-morales-juesas/38abc0ad9f3858b7878c0cd536c4c58d/"
"Components of effective exergame-based training to improve cognitive functioning in middle-aged to older adults – A systematic review and meta-analysis","Exergame-based training improves cognitive functioning in middle-aged to older adults when incorporating body position, motor-cognitive training, training location, and exercise intensity.","P. Manser, Fabian Herold, E. D. Bruin",2024,27,"","meta-analysis","Ageing Research Reviews","1","10.1016/j.arr.2024.102385","https://consensus.app/papers/components-of-effective-exergamebased-training-to-manser-herold/9ed0162019cb5f9386451cfc808c855b/"
"Multi-domain Online Therapeutic Investigation Of Neurocognition (MOTION) – A randomized comparative-effectiveness study of two remotely delivered mind-body interventions for older adults with cognitive decline","Remotely delivered mind-body programs, such as multidomain mind-body program and traditional Chinese mind-body exercise (Tai Chi), may slow cognitive decline and potentially delay dementia onset in older adults with cognitive impairment.","Linda L Chao, Deborah E. Barnes, Margaret A. Chesney, Wolf E. Mehling, Jennifer Ann Lee, Cynthia Benjamin, H. Lavretsky, L. Ercoli, P. Siddarth, Katherine L. Narr",2025,2,"","rct","Contemporary clinical trials","1","10.1016/j.cct.2025.107811","https://consensus.app/papers/multidomain-online-therapeutic-investigation-of-chao-barnes/622ba2cf0bac5af388e3363e96b38b4b/"
"Egg intake and cognitive function in healthy adults: A systematic review of the literature","Moderate whole egg consumption may be associated with improvements in cognitive outcomes in healthy adults, including reduced dementia risk and better memory performance.","Nessmah Sultan, N. Kellow, C. Tuck, E. Cheng, C. MacMahon, J. Biesiekierski",2025,0,"","systematic review","The Journal of Nutrition, Health & Aging","1","10.1016/j.jnha.2025.100696","https://consensus.app/papers/egg-intake-and-cognitive-function-in-healthy-adults-a-sultan-kellow/f51b4062bb445c7d97a599ea41b95f08/"
"Risk reduction and precision prevention across the Alzheimer’s disease continuum: a systematic review of clinical trials combining multidomain lifestyle interventions and pharmacological or nutraceutical approaches","Well-designed interventions combining multidomain lifestyle interventions and pharmacological components may effectively improve cognition in individuals with Alzheimer's disease and related dementias.","Erika Bereczki, F. Mangialasche, M. Barbera, Paola Padilla, Y. Hara, Howard M. Fillit, A. Solomon, M. Kivipelto",2025,2,"","systematic review","The Journal of Prevention of Alzheimer's Disease","","10.1016/j.tjpad.2025.100367","https://consensus.app/papers/risk-reduction-and-precision-prevention-across-the-bereczki-mangialasche/cd4c679aa2c0504faed495dabe9611fc/"
"Digital game-based interventions for cognitive training in healthy adults and adults with cognitive impairment: protocol for a two-part systematic review and meta-analysis","Digital game-based interventions may improve cognitive function in healthy adults and those with cognitive impairments.","Shijie Tan, Joshua Tan, M. Raczkowska, Joshann Chean Wen Lee, Bina Rai, A. Remus, Dean Ho",2022,5,"Digital game-based training interventions are scalable solutions that may improve cognitive function for many populations. This protocol for a two-part review aims to synthesise the effectiveness and key features of digital game-based interventions for cognitive training in healthy adults across the life span and adults with cognitive impairment, to update current knowledge and impact the development of future interventions for different adult subpopulations. This systematic review protocol follows the Preferred Reporting Items for Systematic Reviews and Meta-Analyses Protocols guidelines. A systematic search was performed in PubMed, Embase, CINAHL, Cochrane Library, Web of Science, PsycINFO and IEEE Explore on 31 July 2022 for relevant literature published in English from the previous 5 years. Experimental, observational, exploratory, correlational, qualitative and mixed methods studies will be eligible if they report at least one cognitive function outcome and include a digital game-based intervention intended to improve cognitive function. Reviews will be excluded but retained to search their reference lists for other relevant studies. All screening will be done by at least two independent reviewers. The appropriate Joanna Briggs Institute Critical Appraisal Tool, according to the study design, will be applied to perform the risk of bias assessment. Outcomes related to cognitive function and digital game-based intervention features will be extracted. Results will be categorised by adult life span stages in the healthy adult population for part 1 and by neurological disorder in part 2. Extracted data will be analysed quantitatively and qualitatively, according to study type. If a group of sufficiently comparable studies is identified, we will perform a meta-analysis applying the random effects model with consideration of the Istatistic. Ethics approval is not applicable for this study since no original data will be collected. The results will be disseminated through peer-reviewed publications and conference presentations. CRD42022351265.","meta-analysis","BMJ Open","1","10.1136/bmjopen-2022-071059","https://consensus.app/papers/digital-gamebased-interventions-for-cognitive-training-tan-tan/c3bb1200d34f55b48a3faed288e5430a/"
"Nonpharmacological Multimodal Interventions for Cognitive Functions in Older Adults With Mild Cognitive Impairment: Scoping Review","Multimodal interventions, combining physical training and cognitive training, significantly improve cognitive functions in older adults with mild cognitive impairment.","Raffy C F Chan, Joson Hao-Shen Zhou, Yuan Cao, K. Lo, P. H. Ng, D. Shum, A. Y. Wong",2024,3,"As the global population ages, the prevalence of dementia is expected to rise significantly. To alleviate the burden on health care systems and the economy, it is essential to develop effective strategies to enhance cognitive function in older adults. Previous studies have shown that combined nonpharmacological interventions can improve cognition across various domains in older individuals. However, there is no established gold standard for the exact combination and duration of these interventions, which makes it challenging to assess their overall effectiveness. Given the diversity of nonpharmacological multimodal interventions aimed at preventing cognitive decline in older adults with mild cognitive impairment (MCI), this scoping review sought to identify and summarize the characteristics and outcomes of these interventions. We adhered to the Arksey and O'Malley methodological framework and the PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews) and searched 4 electronic databases (MEDLINE, PsycINFO, CINAHL, and Web of Science) systematically on July 6, 2023, and updated the search on April 17, 2024, using specific terms and keywords. This review included 45 studies from 18 countries with 4705 participants from 2014 to 2024 encompassing different combinations of physical training (PT), cognitive training (CT), nutrition intervention, psychosocial intervention, social activities, and electrical stimulation. There is a growing numbers of studies combining PT and CT for MCI treatment, with additional modalities often added to address various aspects of the condition. Compared to single-modal interventions and usual care, multimodal approaches demonstrated significantly better improvements in cognition domains such as attention, global cognition, executive function, memory, processing speed, and verbal fluency. Technology has been instrumental in delivering these interventions and enhancing the effects of PT and CT. Multimodal interventions also show promise in terms of acceptability and user experience, which can improve treatment adherence. Research is limited regarding the cost-effectiveness and optimal dosage of these interventions, making it difficult to assess the additional benefits of incorporating more modalities. Future research should examine the long-term effects of incorporating multiple modalities, using standardized MCI criteria and outcome measures.","systematic review","JMIR Aging","1","10.2196/70291","https://consensus.app/papers/nonpharmacological-multimodal-interventions-for-chan-zhou/1a2568cb6b635620beb30c48067a6283/"
"Effects of a Multicomponent Intervention With Cognitive Training and Lifestyle Guidance for Older Adults at Risk of Dementia: A Randomized Controlled Trial.","A multicomponent intervention program with cognitive training and lifestyle guidance effectively improves cognitive function in community-dwelling older adults at risk of dementia.","Pengfei Wang, Tingting Yang, Wenjia Peng, Meng Wang, Xiaoli Chen, Yinghua Yang, Yanyan Huang, Yihua Jiang, Feng Wang, Shuangyuan Sun, Ye Ruan, Yan Ding, Ye Yao, Ying Wang",2024,11,"This study examined the effects of a multicomponent intervention program on cognitive function in community-dwelling older adults with mild cognitive impairment (MCI) and subjective cognitive decline (SCD). This was a 2-arm, randomized controlled trial in which a multicomponent intervention was applied. Participants were recruited from June 2020 to August 2020, randomization and intervention began in August 2020, and the entire program ended in January 2021. It included cognitive training (mnemonic strategy training) and lifestyle guidance (diet, sleep, and exercise guidance) for 7 weeks. A total of 123 Chinese community-dwelling older adults experiencing MCI or SCD were randomly divided into a multicomponent intervention group (n = 62) and a health education group (n = 61). The global cognitive function was measured using the Mini-Mental State Examination (MMSE). The cognitive domains outcomes included memory functions measured using the immediate and delayed tests of the Auditory Verbal Learning Test (AVLT) and Logical Memory Test (LMT), and executive function and attention measured using the Digital Symbol Substitution Test (DSST) and Digit Span Test (DST). Data were collected at baseline and postintervention. For cognitive outcome, the results of linear mixed-effect model showed significant time × group effects in the MMSE (Cohen=0.63 [95% CI, 0.27 to 1.00],= 10.25,= .002). This study found significant time × group effects in AVLT-immediate (Cohen= 0.47 [95% CI, 0.11 to 0.83],= 8.18,= .005), AVLT delayed (Cohen= 0.45 [95% CI, 0.10 to 0.81],= 4.59,= .034), LMT-delayed (Cohen= 0.71 [95% CI, 0.34 to 1.07],= 4.59,= .034), DSST (Cohen= 0.27 [95% CI, -0.08 to 0.63],= 4.83,= .030), and DST (Cohen=0.69 [95% CI, 0.33 to 1.05],= 8.58,= .004). The results support the feasibility and effectiveness of the multicomponent intervention program in improving cognitive function in community dwelling older adults at risk of dementia. The high adherence of this program shows its potential for promotion in the community and supports a larger and longer trial. Chinese Clinical Trial Registry (ChiCTR2200061420).","rct","The Journal of clinical psychiatry","1","10.4088/jcp.23m15112","https://consensus.app/papers/effects-of-a-multicomponent-intervention-with-cognitive-wang-yang/20c82605641a5b74a69e9a0c88db6b6f/"
"Effects of a mindfulness-based versus a health self-management intervention on objective cognitive performance in older adults with subjective cognitive decline (SCD): a secondary analysis of the SCD-Well randomized controlled trial","Mindfulness-based and health self-management interventions both showed small improvements in cognitive performance in older adults with subjective cognitive decline, potentially reducing dementia risk.","T. Whitfield, Harriet Demnitz-King, Marco Schlosser, T. Barnhofer, E. Frison, Nina Coll-Padros, Sophie Dautricourt, F. Requier, M. Delarue, J. Gonneaud, O. Klimecki, A. Lutz, L. Paly, E. Salmon, A. Schild, Z. Walker, F. Jessen, G. Chételat, F. Collette, M. Wirth, N. Marchant, Amélie Michon, R. Sánchez-Valle, Claudia Schwars, Cindy Lai, Roxane Coueron, E. Arenaza‐Urquijo, Géraldine Poisnel, F. Delphin-Combe, J. Asselineau, P. Krolak-Salmon, J. Molinuevo, F. Allais, Romain Bachelet, Viviane Belleoud, Clara Benson, B. Bosch, Maria Pilar Casanova, H. Esperou, Karine Goldet, I. Hamdidouche, María León, D. Meiberth, Hendrik Mueller, Theresa Mueller, Valentin Ourry, L. Reyrolle, Ana Salinero, Lena Sannemann, Yamna Satgunasingam, Hilde Steinhauser, Patrik Vuilleumier, C. Wallet, J. Wingrove",2022,20,"Older individuals with subjective cognitive decline (SCD) perceive that their cognition has declined but do not show objective impairment on neuropsychological tests. Individuals with SCD are at elevated risk of objective cognitive decline and incident dementia. Non-pharmacological interventions (including mindfulness-based and health self-management approaches) are a potential strategy to maintain or improve cognition in SCD, which may ultimately reduce dementia risk. This study utilized data from the SCD-Well randomized controlled trial. One hundred forty-seven older adults with SCD (M= 72.7 years; 64% female) were recruited from memory clinics in four European countries and randomized to one of two group-based, 8-week interventions: a Caring Mindfulness-based Approach for Seniors (CMBAS) or a health self-management program (HSMP). Participants were assessed at baseline, post-intervention (week 8), and at 6-month follow-up (week 24) using a range of cognitive tests. From these tests, three composites were derived-an ""abridged"" Preclinical Alzheimer's Cognitive Composite 5 (PACC5), an attention composite, and an executive function composite. Both per-protocol and intention-to-treat analyses were performed. Linear mixed models evaluated the change in outcomes between and within arms and adjusted for covariates and cognitive retest effects. Sensitivity models repeated the per-protocol analyses for participants who attended ≥ 4 intervention sessions. Across all cognitive composites, there were no significant time-by-trial arm interactions and no measurable cognitive retest effects; sensitivity analyses supported these results. Improvements, however, were observed within both trial arms on the PACC5from baseline to follow-up (Δ [95% confidence interval]: CMBAS = 0.34 [0.19, 0.48]; HSMP = 0.30 [0.15, 0.44]). There was weaker evidence of an improvement in attention but no effects on executive function. Two non-pharmacological interventions conferred small, non-differing improvements to a global cognitive composite sensitive to amyloid-beta-related decline. There was weaker evidence of an effect on attention, and no evidence of an effect on executive function. Importantly, observed improvements were maintained beyond the end of the interventions. Improving cognition is an important step toward dementia prevention, and future research is needed to delineate the mechanisms of action of these interventions and to utilize clinical endpoints (i.e., progression to mild cognitive impairment or dementia). ClinicalTrials.gov, NCT03005652.","rct","Alzheimer's Research & Therapy","1","10.1186/s13195-022-01057-w","https://consensus.app/papers/effects-of-a-mindfulnessbased-versus-a-health-whitfield-demnitz-king/ca7b37b701de54b8889c346bbcc87377/"
